budget_for,year,head_title,level_code,total_actuals,total_estimate_py,total_revised_py,total_estimate_cy,level_col,head_title_updated,level_num,min_level,ref_id,display_title,category,slug
police,2018-19,police__null__district police__inter-state international border affairs,2055__0__109__469,1.6019,3.0094,3.3394,3.2464,level_4,police__district police__inter-state international border affairs,4,4,1506,Police -> District Police -> Inter-State International Border Affairs,district police,police_district_police_inter-state_international_border_affairs
police,2019-20,police__null__district police__inter-state international border affairs,2055__0__109__469,1.9568,3.2464,3.2464,3.7761,level_4,police__district police__inter-state international border affairs,4,4,1507,Police -> District Police -> Inter-State International Border Affairs,district police,police_district_police_inter-state_international_border_affairs
police,2020-21,police__null__district police__inter-state international border affairs,2055__0__109__469,2.3801,3.7761,3.878,2.9078000000000004,level_4,police__district police__inter-state international border affairs,4,4,1508,Police -> District Police -> Inter-State International Border Affairs,district police,police_district_police_inter-state_international_border_affairs
police,2021-22,police__null__district police__inter-state international border affairs,2055__0__109__469,2.4706,2.9078000000000004,3.2067,3.0569,level_4,police__district police__inter-state international border affairs,4,4,1509,Police -> District Police -> Inter-State International Border Affairs,district police,police_district_police_inter-state_international_border_affairs
police,2022-23,police__null__district police__inter-state international border affairs,2055__0__109__469,2.2849,3.0569,3.259199999999999,0,level_4,police__district police__inter-state international border affairs,4,4,1510,Police -> District Police -> Inter-State International Border Affairs,district police,police_district_police_inter-state_international_border_affairs
police,2018-19,police__null__district police__raising of additional platoons,2055__0__109__472,19.1149,30.4825,33.7325,42.0492,level_4,police__district police__raising of additional platoons,4,4,1511,Police -> District Police -> Raising Of Additional Platoons,district police,police_district_police_raising_of_additional_platoons
police,2019-20,police__null__district police__raising of additional platoons,2055__0__109__472,25.7526,42.0492,42.0592,49.6299,level_4,police__district police__raising of additional platoons,4,4,1512,Police -> District Police -> Raising Of Additional Platoons,district police,police_district_police_raising_of_additional_platoons
police,2020-21,police__null__district police__raising of additional platoons,2055__0__109__472,27.0783,49.6299,49.6299,32.211,level_4,police__district police__raising of additional platoons,4,4,1513,Police -> District Police -> Raising Of Additional Platoons,district police,police_district_police_raising_of_additional_platoons
police,2021-22,police__null__district police__raising of additional platoons,2055__0__109__472,28.3592,32.211,32.781,36.2375,level_4,police__district police__raising of additional platoons,4,4,1514,Police -> District Police -> Raising Of Additional Platoons,district police,police_district_police_raising_of_additional_platoons
police,2022-23,police__null__district police__raising of additional platoons,2055__0__109__472,28.551599999999997,36.2375,36.7375,0,level_4,police__district police__raising of additional platoons,4,4,1515,Police -> District Police -> Raising Of Additional Platoons,district police,police_district_police_raising_of_additional_platoons
police,2018-19,police__null__district police__checking of bangladeshi infiltration,2055__0__109__1015,62.3783,119.1865,150.8415,160.4216,level_4,police__district police__checking of bangladeshi infiltration,4,4,1516,Police -> District Police -> Checking Of Bangladeshi Infiltration,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration
police,2019-20,police__null__district police__checking of bangladeshi infiltration,2055__0__109__1015,89.31450000000001,160.4216,168.7285,167.67260000000002,level_4,police__district police__checking of bangladeshi infiltration,4,4,1517,Police -> District Police -> Checking Of Bangladeshi Infiltration,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration
police,2020-21,police__null__district police__checking of bangladeshi infiltration,2055__0__109__1015,94.8921,167.67260000000002,168.75260000000003,114.4727,level_4,police__district police__checking of bangladeshi infiltration,4,4,1518,Police -> District Police -> Checking Of Bangladeshi Infiltration,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration
police,2021-22,police__null__district police__checking of bangladeshi infiltration,2055__0__109__1015,101.3685,114.4727,140.5183,146.3858,level_4,police__district police__checking of bangladeshi infiltration,4,4,1519,Police -> District Police -> Checking Of Bangladeshi Infiltration,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration
police,2022-23,police__null__district police__checking of bangladeshi infiltration,2055__0__109__1015,98.0442,146.3858,146.4758,95.78230000000002,level_4,police__district police__checking of bangladeshi infiltration,4,4,1520,Police -> District Police -> Checking Of Bangladeshi Infiltration,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration
police,2018-19,police__null__district police__general security related expenditure,2055__0__109__3191,188.7299,376.2604,414.8467,258.8544,level_4,police__district police__general security related expenditure,4,4,1521,Police -> District Police -> General Security Related Expenditure,district police - general security related expenditure,police_district_police_general_security_related_expenditure
police,2019-20,police__null__district police__general security related expenditure,2055__0__109__3191,242.4242,258.8544,259.2502,171.0083,level_4,police__district police__general security related expenditure,4,4,1522,Police -> District Police -> General Security Related Expenditure,district police - general security related expenditure,police_district_police_general_security_related_expenditure
police,2020-21,police__null__district police__general security related expenditure,2055__0__109__3191,202.1023,171.0083,194.0723,93.6692,level_4,police__district police__general security related expenditure,4,4,1523,Police -> District Police -> General Security Related Expenditure,district police - general security related expenditure,police_district_police_general_security_related_expenditure
police,2021-22,police__null__district police__general security related expenditure,2055__0__109__3191,180.7591,93.6692,176.9302,124.278,level_4,police__district police__general security related expenditure,4,4,1524,Police -> District Police -> General Security Related Expenditure,district police - general security related expenditure,police_district_police_general_security_related_expenditure
police,2022-23,police__null__district police__general security related expenditure,2055__0__109__3191,169.27720000000002,124.278,124.328,104.4513,level_4,police__district police__general security related expenditure,4,4,1525,Police -> District Police -> General Security Related Expenditure,district police - general security related expenditure,police_district_police_general_security_related_expenditure
police,2018-19,police__null__village police__village police/village defence organisation,2055__0__110__474,40.879,64.2713,83.9693,84.2042,level_4,police__village police__village police/village defence organisation,4,4,1526,Police -> Village Police -> Village Police/Village Defence Organisation,village police,police_village_police_village_police/village_defence_organisation
police,2019-20,police__null__village police__village police/village defence organisation,2055__0__110__474,46.78810000000001,84.2042,84.2262,102.1097,level_4,police__village police__village police/village defence organisation,4,4,1527,Police -> Village Police -> Village Police/Village Defence Organisation,village police,police_village_police_village_police/village_defence_organisation
police,2020-21,police__null__village police__village police/village defence organisation,2055__0__110__474,74.8322,102.1097,103.2447,91.0571,level_4,police__village police__village police/village defence organisation,4,4,1528,Police -> Village Police -> Village Police/Village Defence Organisation,village police,police_village_police_village_police/village_defence_organisation
police,2021-22,police__null__village police__village police/village defence organisation,2055__0__110__474,77.7799,91.0571,98.5896,75.5859,level_4,police__village police__village police/village defence organisation,4,4,1529,Police -> Village Police -> Village Police/Village Defence Organisation,village police,police_village_police_village_police/village_defence_organisation
police,2022-23,police__null__village police__village police/village defence organisation,2055__0__110__474,74.12899999999999,75.5859,84.3686,71.4515,level_4,police__village police__village police/village defence organisation,4,4,1530,Police -> Village Police -> Village Police/Village Defence Organisation,village police,police_village_police_village_police/village_defence_organisation
police,2018-19,police__null__railway police__supervising staff,2055__0__111__475,4.728400000000001,6.487,7.492000000000001,9.6684,level_4,police__railway police__supervising staff,4,4,1531,Police -> Railway Police -> Supervising Staff,railway police,police_railway_police_supervising_staff
police,2019-20,police__null__railway police__supervising staff,2055__0__111__475,5.2468,9.6684,10.9164,12.0164,level_4,police__railway police__supervising staff,4,4,1532,Police -> Railway Police -> Supervising Staff,railway police,police_railway_police_supervising_staff
police,2020-21,police__null__railway police__supervising staff,2055__0__111__475,6.3598,12.0164,12.5264,7.6148,level_4,police__railway police__supervising staff,4,4,1533,Police -> Railway Police -> Supervising Staff,railway police,police_railway_police_supervising_staff
police,2021-22,police__null__railway police__supervising staff,2055__0__111__475,6.493399999999999,7.6148,8.0648,11.8556,level_4,police__railway police__supervising staff,4,4,1534,Police -> Railway Police -> Supervising Staff,railway police,police_railway_police_supervising_staff
police,2022-23,police__null__railway police__railway police and supervising staff,2055__0__111__475,6.0631,11.8556,12.2656,69.2757,level_4,police__railway police__railway police and supervising staff,4,4,1535,Police -> Railway Police -> Railway Police And Supervising Staff,railway police,police_railway_police_railway_police_and_supervising_staff
police,2018-19,police__null__railway police__crime police,2055__0__111__476,12.2915,14.3012,17.801199999999998,21.807,level_4,police__railway police__crime police,4,4,1536,Police -> Railway Police -> Crime Police,railway police,police_railway_police_crime_police
police,2019-20,police__null__railway police__crime police,2055__0__111__476,15.2356,21.807,22.357,22.2729,level_4,police__railway police__crime police,4,4,1537,Police -> Railway Police -> Crime Police,railway police,police_railway_police_crime_police
police,2020-21,police__null__railway police__crime police,2055__0__111__476,17.4106,22.2729,22.9929,20.1046,level_4,police__railway police__crime police,4,4,1538,Police -> Railway Police -> Crime Police,railway police,police_railway_police_crime_police
police,2021-22,police__null__railway police__crime police,2055__0__111__476,17.713800000000003,20.1046,20.4546,23.7693,level_4,police__railway police__crime police,4,4,1539,Police -> Railway Police -> Crime Police,railway police,police_railway_police_crime_police
police,2022-23,police__null__railway police__crime police,2055__0__111__476,17.9646,23.7693,24.129299999999997,0,level_4,police__railway police__crime police,4,4,1540,Police -> Railway Police -> Crime Police,railway police,police_railway_police_crime_police
police,2018-19,police__null__railway police__order police,2055__0__111__477,11.345999999999998,12.639,16.499000000000002,19.6856,level_4,police__railway police__order police,4,4,1541,Police -> Railway Police -> Order Police,railway police,police_railway_police_order_police
police,2019-20,police__null__railway police__order police,2055__0__111__477,14.1647,19.6856,20.335600000000003,20.7451,level_4,police__railway police__order police,4,4,1542,Police -> Railway Police -> Order Police,railway police,police_railway_police_order_police
police,2020-21,police__null__railway police__order police,2055__0__111__477,15.5764,20.7451,21.4551,17.9468,level_4,police__railway police__order police,4,4,1543,Police -> Railway Police -> Order Police,railway police,police_railway_police_order_police
police,2021-22,police__null__railway police__order police,2055__0__111__477,15.8838,17.9468,18.2968,21.5862,level_4,police__railway police__order police,4,4,1544,Police -> Railway Police -> Order Police,railway police,police_railway_police_order_police
police,2022-23,police__null__railway police__order police,2055__0__111__477,15.773,21.5862,21.946199999999997,0,level_4,police__railway police__order police,4,4,1545,Police -> Railway Police -> Order Police,railway police,police_railway_police_order_police
police,2018-19,police__null__welfare of police personnel__police hospital,2055__0__113__478,4.4858,6.437,8.677,9.063,level_4,police__welfare of police personnel__police hospital,4,4,1546,Police -> Welfare Of Police Personnel -> Police Hospital,welfare of police personnel,police_welfare_of_police_personnel_police_hospital
police,2019-20,police__null__welfare of police personnel__police hospital,2055__0__113__478,4.6039,9.063,9.1764,9.7081,level_4,police__welfare of police personnel__police hospital,4,4,1547,Police -> Welfare Of Police Personnel -> Police Hospital,welfare of police personnel,police_welfare_of_police_personnel_police_hospital
police,2020-21,police__null__welfare of police personnel__police hospital,2055__0__113__478,5.942200000000001,9.7081,10.9481,7.6648,level_4,police__welfare of police personnel__police hospital,4,4,1548,Police -> Welfare Of Police Personnel -> Police Hospital,welfare of police personnel,police_welfare_of_police_personnel_police_hospital
police,2021-22,police__null__welfare of police personnel__police hospital,2055__0__113__478,5.553299999999999,7.6648,8.3648,7.4518,level_4,police__welfare of police personnel__police hospital,4,4,1549,Police -> Welfare Of Police Personnel -> Police Hospital,welfare of police personnel,police_welfare_of_police_personnel_police_hospital
police,2022-23,police__null__welfare of police personnel__police hospital,2055__0__113__478,5.6503,7.4518,7.7518,8.5124,level_4,police__welfare of police personnel__police hospital,4,4,1550,Police -> Welfare Of Police Personnel -> Police Hospital,welfare of police personnel,police_welfare_of_police_personnel_police_hospital
police,2018-19,police__null__wireless and computers__wireless and computer,2055__0__114__480,129.239,160.41109999999998,190.9611,197.7855,level_4,police__wireless and computers__wireless and computer,4,4,1551,Police -> Wireless And Computers -> Wireless And Computer,wireless and computers,police_wireless_and_computers_wireless_and_computer
police,2019-20,police__null__wireless and computers__wireless and computer,2055__0__114__480,155.0506,197.7855,201.0189,250.995,level_4,police__wireless and computers__wireless and computer,4,4,1552,Police -> Wireless And Computers -> Wireless And Computer,wireless and computers,police_wireless_and_computers_wireless_and_computer
police,2020-21,police__null__wireless and computers__wireless and computer,2055__0__114__480,184.0503,250.995,261.2063,220.5178,level_4,police__wireless and computers__wireless and computer,4,4,1553,Police -> Wireless And Computers -> Wireless And Computer,wireless and computers,police_wireless_and_computers_wireless_and_computer
police,2021-22,police__null__wireless and computers__wireless and computer,2055__0__114__480,185.2545,220.5178,227.9416,271.9493,level_4,police__wireless and computers__wireless and computer,4,4,1554,Police -> Wireless And Computers -> Wireless And Computer,wireless and computers,police_wireless_and_computers_wireless_and_computer
police,2022-23,police__null__wireless and computers__wireless and computer,2055__0__114__480,176.8215,271.9493,273.1491,297.1868,level_4,police__wireless and computers__wireless and computer,4,4,1555,Police -> Wireless And Computers -> Wireless And Computer,wireless and computers,police_wireless_and_computers_wireless_and_computer
police,2018-19,police__null__modernisation of police force__general security related expenditure,2055__0__115__3191,5.119800000000001,69.1982,69.1982,70.1631,level_4,police__modernisation of police force__general security related expenditure,4,4,1556,Police -> Modernisation Of Police Force -> General Security Related Expenditure,modernisation of police force,police_modernisation_of_police_force_general_security_related_expenditure
police,2019-20,police__null__modernisation of police force__general security related expenditure,2055__0__115__3191,26.5134,70.1631,70.1631,75.1485,level_4,police__modernisation of police force__general security related expenditure,4,4,1557,Police -> Modernisation Of Police Force -> General Security Related Expenditure,modernisation of police force,police_modernisation_of_police_force_general_security_related_expenditure
police,2020-21,police__null__modernisation of police force__general security related expenditure,2055__0__115__3191,18.8342,75.1485,76.608,29.507,level_4,police__modernisation of police force__general security related expenditure,4,4,1558,Police -> Modernisation Of Police Force -> General Security Related Expenditure,modernisation of police force,police_modernisation_of_police_force_general_security_related_expenditure
police,2021-22,police__null__modernisation of police force__general security related expenditure,2055__0__115__3191,10.8674,29.507,34.562599999999996,35.7286,level_4,police__modernisation of police force__general security related expenditure,4,4,1559,Police -> Modernisation Of Police Force -> General Security Related Expenditure,modernisation of police force,police_modernisation_of_police_force_general_security_related_expenditure
police,2022-23,police__null__modernisation of police force__general security related expenditure,2055__0__115__3191,4.4176,35.7286,36.5571,47.701800000000006,level_4,police__modernisation of police force__general security related expenditure,4,4,1560,Police -> Modernisation Of Police Force -> General Security Related Expenditure,modernisation of police force,police_modernisation_of_police_force_general_security_related_expenditure
police,2018-19,police__null__other expenditure__relief operation in connection with disturbances,2055__0__800__482,174.1999,228.6922,281.41020000000003,290.9714,level_4,police__other expenditure__relief operation in connection with disturbances,4,4,1561,Police -> Other Expenditure -> Relief Operation In Connection With Disturbances,other expenditure - relief operation in connection with disturbances,police_other_expenditure_relief_operation_in_connection_with_disturbances
police,2019-20,police__null__other expenditure__relief operation in connection with disturbances,2055__0__800__482,211.8366,290.9714,294.40840000000003,323.9202,level_4,police__other expenditure__relief operation in connection with disturbances,4,4,1562,Police -> Other Expenditure -> Relief Operation In Connection With Disturbances,other expenditure - relief operation in connection with disturbances,police_other_expenditure_relief_operation_in_connection_with_disturbances
police,2020-21,police__null__other expenditure__relief operation in connection with disturbances,2055__0__800__482,236.1458,323.9202,332.8962,285.9354,level_4,police__other expenditure__relief operation in connection with disturbances,4,4,1563,Police -> Other Expenditure -> Relief Operation In Connection With Disturbances,other expenditure - relief operation in connection with disturbances,police_other_expenditure_relief_operation_in_connection_with_disturbances
police,2021-22,police__null__other expenditure__relief operation in connection with disturbances,2055__0__800__482,251.5476,285.9354,294.2354,281.8776,level_4,police__other expenditure__relief operation in connection with disturbances,4,4,1564,Police -> Other Expenditure -> Relief Operation In Connection With Disturbances,other expenditure - relief operation in connection with disturbances,police_other_expenditure_relief_operation_in_connection_with_disturbances
police,2022-23,police__null__other expenditure__relief operation in connection with disturbances,2055__0__800__482,258.0761,281.8776,283.2379,796.3488000000001,level_4,police__other expenditure__relief operation in connection with disturbances,4,4,1565,Police -> Other Expenditure -> Relief Operation In Connection With Disturbances,other expenditure - relief operation in connection with disturbances,police_other_expenditure_relief_operation_in_connection_with_disturbances
police,2018-19,police__null__other expenditure__new indian reserve battalions,2055__0__800__483,245.7371,551.0533,582.0633,424.7546,level_4,police__other expenditure__new indian reserve battalions,4,4,1566,Police -> Other Expenditure -> New Indian Reserve Battalions,other expenditure - new indian reserve battalions,police_other_expenditure_new_indian_reserve_battalions
police,2019-20,police__null__other expenditure__new indian reserve battalions,2055__0__800__483,298.42539999999997,424.7546,427.8346,518.7056,level_4,police__other expenditure__new indian reserve battalions,4,4,1567,Police -> Other Expenditure -> New Indian Reserve Battalions,other expenditure - new indian reserve battalions,police_other_expenditure_new_indian_reserve_battalions
police,2020-21,police__null__other expenditure__new indian reserve battalions,2055__0__800__483,330.8643,518.7056,522.7056,425.9819,level_4,police__other expenditure__new indian reserve battalions,4,4,1568,Police -> Other Expenditure -> New Indian Reserve Battalions,other expenditure - new indian reserve battalions,police_other_expenditure_new_indian_reserve_battalions
police,2021-22,police__null__other expenditure__new indian reserve battalions,2055__0__800__483,371.7788000000001,425.9819,427.4819,416.6627,level_4,police__other expenditure__new indian reserve battalions,4,4,1569,Police -> Other Expenditure -> New Indian Reserve Battalions,other expenditure - new indian reserve battalions,police_other_expenditure_new_indian_reserve_battalions
police,2022-23,police__null__other expenditure__new indian reserve battalions,2055__0__800__483,375.3739,416.6627,422.4827,0,level_4,police__other expenditure__new indian reserve battalions,4,4,1570,Police -> Other Expenditure -> New Indian Reserve Battalions,other expenditure - new indian reserve battalions,police_other_expenditure_new_indian_reserve_battalions
police,2018-19,police__null__other expenditure__special task force,2055__0__800__484,3.6412,5.6312,5.6412,6.1777999999999995,level_4,police__other expenditure__special task force,4,4,1571,Police -> Other Expenditure -> Special Task Force,other expenditure,police_other_expenditure_special_task_force
police,2019-20,police__null__other expenditure__special task force,2055__0__800__484,4.6982,6.1777999999999995,6.5678,7.3361,level_4,police__other expenditure__special task force,4,4,1572,Police -> Other Expenditure -> Special Task Force,other expenditure,police_other_expenditure_special_task_force
police,2020-21,police__null__other expenditure__special task force,2055__0__800__484,4.9105,7.3361,7.9271,5.6288,level_4,police__other expenditure__special task force,4,4,1573,Police -> Other Expenditure -> Special Task Force,other expenditure,police_other_expenditure_special_task_force
police,2021-22,police__null__other expenditure__special task force,2055__0__800__484,4.5038,5.6288,5.9188,6.2321,level_4,police__other expenditure__special task force,4,4,1574,Police -> Other Expenditure -> Special Task Force,other expenditure,police_other_expenditure_special_task_force
police,2022-23,police__null__other expenditure__special task force,2055__0__800__484,4.325200000000001,6.2321,6.2521,0,level_4,police__other expenditure__special task force,4,4,1575,Police -> Other Expenditure -> Special Task Force,other expenditure,police_other_expenditure_special_task_force
police,2018-19,police__null__education and training__training of ips probationers,2055__0__3__438,0.0012,2.1719999999999997,2.1719999999999997,0.8,level_4,police__education and training__training of ips probationers,4,4,1576,Police -> Education And Training -> Training Of Ips Probationers,education and training,police_education_and_training_training_of_ips_probationers
police,2019-20,police__null__education and training__training of ips probationers,2055__0__3__438,1.0338,0.8,1.1281,0.4,level_4,police__education and training__training of ips probationers,4,4,1577,Police -> Education And Training -> Training Of Ips Probationers,education and training,police_education_and_training_training_of_ips_probationers
police,2020-21,police__null__education and training__training of ips probationers,2055__0__3__438,0.8,0.4,0.4,0.18600000000000003,level_4,police__education and training__training of ips probationers,4,4,1578,Police -> Education And Training -> Training Of Ips Probationers,education and training,police_education_and_training_training_of_ips_probationers
police,2021-22,police__null__education and training__training of ips probationers,2055__0__3__438,0,0.18600000000000003,0.3281,0.1553,level_4,police__education and training__training of ips probationers,4,4,1579,Police -> Education And Training -> Training Of Ips Probationers,education and training,police_education_and_training_training_of_ips_probationers
police,2022-23,police__null__education and training__training of ips probationers,2055__0__3__438,0.3281,0.1553,0.1553,0,level_4,police__education and training__training of ips probationers,4,4,1580,Police -> Education And Training -> Training Of Ips Probationers,education and training,police_education_and_training_training_of_ips_probationers
police,2018-19,police__null__criminal investigation and vigilance__narcotic cell,2055__0__101__4462,0,0.1281,0.1281,0.033,level_4,police__criminal investigation and vigilance__narcotic cell,4,4,1581,Police -> Criminal Investigation And Vigilance -> Narcotic Cell,criminal investigation and vigilance,police_criminal_investigation_and_vigilance_narcotic_cell
police,2019-20,police__null__criminal investigation and vigilance__narcotic cell,2055__0__101__4462,0,0.033,0.08199999999999999,0.34010000000000007,level_4,police__criminal investigation and vigilance__narcotic cell,4,4,1582,Police -> Criminal Investigation And Vigilance -> Narcotic Cell,criminal investigation and vigilance,police_criminal_investigation_and_vigilance_narcotic_cell
police,2020-21,police__null__criminal investigation and vigilance__narcotic cell,2055__0__101__4462,0,0.34010000000000007,0.34010000000000007,10.1275,level_4,police__criminal investigation and vigilance__narcotic cell,4,4,1583,Police -> Criminal Investigation And Vigilance -> Narcotic Cell,criminal investigation and vigilance,police_criminal_investigation_and_vigilance_narcotic_cell
police,2021-22,police__null__criminal investigation and vigilance__narcotic cell,2055__0__101__4462,0,10.1275,10.1275,0.2153,level_4,police__criminal investigation and vigilance__narcotic cell,4,4,1584,Police -> Criminal Investigation And Vigilance -> Narcotic Cell,criminal investigation and vigilance,police_criminal_investigation_and_vigilance_narcotic_cell
police,2022-23,police__null__criminal investigation and vigilance__narcotic cell,2055__0__101__4462,0.498,0.2153,0.2582,0.0713,level_4,police__criminal investigation and vigilance__narcotic cell,4,4,1585,Police -> Criminal Investigation And Vigilance -> Narcotic Cell,criminal investigation and vigilance,police_criminal_investigation_and_vigilance_narcotic_cell
police,2018-19,police__null__district police__police guard for supply check gates,2055__0__109__473,0.1714,0.3381,0.3381,0.3990999999999999,level_4,police__district police__police guard for supply check gates,4,4,1586,Police -> District Police -> Police Guard For Supply Check Gates,district police,police_district_police_police_guard_for_supply_check_gates
police,2019-20,police__null__district police__police guard for supply check gates,2055__0__109__473,0.24,0.3990999999999999,0.4271,0.3439,level_4,police__district police__police guard for supply check gates,4,4,1587,Police -> District Police -> Police Guard For Supply Check Gates,district police,police_district_police_police_guard_for_supply_check_gates
police,2020-21,police__null__district police__police guard for supply check gates,2055__0__109__473,0.2632,0.3439,0.3699,0.32899999999999996,level_4,police__district police__police guard for supply check gates,4,4,1588,Police -> District Police -> Police Guard For Supply Check Gates,district police,police_district_police_police_guard_for_supply_check_gates
police,2021-22,police__null__district police__police guard for supply check gates,2055__0__109__473,0.2897,0.32899999999999996,0.379,0.3752,level_4,police__district police__police guard for supply check gates,4,4,1589,Police -> District Police -> Police Guard For Supply Check Gates,district police,police_district_police_police_guard_for_supply_check_gates
police,2022-23,police__null__district police__police guard for supply check gates,2055__0__109__473,0.30219999999999997,0.3752,0.4752,0,level_4,police__district police__police guard for supply check gates,4,4,1590,Police -> District Police -> Police Guard For Supply Check Gates,district police,police_district_police_police_guard_for_supply_check_gates
police,2018-19,police__null__welfare of police personnel__assistance to police athletic club,2055__0__113__1797,0.036,0.085,0.085,0,level_4,police__welfare of police personnel__assistance to police athletic club,4,4,1591,Police -> Welfare Of Police Personnel -> Assistance To Police Athletic Club,welfare of police personnel,police_welfare_of_police_personnel_assistance_to_police_athletic_club
police,2019-20,police__null__welfare of police personnel__assistance to police athletic club,2055__0__113__1797,0,0,1e-4,0.01,level_4,police__welfare of police personnel__assistance to police athletic club,4,4,1592,Police -> Welfare Of Police Personnel -> Assistance To Police Athletic Club,welfare of police personnel,police_welfare_of_police_personnel_assistance_to_police_athletic_club
police,2020-21,police__null__welfare of police personnel__assistance to police athletic club,2055__0__113__1797,0,0.01,0.01,0.0093,level_4,police__welfare of police personnel__assistance to police athletic club,4,4,1593,Police -> Welfare Of Police Personnel -> Assistance To Police Athletic Club,welfare of police personnel,police_welfare_of_police_personnel_assistance_to_police_athletic_club
police,2021-22,police__null__welfare of police personnel__assistance to police athletic club,2055__0__113__1797,0,0.0093,0.0093,0.0045,level_4,police__welfare of police personnel__assistance to police athletic club,4,4,1594,Police -> Welfare Of Police Personnel -> Assistance To Police Athletic Club,welfare of police personnel,police_welfare_of_police_personnel_assistance_to_police_athletic_club
police,2022-23,police__null__welfare of police personnel__assistance to police athletic club,2055__0__113__1797,0,0.0045,0.0045,0,level_4,police__welfare of police personnel__assistance to police athletic club,4,4,1595,Police -> Welfare Of Police Personnel -> Assistance To Police Athletic Club,welfare of police personnel,police_welfare_of_police_personnel_assistance_to_police_athletic_club
police,2018-19,police__null__other expenditure__expenditure in connection with general election,2055__0__800__481,5.1126,2.9888999999999997,2.9888999999999997,0.6293,level_4,police__other expenditure__expenditure in connection with general election,4,4,1596,Police -> Other Expenditure -> Expenditure In Connection With General Election,other expenditure,police_other_expenditure_expenditure_in_connection_with_general_election
police,2019-20,police__null__other expenditure__expenditure in connection with general election,2055__0__800__481,21.3517,0.6293,0.6293,50.0001,level_4,police__other expenditure__expenditure in connection with general election,4,4,1597,Police -> Other Expenditure -> Expenditure In Connection With General Election,other expenditure,police_other_expenditure_expenditure_in_connection_with_general_election
police,2020-21,police__null__other expenditure__expenditure in connection with general election,2055__0__800__481,0.0747,50.0001,61.9441,13.95,level_4,police__other expenditure__expenditure in connection with general election,4,4,1598,Police -> Other Expenditure -> Expenditure In Connection With General Election,other expenditure,police_other_expenditure_expenditure_in_connection_with_general_election
police,2021-22,police__null__other expenditure__expenditure in connection with general election,2055__0__800__481,48.499300000000005,13.95,93.95,4.4227,level_4,police__other expenditure__expenditure in connection with general election,4,4,1599,Police -> Other Expenditure -> Expenditure In Connection With General Election,other expenditure,police_other_expenditure_expenditure_in_connection_with_general_election
police,2022-23,police__null__other expenditure__expenditure in connection with general election,2055__0__800__481,87.72059999999999,4.4227,7.27,3.9804,level_4,police__other expenditure__expenditure in connection with general election,4,4,1600,Police -> Other Expenditure -> Expenditure In Connection With General Election,other expenditure,police_other_expenditure_expenditure_in_connection_with_general_election
police,2018-19,police__null__welfare of police personnel__amenities,2055__0__113__479,0.12990000000000002,0.133,0.133,0,level_4,police__welfare of police personnel__amenities,4,4,1601,Police -> Welfare Of Police Personnel -> Amenities,welfare of police personnel,police_welfare_of_police_personnel_amenities
police,2019-20,police__null__welfare of police personnel__amenities,2055__0__113__479,0,0,0,0.02,level_4,police__welfare of police personnel__amenities,4,4,1602,Police -> Welfare Of Police Personnel -> Amenities,welfare of police personnel,police_welfare_of_police_personnel_amenities
police,2020-21,police__null__welfare of police personnel__amenities,2055__0__113__479,0,0.02,0.02,0.0186,level_4,police__welfare of police personnel__amenities,4,4,1603,Police -> Welfare Of Police Personnel -> Amenities,welfare of police personnel,police_welfare_of_police_personnel_amenities
police,2021-22,police__null__welfare of police personnel__amenities,2055__0__113__479,0,0.0186,0.0186,0.009,level_4,police__welfare of police personnel__amenities,4,4,1604,Police -> Welfare Of Police Personnel -> Amenities,welfare of police personnel,police_welfare_of_police_personnel_amenities
police,2022-23,police__null__welfare of police personnel__amenities,2055__0__113__479,0,0.009,0.009,0,level_4,police__welfare of police personnel__amenities,4,4,1605,Police -> Welfare Of Police Personnel -> Amenities,welfare of police personnel,police_welfare_of_police_personnel_amenities
police,2018-19,police__null__modernisation of police force__national scheme for modernisation of police & other forces,2055__0__115__4063,3.3331999999999997,15.195,15.195,14.705,level_4,police__modernisation of police force__national scheme for modernisation of police & other forces,4,4,1606,Police -> Modernisation Of Police Force -> National Scheme For Modernisation Of Police & Other Forces,modernisation of police force,police_modernisation_of_police_force_national_scheme_for_modernisation_of_police_&_other_forces
police,2019-20,police__null__modernisation of police force__national scheme for modernisation of police & other forces,2055__0__115__4063,4.547000000000001,14.705,14.705,17.333399999999997,level_4,police__modernisation of police force__national scheme for modernisation of police & other forces,4,4,1607,Police -> Modernisation Of Police Force -> National Scheme For Modernisation Of Police & Other Forces,modernisation of police force,police_modernisation_of_police_force_national_scheme_for_modernisation_of_police_&_other_forces
police,2020-21,police__null__modernisation of police force__national scheme for modernisation of police & other forces,2055__0__115__4063,9.5559,17.333399999999997,18.0434,4.4973,level_4,police__modernisation of police force__national scheme for modernisation of police & other forces,4,4,1608,Police -> Modernisation Of Police Force -> National Scheme For Modernisation Of Police & Other Forces,modernisation of police force,police_modernisation_of_police_force_national_scheme_for_modernisation_of_police_&_other_forces
