category,major_head_code,level,unique_level_heads,2018-19,2019-20,2020-21,2021-22,2022-23
justice,2230,level_7_code,2230__1__101__265__0__4__3,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__265__0__4__4,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__265__0__4__5,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__265__0__4__6,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__265__0__4__7,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__265__0__4__8,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__265__0__4__9,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__265__0__4__10,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__265__0__4__11,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__265__0__5__2,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__265__0__5__3,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__266__0__1__4,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_7_code,2230__1__101__899__0__1__4,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_7_code,2230__1__101__899__0__1__9,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__899__0__1__45,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_7_code,2230__1__101__929__0__1__4,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_7_code,2230__1__101__929__0__2__1,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__929__0__4__1,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__929__0__4__2,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__929__0__4__3,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__929__0__4__4,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__929__0__4__5,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__929__0__4__6,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__929__0__4__7,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__929__0__4__8,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__929__0__4__9,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__929__0__4__10,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__929__0__4__11,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__929__0__3__1,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__899__0__3__1,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__266__0__3__1,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__265__0__3__1,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__264__0__3__1,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__265__0__1__3,FALSE,FALSE,TRUE,FALSE,FALSE
justice,2230,level_7_code,2230__1__101__266__0__1__3,FALSE,FALSE,TRUE,FALSE,FALSE
justice,2230,level_7_code,2230__1__101__266__0__5__1,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__266__0__4__12,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__266__0__4__11,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__266__0__4__10,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__266__0__4__9,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__266__0__4__5,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__266__0__4__4,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__266__0__4__3,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__266__0__4__2,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__266__0__4__1,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__899__0__4__12,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__899__0__4__11,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__899__0__4__10,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__899__0__4__9,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__899__0__4__8,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__899__0__4__6,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__899__0__4__5,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__899__0__4__4,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__899__0__4__3,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__899__0__4__2,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__899__0__4__1,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__899__0__2__1,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__929__0__2__99,FALSE,FALSE,FALSE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__899__0__6__99,FALSE,FALSE,FALSE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__899__0__4__7,FALSE,FALSE,FALSE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__929__0__5__1,FALSE,FALSE,FALSE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__929__0__5__3,FALSE,FALSE,FALSE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__266__0__16__1,FALSE,FALSE,FALSE,TRUE,TRUE
justice,2230,level_7_code,2230__1__101__265__0__4__12,FALSE,FALSE,FALSE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__264__0__1__2__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__264__0__1__5__ee,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__264__0__2__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__264__0__3__0__ee,TRUE,FALSE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__265__0__1__2__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__265__0__2__99__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__3__0__ee,TRUE,FALSE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__265__0__4__99__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__1__2__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__266__0__2__99__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__3__0__ee,TRUE,FALSE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__266__0__4__99__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__6__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__1__2__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__899__0__1__5__ee,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__899__0__1__8__ee,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__899__0__2__99__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__899__0__3__0__ee,TRUE,FALSE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__899__0__4__99__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__1__2__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__929__0__3__0__ee,TRUE,FALSE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__929__0__4__99__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__6__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__264__0__1__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__264__0__1__6__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__264__0__1__7__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__264__0__1__8__ee,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__265__0__1__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__1__99__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__265__0__1__5__ee,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__265__0__1__6__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__265__0__1__7__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__265__0__1__8__ee,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__266__0__1__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__1__5__ee,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__266__0__1__6__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__266__0__1__7__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__266__0__1__8__ee,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__899__0__1__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__1__6__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__899__0__1__7__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__899__0__1__12__ee,TRUE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__1__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__1__5__ee,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__929__0__1__6__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__929__0__1__7__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__929__0__1__8__ee,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__264__0__4__99__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__1__12__ee,TRUE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__264__0__4__3__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__264__0__1__4__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__264__0__4__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__264__0__4__2__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__264__0__4__4__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__264__0__4__5__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__264__0__4__6__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__264__0__4__7__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__264__0__4__8__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__264__0__4__9__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__264__0__4__10__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__264__0__4__11__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__1__4__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__265__0__1__12__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__4__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__4__2__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__4__3__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__4__4__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__4__5__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__4__6__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__4__7__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__4__8__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__4__9__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__4__10__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__4__11__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__5__2__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__5__3__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__1__4__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__899__0__1__4__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__899__0__1__9__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__1__45__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__929__0__1__4__ee,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__929__0__2__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__4__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__4__2__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__4__3__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__4__4__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__4__5__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__4__6__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__4__7__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__4__8__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__4__9__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__4__10__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__4__11__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__3__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__3__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__3__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__3__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__264__0__3__1__ee,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__1__3__ee,FALSE,FALSE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__266__0__1__3__ee,FALSE,FALSE,TRUE,FALSE,FALSE
justice,2230,level_8_code,2230__1__101__266__0__5__1__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__4__12__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__4__11__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__4__10__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__4__9__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__4__5__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__4__4__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__4__3__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__4__2__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__4__1__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__4__12__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__4__11__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__4__10__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__4__9__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__4__8__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__4__6__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__4__5__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__4__4__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__4__3__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__4__2__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__4__1__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__2__1__ee,FALSE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__2__99__ee,FALSE,FALSE,FALSE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__6__99__ee,FALSE,FALSE,FALSE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__899__0__4__7__ee,FALSE,FALSE,FALSE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__5__1__ee,FALSE,FALSE,FALSE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__929__0__5__3__ee,FALSE,FALSE,FALSE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__266__0__16__1__ee,FALSE,FALSE,FALSE,TRUE,TRUE
justice,2230,level_8_code,2230__1__101__265__0__4__12__ee,FALSE,FALSE,FALSE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__264__0__1__2__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__264__0__1__5__ee__ga,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__264__0__2__1__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__264__0__3__0__ee__ga,TRUE,FALSE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__265__0__1__2__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__265__0__2__99__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__265__0__3__0__ee__ga,TRUE,FALSE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__265__0__4__99__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__266__0__1__2__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__266__0__2__99__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__266__0__3__0__ee__ga,TRUE,FALSE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__266__0__4__99__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__266__0__6__1__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__899__0__1__2__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__899__0__1__5__ee__ga,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__899__0__1__8__ee__ga,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__899__0__2__99__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__899__0__3__0__ee__ga,TRUE,FALSE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__899__0__4__99__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__929__0__1__2__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__929__0__3__0__ee__ga,TRUE,FALSE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__929__0__4__99__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__929__0__6__1__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__264__0__1__1__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__264__0__1__6__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__264__0__1__7__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__264__0__1__8__ee__ga,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__265__0__1__1__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__265__0__1__99__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__265__0__1__5__ee__ga,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__265__0__1__6__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__265__0__1__7__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__265__0__1__8__ee__ga,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__266__0__1__1__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__266__0__1__5__ee__ga,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__266__0__1__6__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__266__0__1__7__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__266__0__1__8__ee__ga,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__899__0__1__1__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__899__0__1__6__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__899__0__1__7__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__899__0__1__12__ee__ga,TRUE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__929__0__1__1__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__929__0__1__5__ee__ga,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__929__0__1__6__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__929__0__1__7__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__929__0__1__8__ee__ga,TRUE,TRUE,FALSE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__264__0__4__99__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__266__0__1__12__ee__ga,TRUE,FALSE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__264__0__4__3__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__264__0__1__4__ee__ga,TRUE,TRUE,TRUE,FALSE,FALSE
justice,2230,level_9_code,2230__1__101__264__0__4__1__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__264__0__4__2__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__264__0__4__4__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__264__0__4__5__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__264__0__4__6__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__264__0__4__7__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__264__0__4__8__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__264__0__4__9__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
justice,2230,level_9_code,2230__1__101__264__0__4__10__ee__ga,TRUE,TRUE,TRUE,TRUE,TRUE
