budget_for,year,head_title,level_code,total_actuals,total_estimate_py,total_revised_py,total_estimate_cy,level_col
justice,2021-22,administration of justice__null__civil and session courts__null__null__wages,2014__0__105__0__0__2,1.7308000000000001,2.3762,2.3762,2.66,level_6
justice,2022-23,administration of justice__null__civil and session courts__null__null__wages,2014__0__105__0__0__2,1.7393,2.66,2.66,3.115,level_6
justice,2018-19,administration of justice__null__civil and session courts__null__null__payment for professional and special services,2014__0__105__0__0__5,0.8545999999999999,1.758,1.758,1.7790000000000001,level_6
justice,2019-20,administration of justice__null__civil and session courts__null__null__payment for professional and special services,2014__0__105__0__0__5,1.2412999999999998,1.7790000000000001,1.7790000000000001,1.911,level_6
justice,2020-21,administration of justice__null__civil and session courts__null__null__payment for professional and special services,2014__0__105__0__0__5,1.2158,1.911,1.911,1.8135,level_6
justice,2021-22,administration of justice__null__civil and session courts__null__null__payment for professional and special services,2014__0__105__0__0__5,1.2358,1.8135,1.8135,1.5318,level_6
justice,2022-23,administration of justice__null__civil and session courts__null__null__payment for professional and special services,2014__0__105__0__0__5,0.1582,1.5318,1.5318,0.8388,level_6
justice,2018-19,"administration of justice__null__civil and session courts__null__null__rents, rates & taxes / royalty",2014__0__105__0__0__6,0.1937,0.7925,0.7925,0.78,level_6
justice,2019-20,"administration of justice__null__civil and session courts__null__null__rents, rates & taxes / royalty",2014__0__105__0__0__6,0.2883,0.78,0.78,0.775,level_6
justice,2020-21,"administration of justice__null__civil and session courts__null__null__rents, rates & taxes / royalty",2014__0__105__0__0__6,0.1807,0.775,0.775,0.93,level_6
justice,2021-22,"administration of justice__null__civil and session courts__null__null__rents, rates & taxes / royalty",2014__0__105__0__0__6,0.2554,0.93,0.93,0.9,level_6
justice,2022-23,"administration of justice__null__civil and session courts__null__null__rents, rates & taxes / royalty",2014__0__105__0__0__6,0.3009,0.9,0.9,0.9,level_6
justice,2018-19,administration of justice__null__criminal courts__null__null__payment for professional and special services,2014__0__108__0__0__5,0.0222,0.033,0.033,0.038,level_6
justice,2019-20,administration of justice__null__criminal courts__null__null__payment for professional and special services,2014__0__108__0__0__5,0.015300000000000001,0.038,0.038,0.035,level_6
justice,2020-21,administration of justice__null__criminal courts__null__null__payment for professional and special services,2014__0__108__0__0__5,0.0154,0.035,0.035,0.04650000000000001,level_6
justice,2021-22,administration of justice__null__criminal courts__null__null__payment for professional and special services,2014__0__108__0__0__5,0.0165,0.04650000000000001,0.04650000000000001,0.09450000000000001,level_6
justice,2022-23,administration of justice__null__criminal courts__null__null__payment for professional and special services,2014__0__108__0__0__5,0.018600000000000002,0.09450000000000001,0.09450000000000001,0.09449999999999999,level_6
justice,2018-19,administration of justice__null__high courts__establishment__null__payment for professional and special services,2014__0__102__152__0__5,0.1613,0.65,0.65,0.6795,level_6
justice,2019-20,administration of justice__null__high courts__establishment__null__payment for professional and special services,2014__0__102__152__0__5,0.16010000000000002,0.6795,0.6795,0.585,level_6
justice,2020-21,administration of justice__null__high courts__establishment__null__payment for professional and special services,2014__0__102__152__0__5,0.2216,0.585,0.585,0.499,level_6
justice,2021-22,administration of justice__null__high courts__establishment__null__payment for professional and special services,2014__0__102__152__0__5,0.1598,0.499,0.499,0.5,level_6
justice,2022-23,administration of justice__null__high courts__establishment__null__payment for professional and special services,2014__0__102__152__0__5,0.33130000000000004,0.5,0.5,0.5,level_6
justice,2018-19,administration of justice__null__high courts__judges__null__wages,2014__0__102__304__0__2,0.09820000000000001,0.2,0.2,0.2,level_6
justice,2019-20,administration of justice__null__high courts__judges__null__wages,2014__0__102__304__0__2,0.1257,0.2,0.2,0.22,level_6
justice,2020-21,administration of justice__null__high courts__judges__null__wages,2014__0__102__304__0__2,0.1552,0.22,0.22,0.4,level_6
justice,2021-22,administration of justice__null__high courts__judges__null__wages,2014__0__102__304__0__2,0.1716,0.4,0.4,0.5,level_6
justice,2022-23,administration of justice__null__high courts__judges__null__wages,2014__0__102__304__0__2,0.353,0.5,0.55,0.9,level_6
justice,2018-19,administration of justice__null__civil and session courts__null__null__other charges,2014__0__105__0__0__26,0.0695,5.2632,5.2632,5.2632,level_6
justice,2019-20,administration of justice__null__civil and session courts__null__null__other charges,2014__0__105__0__0__26,3.5145,5.2632,5.2632,0.5,level_6
justice,2020-21,administration of justice__null__civil and session courts__null__null__other charges,2014__0__105__0__0__26,0.4435,0.5,4.4965,2.79,level_6
justice,2021-22,administration of justice__null__civil and session courts__null__null__other charges,2014__0__105__0__0__26,1.0812,2.79,2.79,0.9,level_6
justice,2022-23,administration of justice__null__civil and session courts__null__null__other charges,2014__0__105__0__0__26,0.2002,0.9,0.9,0.45,level_6
justice,2018-19,administration of justice__null__civil and session courts__upgradation of standard of administration-14th finance commission__null__other charges,2014__0__105__6864__0__26,0,36.105,36.105,42.12,level_6
justice,2019-20,administration of justice__null__civil and session courts__upgradation of standard of administration-14th finance commission__null__other charges,2014__0__105__6864__0__26,0,42.12,42.12,0,level_6
justice,2020-21,administration of justice__null__civil and session courts__upgradation of standard of administration-14th finance commission__null__other charges,2014__0__105__6864__0__26,2.9958,0,2,17.205,level_6
justice,2021-22,administration of justice__null__civil and session courts__upgradation of standard of administration-14th finance commission__null__other charges,2014__0__105__6864__0__26,1.9926,17.205,17.205,0,level_6
justice,2022-23,administration of justice__null__civil and session courts__upgradation of standard of administration-14th finance commission__null__other charges,2014__0__105__6864__0__26,6.0092,0,0,3.15,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__government pleader__null__salaries,2014__0__114__168__0__1,1.1852,4.154,4.154,4.5607,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__government pleader__null__salaries,2014__0__114__168__0__1,1.4369,4.5607,4.5706999999999995,4.8401,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__government pleader__null__salaries,2014__0__114__168__0__1,1.5926000000000002,4.8401,4.9001,2.5968,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__government pleader__null__salaries,2014__0__114__168__0__1,1.5992,2.5968,2.5968,2.5572,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__government pleader__null__salaries,2014__0__114__168__0__1,1.5643,2.5572,2.5572,2.5648,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__government pleader__null__travel expenses,2014__0__114__168__0__3,0.0014000000000000002,0.053,0.053,0.057999999999999996,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__government pleader__null__travel expenses,2014__0__114__168__0__3,0.0012,0.057999999999999996,0.057999999999999996,0.035,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__government pleader__null__travel expenses,2014__0__114__168__0__3,0.0098,0.035,0.035,0.0637,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__government pleader__null__travel expenses,2014__0__114__168__0__3,0.0022,0.0637,0.0637,0.057300000000000004,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__government pleader__null__travel expenses,2014__0__114__168__0__3,0,0.057300000000000004,0.057300000000000004,0.0416,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__public prosecutor.__null__salaries,2014__0__114__219__0__1,2.6854999999999993,6.6386,6.6386,7.2627999999999995,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__public prosecutor.__null__salaries,2014__0__114__219__0__1,3.1786999999999996,7.2627999999999995,7.2928,7.5059000000000005,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__public prosecutor.__null__salaries,2014__0__114__219__0__1,3.6353999999999997,7.5059000000000005,7.7559000000000005,6.2114,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__public prosecutor.__null__salaries,2014__0__114__219__0__1,3.5660000000000003,6.2114,6.2114,5.7703,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__public prosecutor.__null__salaries,2014__0__114__219__0__1,3.4884,5.7703,5.8003,5.3608,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__public prosecutor.__null__travel expenses,2014__0__114__219__0__3,0.0033,0.038,0.038,0.0425,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__public prosecutor.__null__travel expenses,2014__0__114__219__0__3,0.0021,0.0425,0.0425,0.0366,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__public prosecutor.__null__travel expenses,2014__0__114__219__0__3,0.0024,0.0366,0.0366,0.0541,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__public prosecutor.__null__travel expenses,2014__0__114__219__0__3,0.0023,0.0541,0.0541,0.049400000000000006,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__public prosecutor.__null__travel expenses,2014__0__114__219__0__3,8e-4,0.049400000000000006,0.049400000000000006,0.041400000000000006,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__government advocate.__null__salaries,2014__0__114__287__0__1,2.4616,3.89,3.89,2.92,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__government advocate.__null__salaries,2014__0__114__287__0__1,2.1715999999999998,2.92,2.92,3.278,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__government advocate.__null__salaries,2014__0__114__287__0__1,2.4746,3.278,3.278,2.9109,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__government advocate.__null__salaries,2014__0__114__287__0__1,2.5154,2.9109,3.0509,3.766,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__government advocate.__null__salaries,2014__0__114__287__0__1,2.7491000000000003,3.766,4.166,4.43,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__government advocate.__null__travel expenses,2014__0__114__287__0__3,0.0070999999999999995,0.02,0.02,0.022000000000000002,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__government advocate.__null__travel expenses,2014__0__114__287__0__3,0.009300000000000001,0.022000000000000002,0.022000000000000002,0.023,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__government advocate.__null__travel expenses,2014__0__114__287__0__3,0.01,0.023,0.023,0.0233,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__government advocate.__null__travel expenses,2014__0__114__287__0__3,0.01,0.0233,0.0233,0.0189,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__government advocate.__null__travel expenses,2014__0__114__287__0__3,0.0102,0.0189,0.0189,0.018000000000000002,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__government advocate.__null__payment for professional and special services,2014__0__114__287__0__5,1.7031,7.1,7.1,7.1,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__government advocate.__null__payment for professional and special services,2014__0__114__287__0__5,3.0243,7.1,7.1,7.81,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__government advocate.__null__payment for professional and special services,2014__0__114__287__0__5,4.0327,7.81,7.81,7.384200000000001,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__government advocate.__null__payment for professional and special services,2014__0__114__287__0__5,3.6337,7.384200000000001,7.384200000000001,7.236000000000001,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__government advocate.__null__payment for professional and special services,2014__0__114__287__0__5,3.138,7.236000000000001,10.236,6.336,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__advocate general__null__salaries,2014__0__114__306__0__1,0.8245,1.0979999999999999,1.153,1.0490000000000002,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__advocate general__null__salaries,2014__0__114__306__0__1,0.9818000000000001,1.0490000000000002,1.2004,1.3840999999999999,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__advocate general__null__salaries,2014__0__114__306__0__1,1.0644,1.3840999999999999,1.7216,1.2375,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__advocate general__null__salaries,2014__0__114__306__0__1,1.3566999999999998,1.2375,1.2375,1.2251,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__advocate general__null__salaries,2014__0__114__306__0__1,1.2070999999999998,1.2251,1.2251,1.8281,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__advocate general__null__wages,2014__0__114__306__0__2,0.0327,0.11199999999999999,0.11199999999999999,0.07200000000000001,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__advocate general__null__wages,2014__0__114__306__0__2,0.0677,0.07200000000000001,0.07200000000000001,0.07400000000000001,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__advocate general__null__wages,2014__0__114__306__0__2,0.07200000000000001,0.07400000000000001,0.084,0.0641,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__advocate general__null__wages,2014__0__114__306__0__2,0.0837,0.0641,0.0641,0.0823,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__advocate general__null__wages,2014__0__114__306__0__2,0.0638,0.0823,0.0823,0.0845,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__advocate general__null__travel expenses,2014__0__114__306__0__3,0.0032,0.044000000000000004,0.16399999999999998,0.05,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__advocate general__null__travel expenses,2014__0__114__306__0__3,0.1244,0.05,0.05,0.055,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__advocate general__null__travel expenses,2014__0__114__306__0__3,0.0053,0.055,0.055,0.04650000000000001,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__advocate general__null__travel expenses,2014__0__114__306__0__3,0.0151,0.04650000000000001,0.04650000000000001,0.045,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__advocate general__null__travel expenses,2014__0__114__306__0__3,7.000000000000001e-4,0.045,0.045,0.036000000000000004,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__advocate general__null__office expenses,2014__0__114__306__0__4,0.0365,0.325,0.325,0.33,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__advocate general__null__office expenses,2014__0__114__306__0__4,0.3085,0.33,0.33,0.34,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__advocate general__null__office expenses,2014__0__114__306__0__4,0.1209,0.34,0.34,0.2624,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__advocate general__null__office expenses,2014__0__114__306__0__4,0.3135,0.2624,0.2624,0.3529,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__advocate general__null__office expenses,2014__0__114__306__0__4,0.0712,0.3529,0.3529,0.2053,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__legal remembrances__null__salaries,2014__0__114__307__0__1,0.1566,0.204,0.214,0.243,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__legal remembrances__null__salaries,2014__0__114__307__0__1,0.1953,0.243,0.2599,0.2619,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__legal remembrances__null__salaries,2014__0__114__307__0__1,0.22579999999999997,0.2619,0.2619,0.26170000000000004,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__legal remembrances__null__salaries,2014__0__114__307__0__1,0.2325,0.26170000000000004,0.26170000000000004,0.23550000000000001,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__legal remembrances__null__salaries,2014__0__114__307__0__1,0.1242,0.23550000000000001,0.23550000000000001,0.23550000000000001,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__legal remembrances__null__travel expenses,2014__0__114__307__0__3,0,0.0055000000000000005,0.0055000000000000005,0.006,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__legal remembrances__null__travel expenses,2014__0__114__307__0__3,0,0.006,0.006,0.0064,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__legal remembrances__null__travel expenses,2014__0__114__307__0__3,0,0.0064,0.0064,0.006,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__legal remembrances__null__travel expenses,2014__0__114__307__0__3,0,0.006,0.006,0.0054,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__legal remembrances__null__travel expenses,2014__0__114__307__0__3,0,0.0054,0.0054,0.0045000000000000005,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__legal remembrances__null__office expenses,2014__0__114__307__0__4,0.0904,0.18,0.21,0.271,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__legal remembrances__null__office expenses,2014__0__114__307__0__4,0.08109999999999999,0.271,0.311,0.262,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__legal remembrances__null__office expenses,2014__0__114__307__0__4,0.29350000000000004,0.262,0.262,0.2577,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__legal remembrances__null__office expenses,2014__0__114__307__0__4,0.1408,0.2577,0.2577,0.252,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__legal remembrances__null__office expenses,2014__0__114__307__0__4,0.11779999999999999,0.252,0.252,0.3018,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__legal remembrances__null__grants-in-aid general (non-salary),2014__0__114__307__0__32,0.1,0.11,0.11,0.12,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__legal remembrances__null__grants-in-aid general (non-salary),2014__0__114__307__0__32,0.11,0.12,0.12,0.13,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__legal remembrances__null__grants-in-aid general (non-salary),2014__0__114__307__0__32,0.12,0.13,0.13,0.133,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__legal remembrances__null__grants-in-aid general (non-salary),2014__0__114__307__0__32,0.13,0.133,0.133,0.126,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__legal remembrances__null__grants-in-aid general (non-salary),2014__0__114__307__0__32,0.133,0.126,0.126,0.27,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__salaries,2014__0__114__308__0__1,0,0.07200000000000001,0.07200000000000001,0.075,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__salaries,2014__0__114__308__0__1,0.054000000000000006,0.075,0.075,0.079,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__salaries,2014__0__114__308__0__1,0.062,0.079,0.079,0.07440000000000001,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__salaries,2014__0__114__308__0__1,0,0.07440000000000001,0.07440000000000001,0.10800000000000001,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__salaries,2014__0__114__308__0__1,0.07400000000000001,0.10800000000000001,0.10800000000000001,0.08,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__office expenses,2014__0__114__308__0__4,0,0.012,0.012,0.013000000000000001,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__office expenses,2014__0__114__308__0__4,0,0.013000000000000001,0.013000000000000001,0.013999999999999999,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__office expenses,2014__0__114__308__0__4,0,0.013999999999999999,0.013999999999999999,0.013999999999999999,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__office expenses,2014__0__114__308__0__4,0,0.013999999999999999,0.013999999999999999,0.0126,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__office expenses,2014__0__114__308__0__4,0,0.0126,0.0126,1e-4,level_6
justice,2018-19,administration of justice__null__other expenditure__law research institute eastern region__null__salaries,2014__0__800__313__0__1,0.3023,0.6195,0.6195,0.6106,level_6
justice,2019-20,administration of justice__null__other expenditure__law research institute eastern region__null__salaries,2014__0__800__313__0__1,0.3629,0.6106,0.6106,0.6635,level_6
justice,2020-21,administration of justice__null__other expenditure__law research institute eastern region__null__salaries,2014__0__800__313__0__1,0.4354,0.6635,0.6635,0.4314,level_6
justice,2021-22,administration of justice__null__other expenditure__law research institute eastern region__null__salaries,2014__0__800__313__0__1,0.43560000000000004,0.4314,0.4314,0.7128,level_6
justice,2022-23,administration of justice__null__other expenditure__law research institute eastern region__null__salaries,2014__0__800__313__0__1,0.4288,0.7128,0.7128,0.75,level_6
justice,2018-19,administration of justice__null__other expenditure__law research institute eastern region__null__travel expenses,2014__0__800__313__0__3,0,0.008,0.008,0.01,level_6
justice,2019-20,administration of justice__null__other expenditure__law research institute eastern region__null__travel expenses,2014__0__800__313__0__3,0,0.01,0.01,0.0111,level_6
justice,2020-21,administration of justice__null__other expenditure__law research institute eastern region__null__travel expenses,2014__0__800__313__0__3,0,0.0111,0.0111,0.0113,level_6
justice,2021-22,administration of justice__null__other expenditure__law research institute eastern region__null__travel expenses,2014__0__800__313__0__3,0,0.0113,0.0113,0.0068000000000000005,level_6
justice,2022-23,administration of justice__null__other expenditure__law research institute eastern region__null__travel expenses,2014__0__800__313__0__3,0,0.0068000000000000005,0.0068000000000000005,0.0060999999999999995,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__travel expenses,2014__0__114__308__0__3,0,0.005,0.005,0.006,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__travel expenses,2014__0__114__308__0__3,0,0.006,0.006,0.006500000000000001,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__travel expenses,2014__0__114__308__0__3,0,0.006500000000000001,0.006500000000000001,0.006500000000000001,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__travel expenses,2014__0__114__308__0__3,0,0.006500000000000001,0.006500000000000001,0.0059,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__travel expenses,2014__0__114__308__0__3,0,0.0059,0.0059,0.0045000000000000005,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__payment for professional and special services,2014__0__114__308__0__5,1.6965000000000001,4,4,4.4,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__payment for professional and special services,2014__0__114__308__0__5,2.4503,4.4,4.4,4.8,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__payment for professional and special services,2014__0__114__308__0__5,1.838,4.8,4.8,4.65,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__payment for professional and special services,2014__0__114__308__0__5,2.6965,4.65,4.65,3.6,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__payment for professional and special services,2014__0__114__308__0__5,0.9868000000000001,3.6,3.6,1.35,level_6
justice,2018-19,"administration of justice__null__legal advisers and counsels__the national law school and judicial academy, assam__null__grants-in-aid general (salary)",2014__0__114__2921__0__31,0,3.5,3.5,5,level_6
justice,2019-20,"administration of justice__null__legal advisers and counsels__the national law school and judicial academy, assam__null__grants-in-aid general (salary)",2014__0__114__2921__0__31,7,5,5,5.5,level_6
justice,2020-21,"administration of justice__null__legal advisers and counsels__the national law school and judicial academy, assam__null__grants-in-aid general (salary)",2014__0__114__2921__0__31,5,5.5,5.5,6.51,level_6
justice,2021-22,"administration of justice__null__legal advisers and counsels__the national law school and judicial academy, assam__null__grants-in-aid general (salary)",2014__0__114__2921__0__31,5.5,6.51,6.51,5.859,level_6
justice,2022-23,"administration of justice__null__legal advisers and counsels__the national law school and judicial academy, assam__null__grants-in-aid general (salary)",2014__0__114__2921__0__31,6.51,5.859,6.861000000000001,9,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__government pleader__null__office expenses,2014__0__114__168__0__4,0.0296,0.107,0.107,0.11600000000000002,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__government pleader__null__office expenses,2014__0__114__168__0__4,0.0437,0.11600000000000002,0.11600000000000002,0.09,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__government pleader__null__office expenses,2014__0__114__168__0__4,0.0412,0.09,0.09,0.1107,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__government pleader__null__office expenses,2014__0__114__168__0__4,0.0273,0.1107,0.1107,0.1003,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__government pleader__null__office expenses,2014__0__114__168__0__4,0,0.1003,0.1003,0.09290000000000001,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__public prosecutor.__null__office expenses,2014__0__114__219__0__4,0.1324,0.16,0.16,0.17170000000000002,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__public prosecutor.__null__office expenses,2014__0__114__219__0__4,0.0992,0.17170000000000002,0.17170000000000002,0.165,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__public prosecutor.__null__office expenses,2014__0__114__219__0__4,0.0977,0.165,0.165,0.18739999999999998,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__public prosecutor.__null__office expenses,2014__0__114__219__0__4,0.0336,0.18739999999999998,0.18739999999999998,0.1693,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__public prosecutor.__null__office expenses,2014__0__114__219__0__4,0,0.1693,0.1693,0.1512,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__government advocate.__null__office expenses,2014__0__114__287__0__4,0.48,0.15,0.15,0.165,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__government advocate.__null__office expenses,2014__0__114__287__0__4,0.1456,0.165,0.165,0.175,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__government advocate.__null__office expenses,2014__0__114__287__0__4,0.16190000000000002,0.175,0.175,0.486,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__government advocate.__null__office expenses,2014__0__114__287__0__4,0.1176,0.486,0.486,0.278,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__government advocate.__null__office expenses,2014__0__114__287__0__4,0.0824,0.278,0.278,0.2113,level_6
justice,2018-19,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (salary)",2014__0__800__4709__0__31,0.41950000000000004,0.8782,0.8782,1.047,level_6
justice,2019-20,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (salary)",2014__0__800__4709__0__31,0.4886,1.047,1.047,1.145,level_6
justice,2020-21,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (salary)",2014__0__800__4709__0__31,1.047,1.145,1.145,1.1765,level_6
justice,2021-22,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (salary)",2014__0__800__4709__0__31,1.145,1.1765,1.1765,1.0589,level_6
justice,2022-23,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (salary)",2014__0__800__4709__0__31,1.1765,1.0589,1.3168,1.25,level_6
justice,2018-19,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (non-salary)",2014__0__800__4709__0__32,0.1175,0.12,0.12,0.91,level_6
justice,2019-20,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (non-salary)",2014__0__800__4709__0__32,0.2101,0.91,0.91,0.92,level_6
justice,2020-21,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (non-salary)",2014__0__800__4709__0__32,0.91,0.92,0.92,0.9412,level_6
justice,2021-22,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (non-salary)",2014__0__800__4709__0__32,0.92,0.9412,0.9412,0.8471,level_6
justice,2022-23,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (non-salary)",2014__0__800__4709__0__32,0.7877,0.8471,0.8471,0.7624,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__government advocate.__null__wages,2014__0__114__287__0__2,0.0018,0.008,0.008,0.0088,level_6
justice,2019-20,administration of justice__null__legal advisers and counsels__government advocate.__null__wages,2014__0__114__287__0__2,0,0.0088,0.0088,0.0088,level_6
justice,2020-21,administration of justice__null__legal advisers and counsels__government advocate.__null__wages,2014__0__114__287__0__2,0.009899999999999999,0.0088,0.0108,0.011000000000000001,level_6
justice,2021-22,administration of justice__null__legal advisers and counsels__government advocate.__null__wages,2014__0__114__287__0__2,0.0108,0.011000000000000001,0.011000000000000001,0.0121,level_6
justice,2022-23,administration of justice__null__legal advisers and counsels__government advocate.__null__wages,2014__0__114__287__0__2,0.0108,0.0121,0.0121,0.0216,level_6
justice,2018-19,administration of justice__null__legal advisers and counsels__legal remembrances__null__wages,2014__0__114__307__0__2,0.0075,0.008,0.008,0.011000000000000001,level_6
