budget_for,year,head_title,level_code,total_actuals,total_estimate_py,total_revised_py,total_estimate_cy,level_col
police,2018-19,police__null__district police__general security related expenditure__deployment of central and other police force__minor works,2055__0__109__3191__641__14,0,1.1,1.1,1.21,level_6
police,2019-20,police__null__district police__general security related expenditure__deployment of central and other police force__minor works,2055__0__109__3191__641__14,0,1.21,1.21,29.48,level_6
police,2020-21,police__null__district police__general security related expenditure__deployment of central and other police force__minor works,2055__0__109__3191__641__14,120.09,29.48,29.48,27.42,level_6
police,2021-22,police__null__district police__general security related expenditure__deployment of central and other police force__minor works,2055__0__109__3191__641__14,0,27.42,27.42,27,level_6
police,2018-19,police__null__district police__general security related expenditure__deployment of central and other police force__deployment etc,2055__0__109__3191__641__29,6975.74,24664.62,24664.62,18284,level_6
police,2019-20,police__null__district police__general security related expenditure__deployment of central and other police force__deployment etc,2055__0__109__3191__641__29,24181.81,18284,18284,12000,level_6
police,2020-21,police__null__district police__general security related expenditure__deployment of central and other police force__deployment etc,2055__0__109__3191__641__29,18284,12000,14006.39,8622.03,level_6
police,2021-22,police__null__district police__general security related expenditure__deployment of central and other police force__deployment etc,2055__0__109__3191__641__29,14006.38,8622.03,16298.13,11700,level_6
police,2018-19,police__null__village police__village police/village defence organisation__null__salaries,2055__0__110__474__0__1,797.15,1209.46,1389.9699999999998,1326.2,level_6
police,2019-20,police__null__village police__village police/village defence organisation__null__salaries,2055__0__110__474__0__1,773.34,1326.2,1328.4,1220.73,level_6
police,2020-21,police__null__village police__village police/village defence organisation__null__salaries,2055__0__110__474__0__1,764.16,1220.73,1226.23,860.6500000000001,level_6
police,2021-22,police__null__village police__village police/village defence organisation__null__salaries,2055__0__110__474__0__1,772.04,860.6500000000001,980.6500000000001,1144.3700000000001,level_6
police,2018-19,police__null__village police__village police/village defence organisation__null__office expenses,2055__0__110__474__0__4,6.18,11.97,11.97,9.92,level_6
police,2019-20,police__null__village police__village police/village defence organisation__null__office expenses,2055__0__110__474__0__4,0.72,9.92,9.92,4.88,level_6
police,2020-21,police__null__village police__village police/village defence organisation__null__office expenses,2055__0__110__474__0__4,1.88,4.88,4.88,4.55,level_6
police,2021-22,police__null__village police__village police/village defence organisation__null__office expenses,2055__0__110__474__0__4,2.59,4.55,4.55,6.45,level_6
police,2018-19,police__null__village police__village police/village defence organisation__null__purchase of motor vehicles,2055__0__110__474__0__16,0.08,4,4,0.1,level_6
police,2019-20,police__null__village police__village police/village defence organisation__null__purchase of motor vehicles,2055__0__110__474__0__16,0,0.1,0.1,200,level_6
police,2020-21,police__null__village police__village police/village defence organisation__null__purchase of motor vehicles,2055__0__110__474__0__16,0,200,200,186,level_6
police,2021-22,police__null__village police__village police/village defence organisation__null__purchase of motor vehicles,2055__0__110__474__0__16,195.39,186,186,0,level_6
police,2018-19,police__null__village police__village police/village defence organisation__fr. vd__other charges,2055__0__110__474__975__26,3261.15,4983.85,6773.14,6864.3,level_6
police,2019-20,police__null__village police__village police/village defence organisation__fr. vd__other charges,2055__0__110__474__975__26,3888.81,6864.3,6864.3,8000,level_6
police,2020-21,police__null__village police__village police/village defence organisation__fr. vd__other charges,2055__0__110__474__975__26,6557.79,8000,8108,6383.8,level_6
police,2021-22,police__null__village police__village police/village defence organisation__fr. vd__other charges,2055__0__110__474__975__26,6613.79,6383.8,7017.05,6300,level_6
police,2018-19,police__null__railway police__supervising staff__null__salaries,2055__0__111__475__0__1,418.35,544.1,644.6,888.5500000000001,level_6
police,2019-20,police__null__railway police__supervising staff__null__salaries,2055__0__111__475__0__1,510.17,888.5500000000001,990.5500000000001,1086.72,level_6
police,2020-21,police__null__railway police__supervising staff__null__salaries,2055__0__111__475__0__1,559.64,1086.72,1137.72,660.08,level_6
police,2021-22,police__null__railway police__supervising staff__null__salaries,2055__0__111__475__0__1,581.43,660.08,695.08,1110.48,level_6
police,2018-19,police__null__railway police__supervising staff__null__travel expenses,2055__0__111__475__0__3,4.42,4.3,4.3,4.73,level_6
police,2019-20,police__null__railway police__supervising staff__null__travel expenses,2055__0__111__475__0__3,4.3,4.73,4.73,4.74,level_6
police,2020-21,police__null__railway police__supervising staff__null__travel expenses,2055__0__111__475__0__3,2.52,4.74,4.74,4.41,level_6
police,2021-22,police__null__railway police__supervising staff__null__travel expenses,2055__0__111__475__0__3,1.86,4.41,4.41,2.7,level_6
police,2018-19,police__null__railway police__supervising staff__null__office expenses,2055__0__111__475__0__4,3.51,9.8,9.8,63.839999999999996,level_6
police,2019-20,police__null__railway police__supervising staff__null__office expenses,2055__0__111__475__0__4,5.37,63.839999999999996,86.64,92.42,level_6
police,2020-21,police__null__railway police__supervising staff__null__office expenses,2055__0__111__475__0__4,73.82,92.42,92.42,80.47,level_6
police,2021-22,police__null__railway police__supervising staff__null__office expenses,2055__0__111__475__0__4,66.05,80.47,90.47,63.41,level_6
police,2018-19,police__null__railway police__supervising staff__null__minor works,2055__0__111__475__0__14,0,4.51,4.51,4.96,level_6
police,2019-20,police__null__railway police__supervising staff__null__minor works,2055__0__111__475__0__14,3.99,4.96,4.96,5.45,level_6
police,2020-21,police__null__railway police__supervising staff__null__minor works,2055__0__111__475__0__14,0,5.45,5.45,5.07,level_6
police,2021-22,police__null__railway police__supervising staff__null__minor works,2055__0__111__475__0__14,0,5.07,5.07,4.5,level_6
police,2018-19,police__null__railway police__crime police__null__salaries,2055__0__111__476__0__1,1201.96,1341.2,1691.2,2152.12,level_6
police,2019-20,police__null__railway police__crime police__null__salaries,2055__0__111__476__0__1,1510.62,2152.12,2207.12,2204.33,level_6
police,2020-21,police__null__railway police__crime police__null__salaries,2055__0__111__476__0__1,1735.12,2204.33,2276.33,1989.11,level_6
police,2021-22,police__null__railway police__crime police__null__salaries,2055__0__111__476__0__1,1766.43,1989.11,2024.11,2369.28,level_6
police,2018-19,police__null__railway police__crime police__null__travel expenses,2055__0__111__476__0__3,11,18.15,18.15,19.96,level_6
police,2019-20,police__null__railway police__crime police__null__travel expenses,2055__0__111__476__0__3,7.35,19.96,19.96,19.96,level_6
police,2020-21,police__null__railway police__crime police__null__travel expenses,2055__0__111__476__0__3,5.94,19.96,19.96,18.56,level_6
police,2021-22,police__null__railway police__crime police__null__travel expenses,2055__0__111__476__0__3,4.95,18.56,18.56,4.5,level_6
police,2018-19,police__null__railway police__crime police__null__office expenses,2055__0__111__476__0__4,0.98,18.01,18.01,2,level_6
police,2019-20,police__null__railway police__crime police__null__office expenses,2055__0__111__476__0__4,1,2,2,1,level_6
police,2020-21,police__null__railway police__crime police__null__office expenses,2055__0__111__476__0__4,0,1,1,0.93,level_6
police,2021-22,police__null__railway police__crime police__null__office expenses,2055__0__111__476__0__4,0,0.93,0.93,2.25,level_6
police,2018-19,police__null__railway police__order police__null__salaries,2055__0__111__477__0__1,1117.84,1226.74,1612.74,1946.27,level_6
police,2019-20,police__null__railway police__order police__null__salaries,2055__0__111__477__0__1,1406.19,1946.27,2011.27,2052.22,level_6
police,2020-21,police__null__railway police__order police__null__salaries,2055__0__111__477__0__1,1551.53,2052.22,2123.22,1773.95,level_6
police,2021-22,police__null__railway police__order police__null__salaries,2055__0__111__477__0__1,1583.74,1773.95,1808.95,2152.32,level_6
police,2018-19,police__null__railway police__order police__null__travel expenses,2055__0__111__477__0__3,11.28,19.36,19.36,21.29,level_6
police,2019-20,police__null__railway police__order police__null__travel expenses,2055__0__111__477__0__3,6.4,21.29,21.29,21.29,level_6
police,2020-21,police__null__railway police__order police__null__travel expenses,2055__0__111__477__0__3,6.11,21.29,21.29,19.8,level_6
police,2021-22,police__null__railway police__order police__null__travel expenses,2055__0__111__477__0__3,4.64,19.8,19.8,4.5,level_6
police,2018-19,police__null__welfare of police personnel__police hospital__null__salaries,2055__0__113__478__0__1,398.84,524.54,748.54,864.69,level_6
police,2019-20,police__null__welfare of police personnel__police hospital__null__salaries,2055__0__113__478__0__1,459.48,864.69,872.69,902.86,level_6
police,2020-21,police__null__welfare of police personnel__police hospital__null__salaries,2055__0__113__478__0__1,570.39,902.86,1026.8600000000001,609.02,level_6
police,2021-22,police__null__welfare of police personnel__police hospital__null__salaries,2055__0__113__478__0__1,555.03,609.02,679.02,711.74,level_6
police,2018-19,police__null__welfare of police personnel__police hospital__null__travel expenses,2055__0__113__478__0__3,0.77,7.1,7.1,7.81,level_6
police,2019-20,police__null__welfare of police personnel__police hospital__null__travel expenses,2055__0__113__478__0__3,0.91,7.81,7.81,7.81,level_6
police,2020-21,police__null__welfare of police personnel__police hospital__null__travel expenses,2055__0__113__478__0__3,0.9,7.81,7.81,7.26,level_6
police,2021-22,police__null__welfare of police personnel__police hospital__null__travel expenses,2055__0__113__478__0__3,0.3,7.26,7.26,0.9,level_6
police,2018-19,police__null__welfare of police personnel__police hospital__null__office expenses,2055__0__113__478__0__4,0.2,8.9,8.9,5,level_6
police,2019-20,police__null__welfare of police personnel__police hospital__null__office expenses,2055__0__113__478__0__4,0,5,5,1,level_6
police,2020-21,police__null__welfare of police personnel__police hospital__null__office expenses,2055__0__113__478__0__4,0,1,1,0.93,level_6
police,2021-22,police__null__welfare of police personnel__police hospital__null__office expenses,2055__0__113__478__0__4,0,0.93,0.93,0.45,level_6
police,2018-19,police__null__wireless and computers__wireless and computer__null__salaries,2055__0__114__480__0__1,12680.59,15680.93,18734.93,18513.82,level_6
police,2019-20,police__null__wireless and computers__wireless and computer__null__salaries,2055__0__114__480__0__1,15389.9,18513.82,18775.82,23631.67,level_6
police,2020-21,police__null__wireless and computers__wireless and computer__null__salaries,2055__0__114__480__0__1,17599.44,23631.67,23942.17,19670.12,level_6
police,2021-22,police__null__wireless and computers__wireless and computer__null__salaries,2055__0__114__480__0__1,17502,19670.12,20270.12,25838.19,level_6
police,2018-19,police__null__wireless and computers__wireless and computer__null__travel expenses,2055__0__114__480__0__3,25.1,30,30,33,level_6
police,2019-20,police__null__wireless and computers__wireless and computer__null__travel expenses,2055__0__114__480__0__3,29.9,33,33,36,level_6
police,2020-21,police__null__wireless and computers__wireless and computer__null__travel expenses,2055__0__114__480__0__3,32.99,36,36,33.48,level_6
police,2021-22,police__null__wireless and computers__wireless and computer__null__travel expenses,2055__0__114__480__0__3,31,33.48,33.48,54,level_6
police,2018-19,police__null__wireless and computers__wireless and computer__null__office expenses,2055__0__114__480__0__4,82.78,122.35,122.35,181.67000000000002,level_6
police,2019-20,police__null__wireless and computers__wireless and computer__null__office expenses,2055__0__114__480__0__4,35.88,181.67000000000002,243.01,288.83,level_6
police,2020-21,police__null__wireless and computers__wireless and computer__null__office expenses,2055__0__114__480__0__4,212.93,288.83,357.56,468.08,level_6
police,2021-22,police__null__wireless and computers__wireless and computer__null__office expenses,2055__0__114__480__0__4,184.46,468.08,508.46000000000004,314.54,level_6
police,2018-19,police__null__wireless and computers__wireless and computer__null__minor works,2055__0__114__480__0__14,2.97,7,7,7.7,level_6
police,2019-20,police__null__wireless and computers__wireless and computer__null__minor works,2055__0__114__480__0__14,3.31,7.7,7.7,21,level_6
police,2020-21,police__null__wireless and computers__wireless and computer__null__minor works,2055__0__114__480__0__14,6.6,21,21,102.3,level_6
police,2021-22,police__null__wireless and computers__wireless and computer__null__minor works,2055__0__114__480__0__14,1.76,102.3,102.3,45,level_6
police,2018-19,police__null__other expenditure__relief operation in connection with disturbances__raising of new battalion__salaries,2055__0__800__482__924__1,10966.62,14143.630000000001,18271.63,18048.55,level_6
police,2019-20,police__null__other expenditure__relief operation in connection with disturbances__raising of new battalion__salaries,2055__0__800__482__924__1,13274.12,18048.55,18060.55,20962.73,level_6
police,2020-21,police__null__other expenditure__relief operation in connection with disturbances__raising of new battalion__salaries,2055__0__800__482__924__1,14593.9,20962.73,20962.73,17639.399999999998,level_6
police,2021-22,police__null__other expenditure__relief operation in connection with disturbances__raising of new battalion__salaries,2055__0__800__482__924__1,15745.47,17639.399999999998,18189.399999999998,16770.01,level_6
police,2018-19,police__null__other expenditure__relief operation in connection with disturbances__raising of new battalion__travel expenses,2055__0__800__482__924__3,77.73,62.82,62.82,69.1,level_6
police,2019-20,police__null__other expenditure__relief operation in connection with disturbances__raising of new battalion__travel expenses,2055__0__800__482__924__3,70.62,69.1,69.1,69.1,level_6
police,2020-21,police__null__other expenditure__relief operation in connection with disturbances__raising of new battalion__travel expenses,2055__0__800__482__924__3,62.97,69.1,69.1,64.26,level_6
police,2021-22,police__null__other expenditure__relief operation in connection with disturbances__raising of new battalion__travel expenses,2055__0__800__482__924__3,69.06,64.26,104.26,72,level_6
police,2018-19,police__null__other expenditure__relief operation in connection with disturbances__raising of new battalion__office expenses,2055__0__800__482__924__4,77.54,125.5,125.5,238.62,level_6
police,2019-20,police__null__other expenditure__relief operation in connection with disturbances__raising of new battalion__office expenses,2055__0__800__482__924__4,116.19,238.62,271.82,282.08,level_6
police,2020-21,police__null__other expenditure__relief operation in connection with disturbances__raising of new battalion__office expenses,2055__0__800__482__924__4,211.11,282.08,382.08,457.04,level_6
police,2021-22,police__null__other expenditure__relief operation in connection with disturbances__raising of new battalion__office expenses,2055__0__800__482__924__4,239.44,457.04,459.04,258.15,level_6
police,2018-19,police__null__other expenditure__relief operation in connection with disturbances__raising of new battalion__minor works,2055__0__800__482__924__14,0,4,4,4.4,level_6
police,2019-20,police__null__other expenditure__relief operation in connection with disturbances__raising of new battalion__minor works,2055__0__800__482__924__14,8.45,4.4,4.4,133.1,level_6
police,2020-21,police__null__other expenditure__relief operation in connection with disturbances__raising of new battalion__minor works,2055__0__800__482__924__14,103.03,133.1,133.1,97.5,level_6
police,2021-22,police__null__other expenditure__relief operation in connection with disturbances__raising of new battalion__minor works,2055__0__800__482__924__14,39.74,97.5,97.5,40.5,level_6
police,2018-19,police__null__other expenditure__relief operation in connection with disturbances__operation against militant raising of assam commando battalion at mandakata__salaries,2055__0__800__482__934__1,2884.52,4644.1500000000005,5475.45,5511.7,level_6
police,2019-20,police__null__other expenditure__relief operation in connection with disturbances__operation against militant raising of assam commando battalion at mandakata__salaries,2055__0__800__482__934__1,3987.83,5511.7,5748.2,5654.45,level_6
police,2020-21,police__null__other expenditure__relief operation in connection with disturbances__operation against militant raising of assam commando battalion at mandakata__salaries,2055__0__800__482__934__1,4205.15,5654.45,6278.05,5023.84,level_6
police,2021-22,police__null__other expenditure__relief operation in connection with disturbances__operation against militant raising of assam commando battalion at mandakata__salaries,2055__0__800__482__934__1,4440.17,5023.84,5233.84,5762.51,level_6
police,2018-19,police__null__other expenditure__relief operation in connection with disturbances__operation against militant raising of assam commando battalion at mandakata__travel expenses,2055__0__800__482__934__3,19.69,15,15,16.5,level_6
police,2019-20,police__null__other expenditure__relief operation in connection with disturbances__operation against militant raising of assam commando battalion at mandakata__travel expenses,2055__0__800__482__934__3,15,16.5,16.5,18.15,level_6
police,2020-21,police__null__other expenditure__relief operation in connection with disturbances__operation against militant raising of assam commando battalion at mandakata__travel expenses,2055__0__800__482__934__3,16.29,18.15,18.15,16.88,level_6
police,2021-22,police__null__other expenditure__relief operation in connection with disturbances__operation against militant raising of assam commando battalion at mandakata__travel expenses,2055__0__800__482__934__3,16.5,16.88,16.88,9,level_6
police,2018-19,police__null__other expenditure__relief operation in connection with disturbances__operation against militant raising of assam commando battalion at mandakata__office expenses,2055__0__800__482__934__4,24.19,18.6,18.6,63.42,level_6
police,2019-20,police__null__other expenditure__relief operation in connection with disturbances__operation against militant raising of assam commando battalion at mandakata__office expenses,2055__0__800__482__934__4,14.18,63.42,99.42,99.83,level_6
police,2020-21,police__null__other expenditure__relief operation in connection with disturbances__operation against militant raising of assam commando battalion at mandakata__office expenses,2055__0__800__482__934__4,80.17,99.83,103.83,87.51,level_6
police,2021-22,police__null__other expenditure__relief operation in connection with disturbances__operation against militant raising of assam commando battalion at mandakata__office expenses,2055__0__800__482__934__4,70.61,87.51,99.51,115.26,level_6
police,2018-19,police__null__other expenditure__relief operation in connection with disturbances__operation against militant raising of assam commando battalion at mandakata__minor works,2055__0__800__482__934__14,0,15,15,16.5,level_6
police,2019-20,police__null__other expenditure__relief operation in connection with disturbances__operation against militant raising of assam commando battalion at mandakata__minor works,2055__0__800__482__934__14,5.95,16.5,16.5,45.59,level_6
police,2020-21,police__null__other expenditure__relief operation in connection with disturbances__operation against militant raising of assam commando battalion at mandakata__minor works,2055__0__800__482__934__14,12.96,45.59,45.59,23.25,level_6
police,2021-22,police__null__other expenditure__relief operation in connection with disturbances__operation against militant raising of assam commando battalion at mandakata__minor works,2055__0__800__482__934__14,8.63,23.25,23.25,9.72,level_6
police,2018-19,police__null__other expenditure__relief operation in connection with disturbances__battalion for ongc (reimbursable from ongc)__salaries,2055__0__800__482__935__1,3015.66,3331.92,3644.42,4846.66,level_6
police,2019-20,police__null__other expenditure__relief operation in connection with disturbances__battalion for ongc (reimbursable from ongc)__salaries,2055__0__800__482__935__1,3618.11,4846.66,4872.66,4792.58,level_6
police,2020-21,police__null__other expenditure__relief operation in connection with disturbances__battalion for ongc (reimbursable from ongc)__salaries,2055__0__800__482__935__1,4139.99,4792.58,4942.58,4952.07,level_6
police,2021-22,police__null__other expenditure__relief operation in connection with disturbances__battalion for ongc (reimbursable from ongc)__salaries,2055__0__800__482__935__1,4416.48,4952.07,4962.07,4989.83,level_6
police,2018-19,police__null__other expenditure__relief operation in connection with disturbances__battalion for ongc (reimbursable from ongc)__travel expenses,2055__0__800__482__935__3,9.08,28.8,28.8,31.68,level_6
police,2019-20,police__null__other expenditure__relief operation in connection with disturbances__battalion for ongc (reimbursable from ongc)__travel expenses,2055__0__800__482__935__3,12.4,31.68,31.68,34.85,level_6
police,2020-21,police__null__other expenditure__relief operation in connection with disturbances__battalion for ongc (reimbursable from ongc)__travel expenses,2055__0__800__482__935__3,19.8,34.85,34.85,32.41,level_6
police,2021-22,police__null__other expenditure__relief operation in connection with disturbances__battalion for ongc (reimbursable from ongc)__travel expenses,2055__0__800__482__935__3,25.5,32.41,32.41,27,level_6
police,2018-19,police__null__other expenditure__relief operation in connection with disturbances__battalion for ongc (reimbursable from ongc)__office expenses,2055__0__800__482__935__4,3.99,14.86,14.86,72.11,level_6
police,2019-20,police__null__other expenditure__relief operation in connection with disturbances__battalion for ongc (reimbursable from ongc)__office expenses,2055__0__800__482__935__4,3.85,72.11,72.11,69.47,level_6
police,2020-21,police__null__other expenditure__relief operation in connection with disturbances__battalion for ongc (reimbursable from ongc)__office expenses,2055__0__800__482__935__4,19.41,69.47,74.47,65.06,level_6
police,2021-22,police__null__other expenditure__relief operation in connection with disturbances__battalion for ongc (reimbursable from ongc)__office expenses,2055__0__800__482__935__4,40.08,65.06,68.06,36.24,level_6
police,2018-19,police__null__other expenditure__relief operation in connection with disturbances__battalion for ongc (reimbursable from ongc)__minor works,2055__0__800__482__935__14,0,2.2,2.2,2.42,level_6
police,2019-20,police__null__other expenditure__relief operation in connection with disturbances__battalion for ongc (reimbursable from ongc)__minor works,2055__0__800__482__935__14,0,2.42,2.42,22.23,level_6
police,2020-21,police__null__other expenditure__relief operation in connection with disturbances__battalion for ongc (reimbursable from ongc)__minor works,2055__0__800__482__935__14,19.57,22.23,22.23,11.770000000000001,level_6
police,2021-22,police__null__other expenditure__relief operation in connection with disturbances__battalion for ongc (reimbursable from ongc)__minor works,2055__0__800__482__935__14,0,11.770000000000001,11.770000000000001,5.4,level_6
police,2018-19,police__null__other expenditure__new indian reserve battalions__null__salaries,2055__0__800__483__0__1,23056.45,53293.48,56394.48,41088.89,level_6
police,2019-20,police__null__other expenditure__new indian reserve battalions__null__salaries,2055__0__800__483__0__1,29164.51,41088.89,41288.89,49891.52,level_6
police,2020-21,police__null__other expenditure__new indian reserve battalions__null__salaries,2055__0__800__483__0__1,31802.08,49891.52,49981.52,41049.94,level_6
police,2021-22,police__null__other expenditure__new indian reserve battalions__null__salaries,2055__0__800__483__0__1,36238.55,41049.94,41149.94,40639.44,level_6
police,2018-19,police__null__other expenditure__new indian reserve battalions__null__office expenses,2055__0__800__483__0__4,183.47,293.42,293.42,700.6899999999999,level_6
police,2019-20,police__null__other expenditure__new indian reserve battalions__null__office expenses,2055__0__800__483__0__4,257.84,700.6899999999999,808.69,849.77,level_6
police,2020-21,police__null__other expenditure__new indian reserve battalions__null__office expenses,2055__0__800__483__0__4,689.66,849.77,984.77,911.88,level_6
police,2021-22,police__null__other expenditure__new indian reserve battalions__null__office expenses,2055__0__800__483__0__4,680.33,911.88,921.88,566.39,level_6
police,2018-19,police__null__other expenditure__new indian reserve battalions__null__minor works,2055__0__800__483__0__14,2,8,8,8.8,level_6
police,2019-20,police__null__other expenditure__new indian reserve battalions__null__minor works,2055__0__800__483__0__14,4.96,8.8,8.8,50,level_6
police,2020-21,police__null__other expenditure__new indian reserve battalions__null__minor works,2055__0__800__483__0__14,6.35,50,225,204.6,level_6
police,2021-22,police__null__other expenditure__new indian reserve battalions__null__minor works,2055__0__800__483__0__14,54.18,204.6,204.6,184.14,level_6
police,2018-19,police__null__other expenditure__special task force__null__salaries,2055__0__800__484__0__1,325.81,496.22,497.22,548.55,level_6
police,2019-20,police__null__other expenditure__special task force__null__salaries,2055__0__800__484__0__1,439.68,548.55,587.55,663.67,level_6
police,2020-21,police__null__other expenditure__special task force__null__salaries,2055__0__800__484__0__1,449.58,663.67,722.77,482.93,level_6
police,2021-22,police__null__other expenditure__special task force__null__salaries,2055__0__800__484__0__1,417.7,482.93,506.93,565.12,level_6
police,2018-19,police__null__other expenditure__special task force__null__travel expenses,2055__0__800__484__0__3,7.69,8,8,8.8,level_6
police,2019-20,police__null__other expenditure__special task force__null__travel expenses,2055__0__800__484__0__3,8,8.8,8.8,9.68,level_6
police,2020-21,police__null__other expenditure__special task force__null__travel expenses,2055__0__800__484__0__3,3.81,9.68,9.68,9,level_6
police,2021-22,police__null__other expenditure__special task force__null__travel expenses,2055__0__800__484__0__3,2,9,9,3.6,level_6
police,2018-19,police__null__other expenditure__special task force__null__office expenses,2055__0__800__484__0__4,5.22,11.1,11.1,30,level_6
police,2019-20,police__null__other expenditure__special task force__null__office expenses,2055__0__800__484__0__4,6.09,30,30,26.24,level_6
police,2020-21,police__null__other expenditure__special task force__null__office expenses,2055__0__800__484__0__4,20.78,26.24,26.24,38.38,level_6
police,2021-22,police__null__other expenditure__special task force__null__office expenses,2055__0__800__484__0__4,10.93,38.38,43.38,27.71,level_6
police,2018-19,police__null__other expenditure__special task force__null__secret service expenditure,2055__0__800__484__0__12,9.6,14,14,15.4,level_6
police,2019-20,police__null__other expenditure__special task force__null__secret service expenditure,2055__0__800__484__0__12,14,15.4,15.4,16.94,level_6
police,2020-21,police__null__other expenditure__special task force__null__secret service expenditure,2055__0__800__484__0__12,15.4,16.94,16.94,15.75,level_6
police,2021-22,police__null__other expenditure__special task force__null__secret service expenditure,2055__0__800__484__0__12,16.94,15.75,15.75,14.18,level_6
police,2018-19,police__null__other expenditure__special task force__null__minor works,2055__0__800__484__0__14,0,2.2,2.2,2.42,level_6
police,2019-20,police__null__other expenditure__special task force__null__minor works,2055__0__800__484__0__14,1.2,2.42,2.42,2.42,level_6
police,2020-21,police__null__other expenditure__special task force__null__minor works,2055__0__800__484__0__14,0,2.42,2.42,2.25,level_6
police,2021-22,police__null__other expenditure__special task force__null__minor works,2055__0__800__484__0__14,0,2.25,2.25,1.8,level_6
police,2018-19,police__null__education and training__training of ips probationers__null__salaries,2055__0__3__438__0__1,0,216.2,216.2,80,level_6
police,2019-20,police__null__education and training__training of ips probationers__null__salaries,2055__0__3__438__0__1,103.38,80,112.81,40,level_6
police,2020-21,police__null__education and training__training of ips probationers__null__salaries,2055__0__3__438__0__1,80,40,40,18.6,level_6
police,2021-22,police__null__education and training__training of ips probationers__null__salaries,2055__0__3__438__0__1,0,18.6,32.81,15.53,level_6
police,2018-19,police__null__education and training__assam police academy (training)__null__minor works,2055__0__3__440__0__14,0,6.05,6.05,6.66,level_6
police,2019-20,police__null__education and training__assam police academy (training)__null__minor works,2055__0__3__440__0__14,0,6.66,6.66,6.66,level_6
police,2020-21,police__null__education and training__assam police academy (training)__null__minor works,2055__0__3__440__0__14,0,6.66,6.66,6.19,level_6
police,2021-22,police__null__education and training__assam police academy (training)__null__minor works,2055__0__3__440__0__14,0,6.19,6.19,0.9,level_6
police,2018-19,police__null__criminal investigation and vigilance__narcotic cell__null__purchase of motor vehicles,2055__0__101__4462__0__16,0,6,6,0,level_6
police,2019-20,police__null__criminal investigation and vigilance__narcotic cell__null__purchase of motor vehicles,2055__0__101__4462__0__16,0,0,0,25.6,level_6
police,2020-21,police__null__criminal investigation and vigilance__narcotic cell__null__purchase of motor vehicles,2055__0__101__4462__0__16,0,25.6,25.6,39.78,level_6
police,2021-22,police__null__criminal investigation and vigilance__narcotic cell__null__purchase of motor vehicles,2055__0__101__4462__0__16,0,39.78,39.78,18.67,level_6
police,2018-19,police__null__district police__police guard for supply check gates__null__salaries,2055__0__109__473__0__1,16.94,23.77,23.77,39.91,level_6
police,2019-20,police__null__district police__police guard for supply check gates__null__salaries,2055__0__109__473__0__1,24,39.91,42.71,34.39,level_6
police,2020-21,police__null__district police__police guard for supply check gates__null__salaries,2055__0__109__473__0__1,26.32,34.39,36.99,32.9,level_6
police,2021-22,police__null__district police__police guard for supply check gates__null__salaries,2055__0__109__473__0__1,28.97,32.9,37.9,37.52,level_6
police,2018-19,police__null__other expenditure__new indian reserve battalions__null__travel expenses,2055__0__800__483__0__3,66.31,66,66,73.6,level_6
police,2019-20,police__null__other expenditure__new indian reserve battalions__null__travel expenses,2055__0__800__483__0__3,204.66,73.6,73.6,79.86,level_6
police,2020-21,police__null__other expenditure__new indian reserve battalions__null__travel expenses,2055__0__800__483__0__3,133.4,79.86,79.86,74.27,level_6
police,2021-22,police__null__other expenditure__new indian reserve battalions__null__travel expenses,2055__0__800__483__0__3,78.79,74.27,114.27,117,level_6
police,2018-19,police__null__criminal investigation and vigilance__special branch__null__travel expenses,2055__0__101__443__0__3,290.68,356.96,356.96,392.66,level_6
police,2019-20,police__null__criminal investigation and vigilance__special branch__null__travel expenses,2055__0__101__443__0__3,356.8,392.66,392.66,430,level_6
police,2020-21,police__null__criminal investigation and vigilance__special branch__null__travel expenses,2055__0__101__443__0__3,547.31,430,430,399.9,level_6
police,2021-22,police__null__criminal investigation and vigilance__special branch__null__travel expenses,2055__0__101__443__0__3,177.38,399.9,399.9,180,level_6
police,2018-19,police__null__direction and administration__head quarters establishment__null__other charges,2055__0__1__172__0__26,17.52,123,158,422,level_6
police,2019-20,police__null__direction and administration__head quarters establishment__null__other charges,2055__0__1__172__0__26,26.8,422,1527.39,522,level_6
police,2020-21,police__null__direction and administration__head quarters establishment__null__other charges,2055__0__1__172__0__26,81.02,522,522,958.37,level_6
police,2021-22,police__null__direction and administration__head quarters establishment__null__other charges,2055__0__1__172__0__26,193.98,958.37,958.37,18,level_6
police,2018-19,police__null__criminal investigation and vigilance__special branch__null__other charges,2055__0__101__443__0__26,5,16.02,16.02,6.619999999999999,level_6
police,2019-20,police__null__criminal investigation and vigilance__special branch__null__other charges,2055__0__101__443__0__26,0,6.619999999999999,6.619999999999999,8.21,level_6
police,2020-21,police__null__criminal investigation and vigilance__special branch__null__other charges,2055__0__101__443__0__26,6.6,8.21,8.21,10.24,level_6
police,2021-22,police__null__criminal investigation and vigilance__special branch__null__other charges,2055__0__101__443__0__26,0,10.24,10.24,7.2,level_6
police,2018-19,police__null__criminal investigation and vigilance__special branch__null__office expenses,2055__0__101__443__0__4,186.68,310,310,890.66,level_6
police,2019-20,police__null__criminal investigation and vigilance__special branch__null__office expenses,2055__0__101__443__0__4,176.46,890.66,959.86,1458.02,level_6
police,2020-21,police__null__criminal investigation and vigilance__special branch__null__office expenses,2055__0__101__443__0__4,839.86,1458.02,1458.02,1355.05,level_6
