budget_for,year,head_title,level_code,total_actuals,total_estimate_py,total_revised_py,total_estimate_cy,level_col
justice,2018-19,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4059__1__101__1483,0,3500,3500,2500,level_4
justice,2019-20,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4059__1__101__1483,2067.61,2500,2500,2500,level_4
justice,2020-21,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4059__1__101__1483,2500.26,2500,2500,0,level_4
justice,2021-22,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4059__1__101__1483,2428.98,0,0,0,level_4
justice,2018-19,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice,4216__1__700__1501,0,2200,2200,1200,level_4
justice,2019-20,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice,4216__1__700__1501,63.19,1200,1200,1200,level_4
justice,2020-21,capital outlay on housing__government residential buildings__other housing programme__administration of justice,4216__1__700__1501,210.62,1200,1200,985.5,level_4
justice,2021-22,capital outlay on housing__government residential buildings__other housing programme__administration of justice,4216__1__700__1501,521.1899999999999,985.5,985.5,873.18,level_4
justice,2018-19,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4216__1__106__1501,0,1000,1000,1600,level_4
justice,2019-20,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4216__1__106__1501,658.87,1600,1600,2300,level_4
justice,2020-21,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4216__1__106__1501,1606.68,2300,2300,2185,level_4
justice,2021-22,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4216__1__106__1501,1557.15,2185,2185,1540,level_4
justice,2018-19,administration of justice__null__high courts__establishment__null,2014__0__102__152__0,4901.59,5062.9888200000005,5345.9888200000005,4841.87,level_5
justice,2019-20,administration of justice__null__high courts__establishment__null,2014__0__102__152__0,4853.4400000000005,4841.87,5606.87,6135.06,level_5
justice,2020-21,administration of justice__null__high courts__establishment__null,2014__0__102__152__0,5340.89,6135.06,6385.06,6833.37,level_5
justice,2021-22,administration of justice__null__high courts__establishment__null,2014__0__102__152__0,5906.0999999999995,6833.37,6833.37,7030.69,level_5
justice,2018-19,administration of justice__null__high courts__judges__null,2014__0__102__304__0,334.81,900.32,900.32,1150,level_5
justice,2019-20,administration of justice__null__high courts__judges__null,2014__0__102__304__0,573.04,1150,1150,1248,level_5
justice,2020-21,administration of justice__null__high courts__judges__null,2014__0__102__304__0,691.0699999999999,1248,1248,1090.79,level_5
justice,2021-22,administration of justice__null__high courts__judges__null,2014__0__102__304__0,812.55,1090.79,1090.79,1413.45,level_5
justice,2018-19,administration of justice__null__civil and session courts__null__null,2014__0__105__0__0,7784.61,12779.4877,13134.4877,15015.2752,level_5
justice,2019-20,administration of justice__null__civil and session courts__null__null,2014__0__105__0__0,9915.33,15015.2752,15388.2752,15706.74,level_5
justice,2020-21,administration of justice__null__civil and session courts__null__null,2014__0__105__0__0,12588.1,15706.74,17060.39,15493.4,level_5
justice,2021-22,administration of justice__null__civil and session courts__null__null,2014__0__105__0__0,13293.06,15493.4,16128.4,17509.5,level_5
justice,2018-19,administration of justice__null__criminal courts__null__null,2014__0__108__0__0,5593.33,8882.93032,9224.93032,9527.4756,level_5
justice,2019-20,administration of justice__null__criminal courts__null__null,2014__0__108__0__0,6716.65,9527.4756,9672.4756,10123.11,level_5
justice,2020-21,administration of justice__null__criminal courts__null__null,2014__0__108__0__0,8070.87,10123.11,10504.01,10437.82,level_5
justice,2021-22,administration of justice__null__criminal courts__null__null,2014__0__108__0__0,8798.699999999999,10437.82,10752.82,17587.16,level_5
justice,2018-19,administration of justice__null__civil and session courts__upgradation of standard of administration-14th finance commission__null,2014__0__105__6864__0,0,4473.62,4473.62,5305.12,level_5
justice,2019-20,administration of justice__null__civil and session courts__upgradation of standard of administration-14th finance commission__null,2014__0__105__6864__0,189.56,5305.12,5305.12,0,level_5
justice,2020-21,administration of justice__null__civil and session courts__upgradation of standard of administration-14th finance commission__null,2014__0__105__6864__0,546.39,0,293.12,1720.5,level_5
justice,2021-22,administration of justice__null__civil and session courts__upgradation of standard of administration-14th finance commission__null,2014__0__105__6864__0,266.21,1720.5,1720.5,0,level_5
justice,2018-19,administration of justice__null__legal advisers and counsels__government pleader__null,2014__0__114__168__0,145.24,549.4,549.4,602.37,level_5
justice,2019-20,administration of justice__null__legal advisers and counsels__government pleader__null,2014__0__114__168__0,193.35,602.37,603.37,617.51,level_5
justice,2020-21,administration of justice__null__legal advisers and counsels__government pleader__null,2014__0__114__168__0,179.32000000000002,617.51,645.51,423.40999999999997,level_5
justice,2021-22,administration of justice__null__legal advisers and counsels__government pleader__null,2014__0__114__168__0,208.61999999999998,423.40999999999997,423.40999999999997,381.74,level_5
justice,2018-19,administration of justice__null__legal advisers and counsels__public prosecutor.__null,2014__0__114__219__0,826.15,2211.21,2211.21,2425.5,level_5
justice,2019-20,administration of justice__null__legal advisers and counsels__public prosecutor.__null,2014__0__114__219__0,1550.75,2425.5,2428.5,2570.75,level_5
justice,2020-21,administration of justice__null__legal advisers and counsels__public prosecutor.__null,2014__0__114__219__0,1509.9599999999998,2570.75,2700.75,2594.11,level_5
justice,2021-22,administration of justice__null__legal advisers and counsels__public prosecutor.__null,2014__0__114__219__0,1986.1100000000001,2594.11,2594.11,2045.58,level_5
justice,2018-19,administration of justice__null__legal advisers and counsels__government advocate.__null,2014__0__114__287__0,465.36,1116.8,1116.8,1021.58,level_5
justice,2019-20,administration of justice__null__legal advisers and counsels__government advocate.__null,2014__0__114__287__0,535.08,1021.58,1021.58,1129.48,level_5
justice,2020-21,administration of justice__null__legal advisers and counsels__government advocate.__null,2014__0__114__287__0,668.91,1129.48,1129.68,1081.54,level_5
justice,2021-22,administration of justice__null__legal advisers and counsels__government advocate.__null,2014__0__114__287__0,628.75,1081.54,1095.54,1131.1,level_5
justice,2018-19,administration of justice__null__legal advisers and counsels__advocate general__null,2014__0__114__306__0,129.44,237.9,255.4,230.1,level_5
justice,2019-20,administration of justice__null__legal advisers and counsels__advocate general__null,2014__0__114__306__0,212.77,230.1,245.24,273.31,level_5
justice,2020-21,administration of justice__null__legal advisers and counsels__advocate general__null,2014__0__114__306__0,153.81,273.31,308.06,161.05,level_5
justice,2021-22,administration of justice__null__legal advisers and counsels__advocate general__null,2014__0__114__306__0,216.04999999999998,161.05,251.05,251.53,level_5
justice,2018-19,administration of justice__null__legal advisers and counsels__legal remembrances__null,2014__0__114__307__0,35.45,50.75,54.75,65.1,level_5
justice,2019-20,administration of justice__null__legal advisers and counsels__legal remembrances__null,2014__0__114__307__0,39.42,65.1,70.79,67.23,level_5
justice,2020-21,administration of justice__null__legal advisers and counsels__legal remembrances__null,2014__0__114__307__0,65.01,67.23,67.23,67.07000000000001,level_5
justice,2021-22,administration of justice__null__legal advisers and counsels__legal remembrances__null,2014__0__114__307__0,51.32,67.07000000000001,67.22,116.59,level_5
justice,2018-19,administration of justice__null__legal advisers and counsels__counsel for supreme court__null,2014__0__114__308__0,169.65,408.9,408.9,449.4,level_5
justice,2019-20,administration of justice__null__legal advisers and counsels__counsel for supreme court__null,2014__0__114__308__0,250.43,449.4,449.4,489.95,level_5
justice,2020-21,administration of justice__null__legal advisers and counsels__counsel for supreme court__null,2014__0__114__308__0,190,489.95,489.95,474.49,level_5
justice,2021-22,administration of justice__null__legal advisers and counsels__counsel for supreme court__null,2014__0__114__308__0,269.65,474.49,474.49,372.65,level_5
justice,2018-19,administration of justice__null__other expenditure__law research institute eastern region__null,2014__0__800__313__0,31.57,67.79,67.79,67.53,level_5
justice,2019-20,administration of justice__null__other expenditure__law research institute eastern region__null,2014__0__800__313__0,38.51,67.53,67.53,73.21,level_5
justice,2020-21,administration of justice__null__other expenditure__law research institute eastern region__null,2014__0__800__313__0,45.36,73.21,73.21,50.11,level_5
justice,2021-22,administration of justice__null__other expenditure__law research institute eastern region__null,2014__0__800__313__0,44.760000000000005,50.11,50.11,78.61,level_5
justice,2018-19,"administration of justice__null__legal advisers and counsels__the national law school and judicial academy, assam__null",2014__0__114__2921__0,0,650,650,850,level_5
justice,2019-20,"administration of justice__null__legal advisers and counsels__the national law school and judicial academy, assam__null",2014__0__114__2921__0,1450,850,850,905,level_5
justice,2020-21,"administration of justice__null__legal advisers and counsels__the national law school and judicial academy, assam__null",2014__0__114__2921__0,850,905,905,981.15,level_5
justice,2021-22,"administration of justice__null__legal advisers and counsels__the national law school and judicial academy, assam__null",2014__0__114__2921__0,905,981.15,981.15,883.04,level_5
justice,2018-19,"administration of justice__null__other expenditure__judicial academy, assam__null",2014__0__800__4709__0,53.7,99.82,99.82,195.7,level_5
justice,2019-20,"administration of justice__null__other expenditure__judicial academy, assam__null",2014__0__800__4709__0,69.87,195.7,195.7,206.5,level_5
justice,2020-21,"administration of justice__null__other expenditure__judicial academy, assam__null",2014__0__800__4709__0,195.7,206.5,206.5,211.77,level_5
justice,2021-22,"administration of justice__null__other expenditure__judicial academy, assam__null",2014__0__800__4709__0,206.5,211.77,211.77,190.6,level_5
justice,2018-19,administration of justice__null__legal advisers and counsels__other lawyers__null,2014__0__114__203__0,0,2.5,2.5,2.75,level_5
justice,2019-20,administration of justice__null__legal advisers and counsels__other lawyers__null,2014__0__114__203__0,0,2.75,2.75,2.8,level_5
justice,2020-21,administration of justice__null__legal advisers and counsels__other lawyers__null,2014__0__114__203__0,0.2,2.8,2.8,2.7,level_5
justice,2021-22,administration of justice__null__legal advisers and counsels__other lawyers__null,2014__0__114__203__0,0,2.7,2.7,2.43,level_5
justice,2018-19,"administration of justice__null__other expenditure__judicial academy, assam__capacity building",2014__0__800__4709__47,0,228.6,228.6,228.6,level_5
justice,2019-20,"administration of justice__null__other expenditure__judicial academy, assam__capacity building",2014__0__800__4709__47,96.42,228.6,228.6,228.6,level_5
justice,2020-21,"administration of justice__null__other expenditure__judicial academy, assam__capacity building",2014__0__800__4709__47,228.6,228.6,228.6,0,level_5
justice,2021-22,"administration of justice__null__other expenditure__judicial academy, assam__capacity building",2014__0__800__4709__47,228.6,0,0,0,level_5
justice,2018-19,administration of justice__null__other expenditure__legal aid to the poor__null,2014__0__800__185__0,575.5899999999999,1077.30355,1095.82355,1114.5095000000001,level_5
justice,2019-20,administration of justice__null__other expenditure__legal aid to the poor__null,2014__0__800__185__0,653.72,1114.5095000000001,1114.5095000000001,1238.1799999999998,level_5
justice,2020-21,administration of justice__null__other expenditure__legal aid to the poor__null,2014__0__800__185__0,803.9,1238.1799999999998,1587.6299999999999,1300.65,level_5
justice,2021-22,administration of justice__null__other expenditure__legal aid to the poor__null,2014__0__800__185__0,926.95,1300.65,1677.71,1684.97,level_5
justice,2018-19,administration of justice__null__other expenditure__law commission__null,2014__0__800__311__0,20.93,35.88,37.38,32.23,level_5
justice,2019-20,administration of justice__null__other expenditure__law commission__null,2014__0__800__311__0,11.59,32.23,32.23,31.17,level_5
justice,2020-21,administration of justice__null__other expenditure__law commission__null,2014__0__800__311__0,9.18,31.17,32.17,28.27,level_5
justice,2021-22,administration of justice__null__other expenditure__law commission__null,2014__0__800__311__0,11.17,28.27,34.67,31.5,level_5
justice,2018-19,administration of justice__null__other expenditure__translation of central laws__null,2014__0__800__312__0,65.99,158.71,158.79797,103.86,level_5
justice,2019-20,administration of justice__null__other expenditure__translation of central laws__null,2014__0__800__312__0,80.79,103.86,107.33,91.51,level_5
justice,2020-21,administration of justice__null__other expenditure__translation of central laws__null,2014__0__800__312__0,66.53,91.51,91.51,92.88,level_5
justice,2021-22,administration of justice__null__other expenditure__translation of central laws__null,2014__0__800__312__0,70.96000000000001,92.88,92.88,0,level_5
justice,2018-19,administration of justice__null__other expenditure__upgradation of standard of administration-14th finance commission__null,2014__0__800__6864__0,0,2442,2442,3256,level_5
justice,2019-20,administration of justice__null__other expenditure__upgradation of standard of administration-14th finance commission__null,2014__0__800__6864__0,0,3256,3256,25,level_5
justice,2020-21,administration of justice__null__other expenditure__upgradation of standard of administration-14th finance commission__null,2014__0__800__6864__0,100.73,25,225,237.03,level_5
justice,2021-22,administration of justice__null__other expenditure__upgradation of standard of administration-14th finance commission__null,2014__0__800__6864__0,8.02,237.03,237.03,0.08,level_5
justice,2018-19,taxes on vehicles__null__other expenditure__motor accident claim__null,2041__0__800__3880__0,591.8,939.4486,963.9486,1023.5,level_5
justice,2019-20,taxes on vehicles__null__other expenditure__motor accident claim__null,2041__0__800__3880__0,678.75,1023.5,1062.5,1047.41,level_5
justice,2020-21,taxes on vehicles__null__other expenditure__motor accident claim__null,2041__0__800__3880__0,877.75,1047.41,1310.41,1244.98,level_5
justice,2021-22,taxes on vehicles__null__other expenditure__motor accident claim__null,2041__0__800__3880__0,936.24,1244.98,1285.98,1660.19,level_5
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__null",2230__1__101__264__0,48.809999999999995,100.92,100.92,101.92,level_5
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__null",2230__1__101__264__0,61.67,101.92,101.92,100.67999999999999,level_5
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__null",2230__1__101__264__0,72.57000000000001,100.67999999999999,108.67999999999999,118.43,level_5
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__null",2230__1__101__264__0,103.32,118.43,118.43,153.11,level_5
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null",2230__1__101__265__0,66.24,81.12,81.12,86.89,level_5
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null",2230__1__101__265__0,71.99000000000001,86.89,86.89,70.26,level_5
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null",2230__1__101__265__0,64.62,70.26,99.16,92.41000000000001,level_5
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null",2230__1__101__265__0,80.21,92.41000000000001,92.41000000000001,113.24000000000001,level_5
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null",2230__1__101__266__0,53.68,76.69,76.69,61.7,level_5
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null",2230__1__101__266__0,57.839999999999996,61.7,74.23,80.97,level_5
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null",2230__1__101__266__0,59.51,80.97,105.77,82.19999999999999,level_5
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null",2230__1__101__266__0,81.34,82.19999999999999,82.19999999999999,94.36,level_5
justice,2018-19,"labour & employment__labour__industrial relations__labour court, guwahati__null",2230__1__101__899__0,61.9,128.26,128.26,98.1,level_5
justice,2019-20,"labour & employment__labour__industrial relations__labour court, guwahati__null",2230__1__101__899__0,67.50999999999999,98.1,98.1,100.67,level_5
justice,2020-21,"labour & employment__labour__industrial relations__labour court, guwahati__null",2230__1__101__899__0,80.74,100.67,102.58,95.71,level_5
justice,2021-22,"labour & employment__labour__industrial relations__labour court, guwahati__null",2230__1__101__899__0,78.46,95.71,95.71,118.9,level_5
justice,2018-19,"labour & employment__labour__industrial relations__labour court, dibrugarh__null",2230__1__101__929__0,42.72,77.07,77.07,83.33,level_5
justice,2019-20,"labour & employment__labour__industrial relations__labour court, dibrugarh__null",2230__1__101__929__0,68.02,83.33,83.33,87.83,level_5
justice,2020-21,"labour & employment__labour__industrial relations__labour court, dibrugarh__null",2230__1__101__929__0,78.4,87.83,87.83,104,level_5
justice,2021-22,"labour & employment__labour__industrial relations__labour court, dibrugarh__null",2230__1__101__929__0,82.05,104,104.3,106.26,level_5
justice,2018-19,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),4059__1__101__4153__986,0,2000,2000,800,level_5
justice,2019-20,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),4059__1__101__4153__986,791,800,800,300,level_5
justice,2020-21,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),4059__1__101__4153__986,799.24,300,300,0,level_5
justice,2021-22,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),4059__1__101__4153__986,83.79,0,0,0,level_5
justice,2018-19,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",4059__1__101__4153__422,0,300,300,100,level_5
justice,2019-20,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",4059__1__101__4153__422,88.5,100,100,100,level_5
justice,2020-21,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",4059__1__101__4153__422,45.22,100,100,0,level_5
justice,2021-22,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",4059__1__101__4153__422,60.92,0,0,0,level_5
justice,2018-19,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),4059__80__101__1483__584,0,7700,7700,3500,level_5
justice,2019-20,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),4059__80__101__1483__584,2080.22,3500,3500,3500,level_5
justice,2020-21,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),4059__80__101__1483__584,2367.89,3500,3500,0,level_5
justice,2021-22,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),4059__80__101__1483__584,2625.84,0,0,0,level_5
justice,2018-19,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,4059__1__101__1483__584,0,3500,3500,2500,level_5
justice,2019-20,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,4059__1__101__1483__584,2067.61,2500,2500,2500,level_5
justice,2020-21,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,4059__1__101__1483__584,2500.26,2500,2500,0,level_5
justice,2021-22,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,4059__1__101__1483__584,2428.98,0,0,0,level_5
justice,2018-19,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",4059__1__101__4153__999,0,800,1600,1600,level_5
justice,2019-20,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",4059__1__101__4153__999,1535.82,1600,4552.17,500,level_5
justice,2020-21,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",4059__1__101__4153__999,3345.62,500,500,0,level_5
justice,2021-22,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",4059__1__101__4153__999,496.35,0,0,0,level_5
justice,2018-19,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice__works,4216__1__700__1501__584,0,200,200,200,level_5
justice,2019-20,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice__works,4216__1__700__1501__584,0,200,200,200,level_5
justice,2020-21,capital outlay on housing__government residential buildings__other housing programme__administration of justice__works,4216__1__700__1501__584,39.72,200,200,85.5,level_5
justice,2021-22,capital outlay on housing__government residential buildings__other housing programme__administration of justice__works,4216__1__700__1501__584,15.79,85.5,85.5,71.28,level_5
justice,2018-19,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice__central share (block grant),4216__1__700__1501__927,0,2000,2000,1000,level_5
justice,2019-20,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice__central share (block grant),4216__1__700__1501__927,63.19,1000,1000,1000,level_5
justice,2020-21,capital outlay on housing__government residential buildings__other housing programme__administration of justice__central share (block grant),4216__1__700__1501__927,170.9,1000,1000,900,level_5
justice,2021-22,capital outlay on housing__government residential buildings__other housing programme__administration of justice__central share (block grant),4216__1__700__1501__927,505.4,900,900,801.9,level_5
justice,2018-19,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice__works,4216__1__106__1501__584,0,1000,1000,1600,level_5
justice,2019-20,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice__works,4216__1__106__1501__584,658.87,1600,1600,1700,level_5
justice,2020-21,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice__works,4216__1__106__1501__584,1413.38,1700,1700,1615,level_5
justice,2021-22,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice__works,4216__1__106__1501__584,1358.88,1615,1615,1200,level_5
justice,2018-19,administration of justice__null__high courts__establishment__null__salaries,2014__0__102__152__0__1,3883.6,3923.48882,4006.48882,4445.42,level_6
justice,2019-20,administration of justice__null__high courts__establishment__null__salaries,2014__0__102__152__0__1,3680.36,4445.42,4445.42,4880.56,level_6
justice,2020-21,administration of justice__null__high courts__establishment__null__salaries,2014__0__102__152__0__1,4226.22,4880.56,4880.56,5431.47,level_6
justice,2021-22,administration of justice__null__high courts__establishment__null__salaries,2014__0__102__152__0__1,4405.94,5431.47,5431.47,5600.69,level_6
justice,2018-19,administration of justice__null__high courts__establishment__null__travel expenses,2014__0__102__152__0__3,14.92,45,45,45,level_6
justice,2019-20,administration of justice__null__high courts__establishment__null__travel expenses,2014__0__102__152__0__3,15.51,45,45,50,level_6
justice,2020-21,administration of justice__null__high courts__establishment__null__travel expenses,2014__0__102__152__0__3,18.08,50,50,50,level_6
justice,2021-22,administration of justice__null__high courts__establishment__null__travel expenses,2014__0__102__152__0__3,15.96,50,50,50,level_6
justice,2018-19,administration of justice__null__high courts__judges__null__salaries,2014__0__102__304__0__1,263.98,755.32,755.32,1000,level_6
justice,2019-20,administration of justice__null__high courts__judges__null__salaries,2014__0__102__304__0__1,495.59,1000,1000,1040,level_6
justice,2020-21,administration of justice__null__high courts__judges__null__salaries,2014__0__102__304__0__1,588.67,1040,1040,864.79,level_6
justice,2021-22,administration of justice__null__high courts__judges__null__salaries,2014__0__102__304__0__1,662.79,864.79,864.79,1193.45,level_6
justice,2018-19,administration of justice__null__high courts__judges__null__travel expenses,2014__0__102__304__0__3,16.23,60,60,60,level_6
justice,2019-20,administration of justice__null__high courts__judges__null__travel expenses,2014__0__102__304__0__3,21.26,60,60,66,level_6
justice,2020-21,administration of justice__null__high courts__judges__null__travel expenses,2014__0__102__304__0__3,36.38,66,66,66,level_6
justice,2021-22,administration of justice__null__high courts__judges__null__travel expenses,2014__0__102__304__0__3,29.87,66,66,50,level_6
justice,2018-19,administration of justice__null__high courts__judges__null__hospitality expenses / sumptuary allowances etc,2014__0__102__304__0__11,12.85,25,25,20,level_6
justice,2019-20,administration of justice__null__high courts__judges__null__hospitality expenses / sumptuary allowances etc,2014__0__102__304__0__11,3.63,20,20,20,level_6
justice,2020-21,administration of justice__null__high courts__judges__null__hospitality expenses / sumptuary allowances etc,2014__0__102__304__0__11,1.38,20,20,20,level_6
justice,2021-22,administration of justice__null__high courts__judges__null__hospitality expenses / sumptuary allowances etc,2014__0__102__304__0__11,2.73,20,20,20,level_6
justice,2018-19,administration of justice__null__civil and session courts__null__null__salaries,2014__0__105__0__0__1,6816.71,10989.3677,11294.3677,13000.9052,level_6
justice,2019-20,administration of justice__null__civil and session courts__null__null__salaries,2014__0__105__0__0__1,8571.86,13000.9052,13150.9052,13490.32,level_6
justice,2020-21,administration of justice__null__civil and session courts__null__null__salaries,2014__0__105__0__0__1,10714.529999999999,13490.32,14000.32,12647.58,level_6
justice,2021-22,administration of justice__null__civil and session courts__null__null__salaries,2014__0__105__0__0__1,11410.679999999998,12647.58,13282.58,15544.119999999999,level_6
justice,2018-19,administration of justice__null__civil and session courts__null__null__travel expenses,2014__0__105__0__0__3,72.61,162,162,161.5,level_6
justice,2019-20,administration of justice__null__civil and session courts__null__null__travel expenses,2014__0__105__0__0__3,89.49,161.5,161.5,160,level_6
justice,2020-21,administration of justice__null__civil and session courts__null__null__travel expenses,2014__0__105__0__0__3,86.00999999999999,160,160,175.77,level_6
justice,2021-22,administration of justice__null__civil and session courts__null__null__travel expenses,2014__0__105__0__0__3,92.35000000000001,175.77,175.77,188.1,level_6
justice,2018-19,administration of justice__null__civil and session courts__null__null__office expenses,2014__0__105__0__0__4,687.79,739,789,952,level_6
justice,2019-20,administration of justice__null__civil and session courts__null__null__office expenses,2014__0__105__0__0__4,664.26,952,1155,1601.4,level_6
justice,2020-21,administration of justice__null__civil and session courts__null__null__office expenses,2014__0__105__0__0__4,1481.55,1601.4,1942.4,1874.99,level_6
justice,2021-22,administration of justice__null__civil and session courts__null__null__office expenses,2014__0__105__0__0__4,1358.3,1874.99,1874.99,1133.1,level_6
justice,2018-19,administration of justice__null__criminal courts__null__null__salaries,2014__0__108__0__0__1,4819.25,7908.130319999999,8200.13032,8519.175599999999,level_6
justice,2019-20,administration of justice__null__criminal courts__null__null__salaries,2014__0__108__0__0__1,6033.78,8519.175599999999,8624.1756,9037.710000000001,level_6
justice,2020-21,administration of justice__null__criminal courts__null__null__salaries,2014__0__108__0__0__1,7433.29,9037.710000000001,9312.710000000001,9034.31,level_6
justice,2021-22,administration of justice__null__criminal courts__null__null__salaries,2014__0__108__0__0__1,8037.169999999999,9034.31,9349.31,16326.650000000001,level_6
justice,2018-19,administration of justice__null__criminal courts__null__null__wages,2014__0__108__0__0__2,53.46,80,80,89.5,level_6
justice,2019-20,administration of justice__null__criminal courts__null__null__wages,2014__0__108__0__0__2,49.54,89.5,99.5,95.2,level_6
justice,2020-21,administration of justice__null__criminal courts__null__null__wages,2014__0__108__0__0__2,71.47,95.2,105.2,173.17000000000002,level_6
justice,2021-22,administration of justice__null__criminal courts__null__null__wages,2014__0__108__0__0__2,73.88,173.17000000000002,173.17000000000002,155.36,level_6
justice,2018-19,administration of justice__null__criminal courts__null__null__travel expenses,2014__0__108__0__0__3,50.59,109,109,102,level_6
justice,2019-20,administration of justice__null__criminal courts__null__null__travel expenses,2014__0__108__0__0__3,70.15,102,102,103,level_6
justice,2020-21,administration of justice__null__criminal courts__null__null__travel expenses,2014__0__108__0__0__3,61.019999999999996,103,103,115.32,level_6
justice,2021-22,administration of justice__null__criminal courts__null__null__travel expenses,2014__0__108__0__0__3,78.93,115.32,115.32,111.6,level_6
justice,2018-19,administration of justice__null__criminal courts__null__null__office expenses,2014__0__108__0__0__4,659.09,719.5,769.5,751,level_6
justice,2019-20,administration of justice__null__criminal courts__null__null__office expenses,2014__0__108__0__0__4,556.96,751,781,830.6,level_6
justice,2020-21,administration of justice__null__criminal courts__null__null__office expenses,2014__0__108__0__0__4,499.46,830.6,917.5,1067.59,level_6
justice,2021-22,administration of justice__null__criminal courts__null__null__office expenses,2014__0__108__0__0__4,599.14,1067.59,1067.59,943.6,level_6
justice,2018-19,"administration of justice__null__criminal courts__null__null__rents, rates & taxes / royalty",2014__0__108__0__0__6,8.72,60,60,59,level_6
justice,2019-20,"administration of justice__null__criminal courts__null__null__rents, rates & taxes / royalty",2014__0__108__0__0__6,3.91,59,59,50,level_6
justice,2020-21,"administration of justice__null__criminal courts__null__null__rents, rates & taxes / royalty",2014__0__108__0__0__6,4.09,50,50,32.55,level_6
justice,2021-22,"administration of justice__null__criminal courts__null__null__rents, rates & taxes / royalty",2014__0__108__0__0__6,7.04,32.55,32.55,22.5,level_6
justice,2018-19,administration of justice__null__high courts__judges__null__office expenses,2014__0__102__304__0__4,31.93,40,40,50,level_6
justice,2019-20,administration of justice__null__high courts__judges__null__office expenses,2014__0__102__304__0__4,39.99,50,50,100,level_6
