category,level,unique_level_heads,2018-19,2019-20,2020-21,2021-22
jails,level_10,jails__null__jails__district jails__movement of prisons__maintenance__departmental building__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__materials & supplies__others__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,"jails__null__jails__district jails__movement of prisons__rents, rates & taxes / royalty__rates &taxes__establishmet expenditure__north cachar non-entrusted__voted",TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__electricity and water charge__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__others__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,"jails__null__jails__district jails__null__rents, rates & taxes / royalty__rates &taxes__establishmet expenditure__karbi anglong non-entrusted__voted",TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__minor works__null__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__maintenance__departmental building__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__materials & supplies__others__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__other charges__disaster management__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__other charges__training__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jail manufacturers__null__null__materials & supplies__others__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,"jails__null__other expenditure__open air jails__null__rents, rates & taxes / royalty__rates &taxes__establishmet expenditure__general area__voted",TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__machinery and equipment / tools & plants__machinery and equipment__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__materials & supplies__others__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jail manufacturers__null__null__machinery and equipment / tools & plants__others__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__changes for police custody__movement of prisons__other charges__transportation charges__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__wages__bungalow peon__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__wages__prisoners__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jail manufacturers__null__null__wages__prisoners__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__wages__prisoners__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__wages__prisoners__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__changes for police custody__movement of prisons__other charges__transportation charges__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__wages__prisoners__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__changes for police custody__movement of prisons__other charges__transportation charges__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__others__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__salaries__arrear salary/da__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__wages__wages to casual employees__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jail manufacturers__null__null__salaries__others__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__wages__wages to casual employees__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__purchase of motor vehicles__null__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__salaries__others__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__other charges__others__establishmet expenditure__general area__charged,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__office expenses__postage stamp__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__office expenses__telephone charge__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__office expenses__office equipments including computers & accessories__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__office expenses__stationery and printing of forms__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__office expenses__furniture__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__office expenses__liveries__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__office expenses__maintenance of vehicles__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,"jails__null__direction and administration__head quarters establishment__null__office expenses__petrol, oil and lubricants (pol)__establishmet expenditure__general area__voted",TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__office expenses__books and periodicals__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__office expenses__refreshment expenses__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__materials & supplies__medicine__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__materials & supplies__diet__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__materials & supplies__medicine__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__materials & supplies__diet__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__materials & supplies__medicine__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__materials & supplies__diet__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__fixed pay__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__fixed pay__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__materials & supplies__medicine__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__materials & supplies__diet__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__machinery and equipment / tools & plants__machinery and equipment__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__grants-in-aid general (non-salary)__others__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__grants-in-aid general (non-salary)__others__transfer grants to individual benefeciaries__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,capital outlay on public works__office buildings__construction - general pool accommodation__jails__modernisation of prison administration__major works__others__state own priority scheme-other development scheme__general area__voted,TRUE,TRUE,TRUE,TRUE
jails,level_10,capital outlay on public works__office buildings__construction - general pool accommodation__jails__genl. security related expenditure__major works__others__state own priority scheme-other development scheme__general area__voted,TRUE,TRUE,TRUE,TRUE
jails,level_10,"capital outlay on public works__office buildings__construction - general pool accommodation__jails__works (construction of 11 numbers of staff quarters & expenses on construction of prisoners barrack, kitchen, dining room, latrine, master drain, etc.)__major works__others__state own priority scheme-other development scheme__general area__voted",TRUE,TRUE,TRUE,TRUE
jails,level_10,"capital outlay on public works__office buildings__construction - general pool accommodation__jails__works (construction of 11 numbers of staff quarters & expenses on construction of prisoners barrack, kitchen, dining room, latrine, master drain, etc.)__major works__others__state own priority scheme-other development scheme__north cachar non-entrusted__voted",TRUE,TRUE,TRUE,TRUE
jails,level_10,"capital outlay on public works__office buildings__construction - general pool accommodation__jails__works (construction of 11 numbers of staff quarters & expenses on construction of prisoners barrack, kitchen, dining room, latrine, master drain, etc.)__major works__others__state own priority scheme-other development scheme__karbi anglong non-entrusted__voted",TRUE,TRUE,TRUE,TRUE
jails,level_10,গড়কাপ্তানী বিভাগৰ বাবে মূলধনী বয়$কাৰ্যালয় গৃহ$নিৰ্মাণ - সাধাৰণ পুঁজিৰ ব্যৱস্থা$$$প্ৰধান কামসমূহ$অন্যান্য__capital outlay on public works__office buildings__construction - general pool accommodation__head quarters establishment__na__null__major works__others__state own priority scheme-general,TRUE,FALSE,FALSE,FALSE
jails,level_10,capital outlay on public works__office buildings__construction - general pool accommodation__district jails__null__major works__others__state own priority scheme-other development scheme__general area__voted,TRUE,TRUE,TRUE,TRUE
jails,level_10,jails__null__jail manufacturers__null__null__travel expenses__regular__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jail manufacturers__null__null__salaries__city compensatory allowance__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__materials & supplies__arrears__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__maintenance of vehicles__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__travel expenses__regular__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__kit maintenance allowance__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__ration allowance__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__machine and dhobi allowance__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__kit allowance__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__remote area allowance__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__range__null__travel expenses__regular__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__minor works__normal__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__office expenses__arrears__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__travel expenses__regular__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__salaries__handicapped allowance__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__arrears__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__minor works__normal__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__travel expenses__regular__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__salaries__kit maintenance allowance__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__salaries__ration allowance__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__salaries__kit allowance__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__materials & supplies__arrears__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__minor works__normal__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__travel expenses__regular__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__salaries__kit maintenance allowance__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__salaries__ration allowance__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__salaries__kit allowance__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__salaries__arrear salary/da__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,capital outlay on public works__office buildings__construction - general pool accommodation__jails__modernisation of prison administration__major works__arrears__state own priority scheme-other development scheme__general area__voted,TRUE,TRUE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__arrears__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__maintenance of vehicles__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__travel expenses__regular__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__kit maintenance allowance__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__ration allowance__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__kit allowance__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__arrear salary/da__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__salaries__city compensatory allowance__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__range__null__salaries__city compensatory allowance__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__range__null__salaries__arrear salary/da__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__city compensatory allowance__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jail manufacturers__null__null__salaries__remote area allowance__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__hill allowance__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__changes for police custody__movement of prisons__other charges__arrears__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__purchase of motor vehicles__purchase of staff vehicles__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__purchase of motor vehicles__purchase of staff vehicles__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__minor works__normal__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__purchase of motor vehicles__purchase of staff vehicles__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__materials & supplies__arrears__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__salaries__others__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__machinery and equipment / tools & plants__installation of cctv cameras__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,"jails__null__direction and administration__range__null__office expenses__petrol, oil and lubricants (pol)__establishmet expenditure__general area__voted",TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__range__null__office expenses__maintenance of vehicles__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__range__null__office expenses__furniture__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__range__null__office expenses__stationery and printing of forms__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__range__null__office expenses__office equipments including computers & accessories__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__other contingency__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__refreshment expenses__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__books and periodicals__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,"jails__null__jails__district jails__null__office expenses__petrol, oil and lubricants (pol)__establishmet expenditure__general area__voted",TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__liveries__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__furniture__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__stationery and printing of forms__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__office equipments including computers & accessories__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__telephone charge__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__postage stamp__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__office expenses__other contingency__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__office expenses__refreshment expenses__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__office expenses__books and periodicals__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,"jails__null__other expenditure__open air jails__null__office expenses__petrol, oil and lubricants (pol)__establishmet expenditure__general area__voted",TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__office expenses__liveries__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__office expenses__furniture__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__office expenses__stationery and printing of forms__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__office expenses__office equipments including computers & accessories__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__office expenses__telephone charge__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__office expenses__postage stamp__establishmet expenditure__general area__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__other contingency__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__refreshment expenses__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__books and periodicals__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,"jails__null__jails__district jails__null__office expenses__petrol, oil and lubricants (pol)__establishmet expenditure__karbi anglong non-entrusted__voted",TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__liveries__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__furniture__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__stationery and printing of forms__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__office equipments including computers & accessories__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__telephone charge__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__office expenses__postage stamp__establishmet expenditure__karbi anglong non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__office expenses__other contingency__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__office expenses__refreshment expenses__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__office expenses__books and periodicals__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,"jails__null__jails__district jails__movement of prisons__office expenses__petrol, oil and lubricants (pol)__establishmet expenditure__north cachar non-entrusted__voted",TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__office expenses__liveries__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__office expenses__furniture__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__office expenses__stationery and printing of forms__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__office expenses__office equipments including computers & accessories__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__office expenses__telephone charge__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__movement of prisons__office expenses__postage stamp__establishmet expenditure__north cachar non-entrusted__voted,TRUE,FALSE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__salaries__dearness allowance__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__salaries__leave travel concession__establishment expenditure__general area__voted,FALSE,TRUE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__payment for professional and special services__others__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,TRUE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__other charges__others__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,FALSE
jails,level_10,jails__null__direction and administration__range__null__salaries__dearness allowance__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__pay__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,TRUE
jails,level_10,jails__null__jails__district jails__null__salaries__dearness allowance__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__leave travel concession__establishment expenditure__general area__voted,FALSE,TRUE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__medical allowance__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__medical reimbursement__establishment expenditure__general area__voted,FALSE,TRUE,FALSE,FALSE
jails,level_10,jails__null__jails__district jails__null__salaries__arrear salary/da__establishment expenditure__general area__voted,FALSE,TRUE,FALSE,TRUE
jails,level_10,jails__null__jails__district jails__null__materials & supplies__others__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,TRUE
jails,level_10,jails__null__jail manufacturers__null__null__salaries__pay__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,TRUE
jails,level_10,jails__null__jail manufacturers__null__null__salaries__dearness allowance__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,FALSE
jails,level_10,jails__null__other expenditure__open air jails__null__salaries__pay__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,TRUE
jails,level_10,jails__null__other expenditure__open air jails__null__salaries__dearness allowance__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__salaries__pay__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,TRUE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__salaries__medical allowance__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__salaries__house rent allowance__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__salaries__medical reimbursement__establishment expenditure__general area__voted,FALSE,TRUE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__purchase of motor vehicles__null__establishment expenditure__general area__voted,FALSE,TRUE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__head quarters establishment__null__maintenance__departmental building__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,TRUE
jails,level_10,jails__null__direction and administration__range__null__salaries__pay__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,TRUE
jails,level_10,jails__null__direction and administration__range__null__salaries__leave travel concession__establishment expenditure__general area__voted,FALSE,TRUE,FALSE,FALSE
jails,level_10,jails__null__direction and administration__range__null__salaries__medical allowance__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,FALSE
jails,level_10,jails__null__direction and administration__range__null__salaries__house rent allowance__establishment expenditure__general area__voted,FALSE,TRUE,TRUE,FALSE
