budget_for,year,head_title,level_code,total_actuals,total_estimate_py,total_revised_py,total_estimate_cy,level_col,head_title_updated,level_num,min_level,display_title,category
justice,2021-22,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department,4059__1__101__4153,641.0600000000001,0,0,0,level_4,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department,4,4,Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Judicial Department,capital outlay
justice,2018-19,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice),4059__80__101__1483,0,7700,7700,3500,level_4,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice),4,4,Capital Outlay On Public Works - General - Construction - General Pool Accommodation - Building (Administration Of Justice),capital outlay
justice,2019-20,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice),4059__80__101__1483,2080.22,3500,3500,3500,level_4,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice),4,4,Capital Outlay On Public Works - General - Construction - General Pool Accommodation - Building (Administration Of Justice),capital outlay
justice,2020-21,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice),4059__80__101__1483,2367.89,3500,3500,0,level_4,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice),4,4,Capital Outlay On Public Works - General - Construction - General Pool Accommodation - Building (Administration Of Justice),capital outlay
justice,2021-22,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice),4059__80__101__1483,2625.84,0,0,0,level_4,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice),4,4,Capital Outlay On Public Works - General - Construction - General Pool Accommodation - Building (Administration Of Justice),capital outlay
justice,2018-19,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4059__1__101__1483,0,3500,3500,2500,level_4,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4,4,Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Building (Administration Of Justice),capital outlay
justice,2019-20,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4059__1__101__1483,2067.61,2500,2500,2500,level_4,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4,4,Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Building (Administration Of Justice),capital outlay
justice,2020-21,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4059__1__101__1483,2500.26,2500,2500,0,level_4,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4,4,Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Building (Administration Of Justice),capital outlay
justice,2021-22,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4059__1__101__1483,2428.98,0,0,0,level_4,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4,4,Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Building (Administration Of Justice),capital outlay
justice,2018-19,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice,4216__1__700__1501,0,2200,2200,1200,level_4,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice,4,4,Capital Outlay On Housing - Government Residential Buildings - Other Housing Programme (Gad) - Administration Of Justice,capital outlay
justice,2019-20,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice,4216__1__700__1501,63.19,1200,1200,1200,level_4,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice,4,4,Capital Outlay On Housing - Government Residential Buildings - Other Housing Programme (Gad) - Administration Of Justice,capital outlay
justice,2020-21,capital outlay on housing__government residential buildings__other housing programme__administration of justice,4216__1__700__1501,210.62,1200,1200,985.5,level_4,capital outlay on housing__government residential buildings__other housing programme__administration of justice,4,4,Capital Outlay On Housing - Government Residential Buildings - Other Housing Programme - Administration Of Justice,NA
justice,2021-22,capital outlay on housing__government residential buildings__other housing programme__administration of justice,4216__1__700__1501,521.1899999999999,985.5,985.5,873.18,level_4,capital outlay on housing__government residential buildings__other housing programme__administration of justice,4,4,Capital Outlay On Housing - Government Residential Buildings - Other Housing Programme - Administration Of Justice,NA
justice,2018-19,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4216__1__106__1501,0,1000,1000,1600,level_4,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4,4,Capital Outlay On Housing - Government Residential Buildings - Construction General Pool Accomodation - Administration Of Justice,capital outlay
justice,2019-20,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4216__1__106__1501,658.87,1600,1600,2300,level_4,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4,4,Capital Outlay On Housing - Government Residential Buildings - Construction General Pool Accomodation - Administration Of Justice,capital outlay
justice,2020-21,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4216__1__106__1501,1606.68,2300,2300,2185,level_4,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4,4,Capital Outlay On Housing - Government Residential Buildings - Construction General Pool Accomodation - Administration Of Justice,capital outlay
justice,2021-22,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4216__1__106__1501,1557.15,2185,2185,1540,level_4,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4,4,Capital Outlay On Housing - Government Residential Buildings - Construction General Pool Accomodation - Administration Of Justice,capital outlay
justice,2018-19,"administration of justice__null__other expenditure__judicial academy, assam__capacity building",2014__0__800__4709__47,0,228.6,228.6,228.6,level_5,"administration of justice__other expenditure__judicial academy, assam__capacity building",5,5,"Administration Of Justice - Other Expenditure - Judicial Academy, Assam - Capacity Building","other expenditure - judicial academy, assam"
justice,2019-20,"administration of justice__null__other expenditure__judicial academy, assam__capacity building",2014__0__800__4709__47,96.42,228.6,228.6,228.6,level_5,"administration of justice__other expenditure__judicial academy, assam__capacity building",5,5,"Administration Of Justice - Other Expenditure - Judicial Academy, Assam - Capacity Building","other expenditure - judicial academy, assam"
justice,2020-21,"administration of justice__null__other expenditure__judicial academy, assam__capacity building",2014__0__800__4709__47,228.6,228.6,228.6,0,level_5,"administration of justice__other expenditure__judicial academy, assam__capacity building",5,5,"Administration Of Justice - Other Expenditure - Judicial Academy, Assam - Capacity Building","other expenditure - judicial academy, assam"
justice,2021-22,"administration of justice__null__other expenditure__judicial academy, assam__capacity building",2014__0__800__4709__47,228.6,0,0,0,level_5,"administration of justice__other expenditure__judicial academy, assam__capacity building",5,5,"Administration Of Justice - Other Expenditure - Judicial Academy, Assam - Capacity Building","other expenditure - judicial academy, assam"
justice,2018-19,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),4059__1__101__4153__986,0,2000,2000,800,level_5,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),5,5,Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Judicial Department - Completion Of High Court Building (Construction Of Underpass),capital outlay
justice,2019-20,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),4059__1__101__4153__986,791,800,800,300,level_5,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),5,5,Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Judicial Department - Completion Of High Court Building (Construction Of Underpass),capital outlay
justice,2020-21,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),4059__1__101__4153__986,799.24,300,300,0,level_5,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),5,5,Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Judicial Department - Completion Of High Court Building (Construction Of Underpass),capital outlay
justice,2021-22,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),4059__1__101__4153__986,83.79,0,0,0,level_5,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),5,5,Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Judicial Department - Completion Of High Court Building (Construction Of Underpass),capital outlay
justice,2018-19,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",4059__1__101__4153__422,0,300,300,100,level_5,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",5,5,"Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Judicial Department - Construction Of Family Court, Mact Court & Cbi Court In Assam",capital outlay
justice,2019-20,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",4059__1__101__4153__422,88.5,100,100,100,level_5,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",5,5,"Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Judicial Department - Construction Of Family Court, Mact Court & Cbi Court In Assam",capital outlay
justice,2020-21,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",4059__1__101__4153__422,45.22,100,100,0,level_5,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",5,5,"Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Judicial Department - Construction Of Family Court, Mact Court & Cbi Court In Assam",capital outlay
justice,2021-22,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",4059__1__101__4153__422,60.92,0,0,0,level_5,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",5,5,"Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Judicial Department - Construction Of Family Court, Mact Court & Cbi Court In Assam",capital outlay
justice,2018-19,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),4059__80__101__1483__584,0,7700,7700,3500,level_5,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),5,5,Capital Outlay On Public Works - General - Construction - General Pool Accommodation - Building (Administration Of Justice) - Works - Block Grant And C.a To S.p (Development Of Infrastructure Facility For Judiciary ),capital outlay
justice,2019-20,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),4059__80__101__1483__584,2080.22,3500,3500,3500,level_5,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),5,5,Capital Outlay On Public Works - General - Construction - General Pool Accommodation - Building (Administration Of Justice) - Works - Block Grant And C.a To S.p (Development Of Infrastructure Facility For Judiciary ),capital outlay
justice,2020-21,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),4059__80__101__1483__584,2367.89,3500,3500,0,level_5,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),5,5,Capital Outlay On Public Works - General - Construction - General Pool Accommodation - Building (Administration Of Justice) - Works - Block Grant And C.a To S.p (Development Of Infrastructure Facility For Judiciary ),capital outlay
justice,2021-22,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),4059__80__101__1483__584,2625.84,0,0,0,level_5,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),5,5,Capital Outlay On Public Works - General - Construction - General Pool Accommodation - Building (Administration Of Justice) - Works - Block Grant And C.a To S.p (Development Of Infrastructure Facility For Judiciary ),capital outlay
justice,2018-19,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,4059__1__101__1483__584,0,3500,3500,2500,level_5,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,5,5,Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Building (Administration Of Justice) - Works,capital outlay
justice,2019-20,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,4059__1__101__1483__584,2067.61,2500,2500,2500,level_5,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,5,5,Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Building (Administration Of Justice) - Works,capital outlay
justice,2020-21,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,4059__1__101__1483__584,2500.26,2500,2500,0,level_5,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,5,5,Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Building (Administration Of Justice) - Works,capital outlay
justice,2021-22,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,4059__1__101__1483__584,2428.98,0,0,0,level_5,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,5,5,Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Building (Administration Of Justice) - Works,capital outlay
justice,2018-19,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",4059__1__101__4153__999,0,800,1600,1600,level_5,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",5,5,"Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Judicial Department - Establishment Of National Law College & Judicial Academy (For Interior Works, Landscape, Kitchen Equipment Etc.) Under State Specific Scheme",capital outlay
justice,2019-20,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",4059__1__101__4153__999,1535.82,1600,4552.17,500,level_5,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",5,5,"Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Judicial Department - Establishment Of National Law College & Judicial Academy (For Interior Works, Landscape, Kitchen Equipment Etc.) Under State Specific Scheme",capital outlay
justice,2020-21,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",4059__1__101__4153__999,3345.62,500,500,0,level_5,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",5,5,"Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Judicial Department - Establishment Of National Law College & Judicial Academy (For Interior Works, Landscape, Kitchen Equipment Etc.) Under State Specific Scheme",capital outlay
justice,2021-22,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",4059__1__101__4153__999,496.35,0,0,0,level_5,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",5,5,"Capital Outlay On Public Works - Office Buildings - Construction - General Pool Accommodation - Judicial Department - Establishment Of National Law College & Judicial Academy (For Interior Works, Landscape, Kitchen Equipment Etc.) Under State Specific Scheme",capital outlay
justice,2018-19,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice__works,4216__1__700__1501__584,0,200,200,200,level_5,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice__works,5,5,Capital Outlay On Housing - Government Residential Buildings - Other Housing Programme (Gad) - Administration Of Justice - Works,capital outlay
justice,2019-20,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice__works,4216__1__700__1501__584,0,200,200,200,level_5,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice__works,5,5,Capital Outlay On Housing - Government Residential Buildings - Other Housing Programme (Gad) - Administration Of Justice - Works,capital outlay
justice,2020-21,capital outlay on housing__government residential buildings__other housing programme__administration of justice__works,4216__1__700__1501__584,39.72,200,200,85.5,level_5,capital outlay on housing__government residential buildings__other housing programme__administration of justice__works,5,5,Capital Outlay On Housing - Government Residential Buildings - Other Housing Programme - Administration Of Justice - Works,NA
justice,2021-22,capital outlay on housing__government residential buildings__other housing programme__administration of justice__works,4216__1__700__1501__584,15.79,85.5,85.5,71.28,level_5,capital outlay on housing__government residential buildings__other housing programme__administration of justice__works,5,5,Capital Outlay On Housing - Government Residential Buildings - Other Housing Programme - Administration Of Justice - Works,NA
justice,2018-19,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice__central share (block grant),4216__1__700__1501__927,0,2000,2000,1000,level_5,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice__central share (block grant),5,5,Capital Outlay On Housing - Government Residential Buildings - Other Housing Programme (Gad) - Administration Of Justice - Central Share (Block Grant),capital outlay
justice,2019-20,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice__central share (block grant),4216__1__700__1501__927,63.19,1000,1000,1000,level_5,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice__central share (block grant),5,5,Capital Outlay On Housing - Government Residential Buildings - Other Housing Programme (Gad) - Administration Of Justice - Central Share (Block Grant),capital outlay
justice,2020-21,capital outlay on housing__government residential buildings__other housing programme__administration of justice__central share (block grant),4216__1__700__1501__927,170.9,1000,1000,900,level_5,capital outlay on housing__government residential buildings__other housing programme__administration of justice__central share (block grant),5,5,Capital Outlay On Housing - Government Residential Buildings - Other Housing Programme - Administration Of Justice - Central Share (Block Grant),NA
justice,2021-22,capital outlay on housing__government residential buildings__other housing programme__administration of justice__central share (block grant),4216__1__700__1501__927,505.4,900,900,801.9,level_5,capital outlay on housing__government residential buildings__other housing programme__administration of justice__central share (block grant),5,5,Capital Outlay On Housing - Government Residential Buildings - Other Housing Programme - Administration Of Justice - Central Share (Block Grant),NA
justice,2018-19,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice__works,4216__1__106__1501__584,0,1000,1000,1600,level_5,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice__works,5,5,Capital Outlay On Housing - Government Residential Buildings - Construction General Pool Accomodation - Administration Of Justice - Works,capital outlay
justice,2019-20,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice__works,4216__1__106__1501__584,658.87,1600,1600,1700,level_5,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice__works,5,5,Capital Outlay On Housing - Government Residential Buildings - Construction General Pool Accomodation - Administration Of Justice - Works,capital outlay
justice,2020-21,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice__works,4216__1__106__1501__584,1413.38,1700,1700,1615,level_5,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice__works,5,5,Capital Outlay On Housing - Government Residential Buildings - Construction General Pool Accomodation - Administration Of Justice - Works,capital outlay
justice,2021-22,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice__works,4216__1__106__1501__584,1358.88,1615,1615,1200,level_5,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice__works,5,5,Capital Outlay On Housing - Government Residential Buildings - Construction General Pool Accomodation - Administration Of Justice - Works,capital outlay
justice,2018-19,administration of justice__null__high courts__establishment__null__salaries,2014__0__102__152__0__1,3883.6,3923.48882,4006.48882,4445.42,level_6,administration of justice__high courts__establishment__salaries,6,6,Administration Of Justice - High Courts - Establishment - Salaries,high courts
justice,2019-20,administration of justice__null__high courts__establishment__null__salaries,2014__0__102__152__0__1,3680.36,4445.42,4445.42,4880.56,level_6,administration of justice__high courts__establishment__salaries,6,6,Administration Of Justice - High Courts - Establishment - Salaries,high courts
justice,2020-21,administration of justice__null__high courts__establishment__null__salaries,2014__0__102__152__0__1,4226.22,4880.56,4880.56,5431.47,level_6,administration of justice__high courts__establishment__salaries,6,6,Administration Of Justice - High Courts - Establishment - Salaries,high courts
justice,2021-22,administration of justice__null__high courts__establishment__null__salaries,2014__0__102__152__0__1,4405.94,5431.47,5431.47,5600.69,level_6,administration of justice__high courts__establishment__salaries,6,6,Administration Of Justice - High Courts - Establishment - Salaries,high courts
justice,2018-19,administration of justice__null__high courts__establishment__null__travel expenses,2014__0__102__152__0__3,14.92,45,45,45,level_6,administration of justice__high courts__establishment__travel expenses,6,6,Administration Of Justice - High Courts - Establishment - Travel Expenses,high courts
justice,2019-20,administration of justice__null__high courts__establishment__null__travel expenses,2014__0__102__152__0__3,15.51,45,45,50,level_6,administration of justice__high courts__establishment__travel expenses,6,6,Administration Of Justice - High Courts - Establishment - Travel Expenses,high courts
justice,2020-21,administration of justice__null__high courts__establishment__null__travel expenses,2014__0__102__152__0__3,18.08,50,50,50,level_6,administration of justice__high courts__establishment__travel expenses,6,6,Administration Of Justice - High Courts - Establishment - Travel Expenses,high courts
justice,2021-22,administration of justice__null__high courts__establishment__null__travel expenses,2014__0__102__152__0__3,15.96,50,50,50,level_6,administration of justice__high courts__establishment__travel expenses,6,6,Administration Of Justice - High Courts - Establishment - Travel Expenses,high courts
justice,2018-19,administration of justice__null__high courts__judges__null__salaries,2014__0__102__304__0__1,263.98,755.32,755.32,1000,level_6,administration of justice__high courts__judges__salaries,6,6,Administration Of Justice - High Courts - Judges - Salaries,high courts
justice,2019-20,administration of justice__null__high courts__judges__null__salaries,2014__0__102__304__0__1,495.59,1000,1000,1040,level_6,administration of justice__high courts__judges__salaries,6,6,Administration Of Justice - High Courts - Judges - Salaries,high courts
justice,2020-21,administration of justice__null__high courts__judges__null__salaries,2014__0__102__304__0__1,588.67,1040,1040,864.79,level_6,administration of justice__high courts__judges__salaries,6,6,Administration Of Justice - High Courts - Judges - Salaries,high courts
justice,2021-22,administration of justice__null__high courts__judges__null__salaries,2014__0__102__304__0__1,662.79,864.79,864.79,1193.45,level_6,administration of justice__high courts__judges__salaries,6,6,Administration Of Justice - High Courts - Judges - Salaries,high courts
justice,2018-19,administration of justice__null__high courts__judges__null__travel expenses,2014__0__102__304__0__3,16.23,60,60,60,level_6,administration of justice__high courts__judges__travel expenses,6,6,Administration Of Justice - High Courts - Judges - Travel Expenses,high courts
justice,2019-20,administration of justice__null__high courts__judges__null__travel expenses,2014__0__102__304__0__3,21.26,60,60,66,level_6,administration of justice__high courts__judges__travel expenses,6,6,Administration Of Justice - High Courts - Judges - Travel Expenses,high courts
justice,2020-21,administration of justice__null__high courts__judges__null__travel expenses,2014__0__102__304__0__3,36.38,66,66,66,level_6,administration of justice__high courts__judges__travel expenses,6,6,Administration Of Justice - High Courts - Judges - Travel Expenses,high courts
justice,2021-22,administration of justice__null__high courts__judges__null__travel expenses,2014__0__102__304__0__3,29.87,66,66,50,level_6,administration of justice__high courts__judges__travel expenses,6,6,Administration Of Justice - High Courts - Judges - Travel Expenses,high courts
justice,2018-19,administration of justice__null__high courts__judges__null__hospitality expenses / sumptuary allowances etc,2014__0__102__304__0__11,12.85,25,25,20,level_6,administration of justice__high courts__judges__hospitality expenses / sumptuary allowances etc,6,6,Administration Of Justice - High Courts - Judges - Hospitality Expenses / Sumptuary Allowances Etc,high courts
justice,2019-20,administration of justice__null__high courts__judges__null__hospitality expenses / sumptuary allowances etc,2014__0__102__304__0__11,3.63,20,20,20,level_6,administration of justice__high courts__judges__hospitality expenses / sumptuary allowances etc,6,6,Administration Of Justice - High Courts - Judges - Hospitality Expenses / Sumptuary Allowances Etc,high courts
justice,2020-21,administration of justice__null__high courts__judges__null__hospitality expenses / sumptuary allowances etc,2014__0__102__304__0__11,1.38,20,20,20,level_6,administration of justice__high courts__judges__hospitality expenses / sumptuary allowances etc,6,6,Administration Of Justice - High Courts - Judges - Hospitality Expenses / Sumptuary Allowances Etc,high courts
justice,2021-22,administration of justice__null__high courts__judges__null__hospitality expenses / sumptuary allowances etc,2014__0__102__304__0__11,2.73,20,20,20,level_6,administration of justice__high courts__judges__hospitality expenses / sumptuary allowances etc,6,6,Administration Of Justice - High Courts - Judges - Hospitality Expenses / Sumptuary Allowances Etc,high courts
justice,2018-19,administration of justice__null__civil and session courts__null__null__salaries,2014__0__105__0__0__1,6816.71,10989.3677,11294.3677,13000.9052,level_6,administration of justice__civil and session courts__salaries,6,6,Administration Of Justice - Civil And Session Courts - Salaries,civil and sessions court
justice,2019-20,administration of justice__null__civil and session courts__null__null__salaries,2014__0__105__0__0__1,8571.86,13000.9052,13150.9052,13490.32,level_6,administration of justice__civil and session courts__salaries,6,6,Administration Of Justice - Civil And Session Courts - Salaries,civil and sessions court
justice,2020-21,administration of justice__null__civil and session courts__null__null__salaries,2014__0__105__0__0__1,10714.529999999999,13490.32,14000.32,12647.58,level_6,administration of justice__civil and session courts__salaries,6,6,Administration Of Justice - Civil And Session Courts - Salaries,civil and sessions court
justice,2021-22,administration of justice__null__civil and session courts__null__null__salaries,2014__0__105__0__0__1,11410.679999999998,12647.58,13282.58,15544.119999999999,level_6,administration of justice__civil and session courts__salaries,6,6,Administration Of Justice - Civil And Session Courts - Salaries,civil and sessions court
justice,2018-19,administration of justice__null__civil and session courts__null__null__travel expenses,2014__0__105__0__0__3,72.61,162,162,161.5,level_6,administration of justice__civil and session courts__travel expenses,6,6,Administration Of Justice - Civil And Session Courts - Travel Expenses,civil and sessions court
justice,2019-20,administration of justice__null__civil and session courts__null__null__travel expenses,2014__0__105__0__0__3,89.49,161.5,161.5,160,level_6,administration of justice__civil and session courts__travel expenses,6,6,Administration Of Justice - Civil And Session Courts - Travel Expenses,civil and sessions court
justice,2020-21,administration of justice__null__civil and session courts__null__null__travel expenses,2014__0__105__0__0__3,86.00999999999999,160,160,175.77,level_6,administration of justice__civil and session courts__travel expenses,6,6,Administration Of Justice - Civil And Session Courts - Travel Expenses,civil and sessions court
justice,2021-22,administration of justice__null__civil and session courts__null__null__travel expenses,2014__0__105__0__0__3,92.35000000000001,175.77,175.77,188.1,level_6,administration of justice__civil and session courts__travel expenses,6,6,Administration Of Justice - Civil And Session Courts - Travel Expenses,civil and sessions court
justice,2018-19,administration of justice__null__civil and session courts__null__null__office expenses,2014__0__105__0__0__4,687.79,739,789,952,level_6,administration of justice__civil and session courts__office expenses,6,6,Administration Of Justice - Civil And Session Courts - Office Expenses,civil and sessions court
justice,2019-20,administration of justice__null__civil and session courts__null__null__office expenses,2014__0__105__0__0__4,664.26,952,1155,1601.4,level_6,administration of justice__civil and session courts__office expenses,6,6,Administration Of Justice - Civil And Session Courts - Office Expenses,civil and sessions court
justice,2020-21,administration of justice__null__civil and session courts__null__null__office expenses,2014__0__105__0__0__4,1481.55,1601.4,1942.4,1874.99,level_6,administration of justice__civil and session courts__office expenses,6,6,Administration Of Justice - Civil And Session Courts - Office Expenses,civil and sessions court
justice,2021-22,administration of justice__null__civil and session courts__null__null__office expenses,2014__0__105__0__0__4,1358.3,1874.99,1874.99,1133.1,level_6,administration of justice__civil and session courts__office expenses,6,6,Administration Of Justice - Civil And Session Courts - Office Expenses,civil and sessions court
justice,2018-19,administration of justice__null__criminal courts__null__null__salaries,2014__0__108__0__0__1,4819.25,7908.130319999999,8200.13032,8519.175599999999,level_6,administration of justice__criminal courts__salaries,6,6,Administration Of Justice - Criminal Courts - Salaries,criminal courts
justice,2019-20,administration of justice__null__criminal courts__null__null__salaries,2014__0__108__0__0__1,6033.78,8519.175599999999,8624.1756,9037.710000000001,level_6,administration of justice__criminal courts__salaries,6,6,Administration Of Justice - Criminal Courts - Salaries,criminal courts
justice,2020-21,administration of justice__null__criminal courts__null__null__salaries,2014__0__108__0__0__1,7433.29,9037.710000000001,9312.710000000001,9034.31,level_6,administration of justice__criminal courts__salaries,6,6,Administration Of Justice - Criminal Courts - Salaries,criminal courts
justice,2021-22,administration of justice__null__criminal courts__null__null__salaries,2014__0__108__0__0__1,8037.169999999999,9034.31,9349.31,16326.650000000001,level_6,administration of justice__criminal courts__salaries,6,6,Administration Of Justice - Criminal Courts - Salaries,criminal courts
