budget_for,year,head_title,level_code,total_actuals,total_estimate_py,total_revised_py,total_estimate_cy,level_col,head_title_updated,level_num,min_level,display_title,category
justice,2020-21,administration of justice__null__legal advisers and counsels__government advocate.__null__payment for professional and special services,2014__0__114__287__0__5,403.27,781,781,738.4200000000001,level_6,administration of justice__legal advisers and counsels__government advocate.__payment for professional and special services,6,6,Administration Of Justice - Legal Advisers And Counsels - Government Advocate. - Payment For Professional And Special Services,legal advisers and counsels
justice,2021-22,administration of justice__null__legal advisers and counsels__government advocate.__null__payment for professional and special services,2014__0__114__287__0__5,363.37,738.4200000000001,738.4200000000001,723.6,level_6,administration of justice__legal advisers and counsels__government advocate.__payment for professional and special services,6,6,Administration Of Justice - Legal Advisers And Counsels - Government Advocate. - Payment For Professional And Special Services,legal advisers and counsels
justice,2018-19,administration of justice__null__legal advisers and counsels__advocate general__null__salaries,2014__0__114__306__0__1,82.45,109.8,115.3,104.9,level_6,administration of justice__legal advisers and counsels__advocate general__salaries,6,6,Administration Of Justice - Legal Advisers And Counsels - Advocate General - Salaries,legal advisers and counsels
justice,2019-20,administration of justice__null__legal advisers and counsels__advocate general__null__salaries,2014__0__114__306__0__1,98.18,104.9,120.03999999999999,138.41,level_6,administration of justice__legal advisers and counsels__advocate general__salaries,6,6,Administration Of Justice - Legal Advisers And Counsels - Advocate General - Salaries,legal advisers and counsels
justice,2020-21,administration of justice__null__legal advisers and counsels__advocate general__null__salaries,2014__0__114__306__0__1,106.44,138.41,172.16,123.75,level_6,administration of justice__legal advisers and counsels__advocate general__salaries,6,6,Administration Of Justice - Legal Advisers And Counsels - Advocate General - Salaries,legal advisers and counsels
justice,2021-22,administration of justice__null__legal advisers and counsels__advocate general__null__salaries,2014__0__114__306__0__1,135.67,123.75,123.75,122.51,level_6,administration of justice__legal advisers and counsels__advocate general__salaries,6,6,Administration Of Justice - Legal Advisers And Counsels - Advocate General - Salaries,legal advisers and counsels
justice,2018-19,administration of justice__null__legal advisers and counsels__advocate general__null__wages,2014__0__114__306__0__2,3.27,11.2,11.2,7.2,level_6,administration of justice__legal advisers and counsels__advocate general__wages,6,6,Administration Of Justice - Legal Advisers And Counsels - Advocate General - Wages,legal advisers and counsels
justice,2019-20,administration of justice__null__legal advisers and counsels__advocate general__null__wages,2014__0__114__306__0__2,6.77,7.2,7.2,7.4,level_6,administration of justice__legal advisers and counsels__advocate general__wages,6,6,Administration Of Justice - Legal Advisers And Counsels - Advocate General - Wages,legal advisers and counsels
justice,2020-21,administration of justice__null__legal advisers and counsels__advocate general__null__wages,2014__0__114__306__0__2,7.2,7.4,8.4,6.41,level_6,administration of justice__legal advisers and counsels__advocate general__wages,6,6,Administration Of Justice - Legal Advisers And Counsels - Advocate General - Wages,legal advisers and counsels
justice,2021-22,administration of justice__null__legal advisers and counsels__advocate general__null__wages,2014__0__114__306__0__2,8.37,6.41,6.41,8.23,level_6,administration of justice__legal advisers and counsels__advocate general__wages,6,6,Administration Of Justice - Legal Advisers And Counsels - Advocate General - Wages,legal advisers and counsels
justice,2018-19,administration of justice__null__legal advisers and counsels__advocate general__null__travel expenses,2014__0__114__306__0__3,0.32,4.4,16.4,5,level_6,administration of justice__legal advisers and counsels__advocate general__travel expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Advocate General - Travel Expenses,legal advisers and counsels
justice,2019-20,administration of justice__null__legal advisers and counsels__advocate general__null__travel expenses,2014__0__114__306__0__3,12.44,5,5,5.5,level_6,administration of justice__legal advisers and counsels__advocate general__travel expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Advocate General - Travel Expenses,legal advisers and counsels
justice,2020-21,administration of justice__null__legal advisers and counsels__advocate general__null__travel expenses,2014__0__114__306__0__3,0.53,5.5,5.5,4.65,level_6,administration of justice__legal advisers and counsels__advocate general__travel expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Advocate General - Travel Expenses,legal advisers and counsels
justice,2021-22,administration of justice__null__legal advisers and counsels__advocate general__null__travel expenses,2014__0__114__306__0__3,1.51,4.65,4.65,4.5,level_6,administration of justice__legal advisers and counsels__advocate general__travel expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Advocate General - Travel Expenses,legal advisers and counsels
justice,2018-19,administration of justice__null__legal advisers and counsels__advocate general__null__office expenses,2014__0__114__306__0__4,3.65,32.5,32.5,33,level_6,administration of justice__legal advisers and counsels__advocate general__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Advocate General - Office Expenses,legal advisers and counsels
justice,2019-20,administration of justice__null__legal advisers and counsels__advocate general__null__office expenses,2014__0__114__306__0__4,30.85,33,33,34,level_6,administration of justice__legal advisers and counsels__advocate general__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Advocate General - Office Expenses,legal advisers and counsels
justice,2020-21,administration of justice__null__legal advisers and counsels__advocate general__null__office expenses,2014__0__114__306__0__4,12.09,34,34,26.240000000000002,level_6,administration of justice__legal advisers and counsels__advocate general__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Advocate General - Office Expenses,legal advisers and counsels
justice,2021-22,administration of justice__null__legal advisers and counsels__advocate general__null__office expenses,2014__0__114__306__0__4,31.35,26.240000000000002,26.240000000000002,35.29,level_6,administration of justice__legal advisers and counsels__advocate general__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Advocate General - Office Expenses,legal advisers and counsels
justice,2018-19,administration of justice__null__legal advisers and counsels__legal remembrances__null__salaries,2014__0__114__307__0__1,15.66,20.4,21.4,24.3,level_6,administration of justice__legal advisers and counsels__legal remembrances__salaries,6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Salaries,legal advisers and counsels
justice,2019-20,administration of justice__null__legal advisers and counsels__legal remembrances__null__salaries,2014__0__114__307__0__1,19.53,24.3,25.990000000000002,26.19,level_6,administration of justice__legal advisers and counsels__legal remembrances__salaries,6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Salaries,legal advisers and counsels
justice,2020-21,administration of justice__null__legal advisers and counsels__legal remembrances__null__salaries,2014__0__114__307__0__1,22.58,26.19,26.19,26.17,level_6,administration of justice__legal advisers and counsels__legal remembrances__salaries,6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Salaries,legal advisers and counsels
justice,2021-22,administration of justice__null__legal advisers and counsels__legal remembrances__null__salaries,2014__0__114__307__0__1,23.25,26.17,26.17,23.55,level_6,administration of justice__legal advisers and counsels__legal remembrances__salaries,6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Salaries,legal advisers and counsels
justice,2018-19,administration of justice__null__legal advisers and counsels__legal remembrances__null__travel expenses,2014__0__114__307__0__3,0,0.55,0.55,0.6,level_6,administration of justice__legal advisers and counsels__legal remembrances__travel expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Travel Expenses,legal advisers and counsels
justice,2019-20,administration of justice__null__legal advisers and counsels__legal remembrances__null__travel expenses,2014__0__114__307__0__3,0,0.6,0.6,0.64,level_6,administration of justice__legal advisers and counsels__legal remembrances__travel expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Travel Expenses,legal advisers and counsels
justice,2020-21,administration of justice__null__legal advisers and counsels__legal remembrances__null__travel expenses,2014__0__114__307__0__3,0,0.64,0.64,0.6,level_6,administration of justice__legal advisers and counsels__legal remembrances__travel expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Travel Expenses,legal advisers and counsels
justice,2021-22,administration of justice__null__legal advisers and counsels__legal remembrances__null__travel expenses,2014__0__114__307__0__3,0,0.6,0.6,0.54,level_6,administration of justice__legal advisers and counsels__legal remembrances__travel expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Travel Expenses,legal advisers and counsels
justice,2018-19,administration of justice__null__legal advisers and counsels__legal remembrances__null__office expenses,2014__0__114__307__0__4,9.04,18,21,27.1,level_6,administration of justice__legal advisers and counsels__legal remembrances__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Office Expenses,legal advisers and counsels
justice,2019-20,administration of justice__null__legal advisers and counsels__legal remembrances__null__office expenses,2014__0__114__307__0__4,8.11,27.1,31.1,26.2,level_6,administration of justice__legal advisers and counsels__legal remembrances__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Office Expenses,legal advisers and counsels
justice,2020-21,administration of justice__null__legal advisers and counsels__legal remembrances__null__office expenses,2014__0__114__307__0__4,29.35,26.2,26.2,25.77,level_6,administration of justice__legal advisers and counsels__legal remembrances__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Office Expenses,legal advisers and counsels
justice,2021-22,administration of justice__null__legal advisers and counsels__legal remembrances__null__office expenses,2014__0__114__307__0__4,14.08,25.77,25.77,25.2,level_6,administration of justice__legal advisers and counsels__legal remembrances__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Office Expenses,legal advisers and counsels
justice,2018-19,administration of justice__null__legal advisers and counsels__legal remembrances__null__grants-in-aid general (non-salary),2014__0__114__307__0__32,10,11,11,12,level_6,administration of justice__legal advisers and counsels__legal remembrances__grants-in-aid general (non-salary),6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Grants-In-Aid General (Non-Salary),legal advisers and counsels
justice,2019-20,administration of justice__null__legal advisers and counsels__legal remembrances__null__grants-in-aid general (non-salary),2014__0__114__307__0__32,11,12,12,13,level_6,administration of justice__legal advisers and counsels__legal remembrances__grants-in-aid general (non-salary),6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Grants-In-Aid General (Non-Salary),legal advisers and counsels
justice,2020-21,administration of justice__null__legal advisers and counsels__legal remembrances__null__grants-in-aid general (non-salary),2014__0__114__307__0__32,12,13,13,13.3,level_6,administration of justice__legal advisers and counsels__legal remembrances__grants-in-aid general (non-salary),6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Grants-In-Aid General (Non-Salary),legal advisers and counsels
justice,2021-22,administration of justice__null__legal advisers and counsels__legal remembrances__null__grants-in-aid general (non-salary),2014__0__114__307__0__32,13,13.3,13.3,12.6,level_6,administration of justice__legal advisers and counsels__legal remembrances__grants-in-aid general (non-salary),6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Grants-In-Aid General (Non-Salary),legal advisers and counsels
justice,2018-19,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__salaries,2014__0__114__308__0__1,0,7.2,7.2,7.5,level_6,administration of justice__legal advisers and counsels__counsel for supreme court__salaries,6,6,Administration Of Justice - Legal Advisers And Counsels - Counsel For Supreme Court - Salaries,legal advisers and counsels - counsel for supreme court
justice,2019-20,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__salaries,2014__0__114__308__0__1,5.4,7.5,7.5,7.9,level_6,administration of justice__legal advisers and counsels__counsel for supreme court__salaries,6,6,Administration Of Justice - Legal Advisers And Counsels - Counsel For Supreme Court - Salaries,legal advisers and counsels - counsel for supreme court
justice,2020-21,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__salaries,2014__0__114__308__0__1,6.2,7.9,7.9,7.44,level_6,administration of justice__legal advisers and counsels__counsel for supreme court__salaries,6,6,Administration Of Justice - Legal Advisers And Counsels - Counsel For Supreme Court - Salaries,legal advisers and counsels - counsel for supreme court
justice,2021-22,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__salaries,2014__0__114__308__0__1,0,7.44,7.44,10.8,level_6,administration of justice__legal advisers and counsels__counsel for supreme court__salaries,6,6,Administration Of Justice - Legal Advisers And Counsels - Counsel For Supreme Court - Salaries,legal advisers and counsels - counsel for supreme court
justice,2018-19,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__office expenses,2014__0__114__308__0__4,0,1.2,1.2,1.3,level_6,administration of justice__legal advisers and counsels__counsel for supreme court__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Counsel For Supreme Court - Office Expenses,legal advisers and counsels - counsel for supreme court
justice,2019-20,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__office expenses,2014__0__114__308__0__4,0,1.3,1.3,1.4,level_6,administration of justice__legal advisers and counsels__counsel for supreme court__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Counsel For Supreme Court - Office Expenses,legal advisers and counsels - counsel for supreme court
justice,2020-21,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__office expenses,2014__0__114__308__0__4,0,1.4,1.4,1.4,level_6,administration of justice__legal advisers and counsels__counsel for supreme court__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Counsel For Supreme Court - Office Expenses,legal advisers and counsels - counsel for supreme court
justice,2021-22,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__office expenses,2014__0__114__308__0__4,0,1.4,1.4,1.26,level_6,administration of justice__legal advisers and counsels__counsel for supreme court__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Counsel For Supreme Court - Office Expenses,legal advisers and counsels - counsel for supreme court
justice,2018-19,administration of justice__null__other expenditure__law research institute eastern region__null__salaries,2014__0__800__313__0__1,30.23,61.95,61.95,61.06,level_6,administration of justice__other expenditure__law research institute eastern region__salaries,6,6,Administration Of Justice - Other Expenditure - Law Research Institute Eastern Region - Salaries,other expenditure
justice,2019-20,administration of justice__null__other expenditure__law research institute eastern region__null__salaries,2014__0__800__313__0__1,36.29,61.06,61.06,66.35,level_6,administration of justice__other expenditure__law research institute eastern region__salaries,6,6,Administration Of Justice - Other Expenditure - Law Research Institute Eastern Region - Salaries,other expenditure
justice,2020-21,administration of justice__null__other expenditure__law research institute eastern region__null__salaries,2014__0__800__313__0__1,43.54,66.35,66.35,43.14,level_6,administration of justice__other expenditure__law research institute eastern region__salaries,6,6,Administration Of Justice - Other Expenditure - Law Research Institute Eastern Region - Salaries,other expenditure
justice,2021-22,administration of justice__null__other expenditure__law research institute eastern region__null__salaries,2014__0__800__313__0__1,43.56,43.14,43.14,71.28,level_6,administration of justice__other expenditure__law research institute eastern region__salaries,6,6,Administration Of Justice - Other Expenditure - Law Research Institute Eastern Region - Salaries,other expenditure
justice,2018-19,administration of justice__null__other expenditure__law research institute eastern region__null__travel expenses,2014__0__800__313__0__3,0,0.8,0.8,1,level_6,administration of justice__other expenditure__law research institute eastern region__travel expenses,6,6,Administration Of Justice - Other Expenditure - Law Research Institute Eastern Region - Travel Expenses,other expenditure
justice,2019-20,administration of justice__null__other expenditure__law research institute eastern region__null__travel expenses,2014__0__800__313__0__3,0,1,1,1.11,level_6,administration of justice__other expenditure__law research institute eastern region__travel expenses,6,6,Administration Of Justice - Other Expenditure - Law Research Institute Eastern Region - Travel Expenses,other expenditure
justice,2020-21,administration of justice__null__other expenditure__law research institute eastern region__null__travel expenses,2014__0__800__313__0__3,0,1.11,1.11,1.13,level_6,administration of justice__other expenditure__law research institute eastern region__travel expenses,6,6,Administration Of Justice - Other Expenditure - Law Research Institute Eastern Region - Travel Expenses,other expenditure
justice,2021-22,administration of justice__null__other expenditure__law research institute eastern region__null__travel expenses,2014__0__800__313__0__3,0,1.13,1.13,0.68,level_6,administration of justice__other expenditure__law research institute eastern region__travel expenses,6,6,Administration Of Justice - Other Expenditure - Law Research Institute Eastern Region - Travel Expenses,other expenditure
justice,2018-19,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__travel expenses,2014__0__114__308__0__3,0,0.5,0.5,0.6,level_6,administration of justice__legal advisers and counsels__counsel for supreme court__travel expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Counsel For Supreme Court - Travel Expenses,legal advisers and counsels - counsel for supreme court
justice,2019-20,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__travel expenses,2014__0__114__308__0__3,0,0.6,0.6,0.65,level_6,administration of justice__legal advisers and counsels__counsel for supreme court__travel expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Counsel For Supreme Court - Travel Expenses,legal advisers and counsels - counsel for supreme court
justice,2020-21,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__travel expenses,2014__0__114__308__0__3,0,0.65,0.65,0.65,level_6,administration of justice__legal advisers and counsels__counsel for supreme court__travel expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Counsel For Supreme Court - Travel Expenses,legal advisers and counsels - counsel for supreme court
justice,2021-22,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__travel expenses,2014__0__114__308__0__3,0,0.65,0.65,0.59,level_6,administration of justice__legal advisers and counsels__counsel for supreme court__travel expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Counsel For Supreme Court - Travel Expenses,legal advisers and counsels - counsel for supreme court
justice,2018-19,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__payment for professional and special services,2014__0__114__308__0__5,169.65,400,400,440,level_6,administration of justice__legal advisers and counsels__counsel for supreme court__payment for professional and special services,6,6,Administration Of Justice - Legal Advisers And Counsels - Counsel For Supreme Court - Payment For Professional And Special Services,legal advisers and counsels - counsel for supreme court
justice,2019-20,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__payment for professional and special services,2014__0__114__308__0__5,245.03,440,440,480,level_6,administration of justice__legal advisers and counsels__counsel for supreme court__payment for professional and special services,6,6,Administration Of Justice - Legal Advisers And Counsels - Counsel For Supreme Court - Payment For Professional And Special Services,legal advisers and counsels - counsel for supreme court
justice,2020-21,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__payment for professional and special services,2014__0__114__308__0__5,183.8,480,480,465,level_6,administration of justice__legal advisers and counsels__counsel for supreme court__payment for professional and special services,6,6,Administration Of Justice - Legal Advisers And Counsels - Counsel For Supreme Court - Payment For Professional And Special Services,legal advisers and counsels - counsel for supreme court
justice,2021-22,administration of justice__null__legal advisers and counsels__counsel for supreme court__null__payment for professional and special services,2014__0__114__308__0__5,269.65,465,465,360,level_6,administration of justice__legal advisers and counsels__counsel for supreme court__payment for professional and special services,6,6,Administration Of Justice - Legal Advisers And Counsels - Counsel For Supreme Court - Payment For Professional And Special Services,legal advisers and counsels - counsel for supreme court
justice,2018-19,"administration of justice__null__legal advisers and counsels__the national law school and judicial academy, assam__null__grants-in-aid general (salary)",2014__0__114__2921__0__31,0,350,350,500,level_6,"administration of justice__legal advisers and counsels__the national law school and judicial academy, assam__grants-in-aid general (salary)",6,6,"Administration Of Justice - Legal Advisers And Counsels - The National Law School And Judicial Academy, Assam - Grants-In-Aid General (Salary)",legal advisers and counsels
justice,2019-20,"administration of justice__null__legal advisers and counsels__the national law school and judicial academy, assam__null__grants-in-aid general (salary)",2014__0__114__2921__0__31,700,500,500,550,level_6,"administration of justice__legal advisers and counsels__the national law school and judicial academy, assam__grants-in-aid general (salary)",6,6,"Administration Of Justice - Legal Advisers And Counsels - The National Law School And Judicial Academy, Assam - Grants-In-Aid General (Salary)",legal advisers and counsels
justice,2020-21,"administration of justice__null__legal advisers and counsels__the national law school and judicial academy, assam__null__grants-in-aid general (salary)",2014__0__114__2921__0__31,500,550,550,651,level_6,"administration of justice__legal advisers and counsels__the national law school and judicial academy, assam__grants-in-aid general (salary)",6,6,"Administration Of Justice - Legal Advisers And Counsels - The National Law School And Judicial Academy, Assam - Grants-In-Aid General (Salary)",legal advisers and counsels
justice,2021-22,"administration of justice__null__legal advisers and counsels__the national law school and judicial academy, assam__null__grants-in-aid general (salary)",2014__0__114__2921__0__31,550,651,651,585.9,level_6,"administration of justice__legal advisers and counsels__the national law school and judicial academy, assam__grants-in-aid general (salary)",6,6,"Administration Of Justice - Legal Advisers And Counsels - The National Law School And Judicial Academy, Assam - Grants-In-Aid General (Salary)",legal advisers and counsels
justice,2018-19,administration of justice__null__legal advisers and counsels__government pleader__null__office expenses,2014__0__114__168__0__4,2.96,10.7,10.7,11.600000000000001,level_6,administration of justice__legal advisers and counsels__government pleader__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Government Pleader - Office Expenses,legal advisers and counsels - government pleader
justice,2019-20,administration of justice__null__legal advisers and counsels__government pleader__null__office expenses,2014__0__114__168__0__4,4.37,11.600000000000001,11.600000000000001,9,level_6,administration of justice__legal advisers and counsels__government pleader__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Government Pleader - Office Expenses,legal advisers and counsels - government pleader
justice,2020-21,administration of justice__null__legal advisers and counsels__government pleader__null__office expenses,2014__0__114__168__0__4,4.12,9,9,11.07,level_6,administration of justice__legal advisers and counsels__government pleader__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Government Pleader - Office Expenses,legal advisers and counsels - government pleader
justice,2021-22,administration of justice__null__legal advisers and counsels__government pleader__null__office expenses,2014__0__114__168__0__4,2.73,11.07,11.07,10.03,level_6,administration of justice__legal advisers and counsels__government pleader__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Government Pleader - Office Expenses,legal advisers and counsels - government pleader
justice,2018-19,administration of justice__null__legal advisers and counsels__public prosecutor.__null__office expenses,2014__0__114__219__0__4,13.24,16,16,17.17,level_6,administration of justice__legal advisers and counsels__public prosecutor.__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Public Prosecutor. - Office Expenses,legal advisers and counsels - public prosecutor
justice,2019-20,administration of justice__null__legal advisers and counsels__public prosecutor.__null__office expenses,2014__0__114__219__0__4,9.92,17.17,17.17,16.5,level_6,administration of justice__legal advisers and counsels__public prosecutor.__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Public Prosecutor. - Office Expenses,legal advisers and counsels - public prosecutor
justice,2020-21,administration of justice__null__legal advisers and counsels__public prosecutor.__null__office expenses,2014__0__114__219__0__4,9.77,16.5,16.5,18.74,level_6,administration of justice__legal advisers and counsels__public prosecutor.__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Public Prosecutor. - Office Expenses,legal advisers and counsels - public prosecutor
justice,2021-22,administration of justice__null__legal advisers and counsels__public prosecutor.__null__office expenses,2014__0__114__219__0__4,3.36,18.74,18.74,16.93,level_6,administration of justice__legal advisers and counsels__public prosecutor.__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Public Prosecutor. - Office Expenses,legal advisers and counsels - public prosecutor
justice,2018-19,administration of justice__null__legal advisers and counsels__government advocate.__null__office expenses,2014__0__114__287__0__4,48,15,15,16.5,level_6,administration of justice__legal advisers and counsels__government advocate.__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Government Advocate. - Office Expenses,legal advisers and counsels
justice,2019-20,administration of justice__null__legal advisers and counsels__government advocate.__null__office expenses,2014__0__114__287__0__4,14.56,16.5,16.5,17.5,level_6,administration of justice__legal advisers and counsels__government advocate.__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Government Advocate. - Office Expenses,legal advisers and counsels
justice,2020-21,administration of justice__null__legal advisers and counsels__government advocate.__null__office expenses,2014__0__114__287__0__4,16.19,17.5,17.5,48.6,level_6,administration of justice__legal advisers and counsels__government advocate.__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Government Advocate. - Office Expenses,legal advisers and counsels
justice,2021-22,administration of justice__null__legal advisers and counsels__government advocate.__null__office expenses,2014__0__114__287__0__4,11.76,48.6,48.6,27.8,level_6,administration of justice__legal advisers and counsels__government advocate.__office expenses,6,6,Administration Of Justice - Legal Advisers And Counsels - Government Advocate. - Office Expenses,legal advisers and counsels
justice,2018-19,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (salary)",2014__0__800__4709__0__31,41.95,87.82,87.82,104.7,level_6,"administration of justice__other expenditure__judicial academy, assam__grants-in-aid general (salary)",6,6,"Administration Of Justice - Other Expenditure - Judicial Academy, Assam - Grants-In-Aid General (Salary)","other expenditure - judicial academy, assam"
justice,2019-20,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (salary)",2014__0__800__4709__0__31,48.86,104.7,104.7,114.5,level_6,"administration of justice__other expenditure__judicial academy, assam__grants-in-aid general (salary)",6,6,"Administration Of Justice - Other Expenditure - Judicial Academy, Assam - Grants-In-Aid General (Salary)","other expenditure - judicial academy, assam"
justice,2020-21,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (salary)",2014__0__800__4709__0__31,104.7,114.5,114.5,117.65,level_6,"administration of justice__other expenditure__judicial academy, assam__grants-in-aid general (salary)",6,6,"Administration Of Justice - Other Expenditure - Judicial Academy, Assam - Grants-In-Aid General (Salary)","other expenditure - judicial academy, assam"
justice,2021-22,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (salary)",2014__0__800__4709__0__31,114.5,117.65,117.65,105.89,level_6,"administration of justice__other expenditure__judicial academy, assam__grants-in-aid general (salary)",6,6,"Administration Of Justice - Other Expenditure - Judicial Academy, Assam - Grants-In-Aid General (Salary)","other expenditure - judicial academy, assam"
justice,2018-19,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (non-salary)",2014__0__800__4709__0__32,11.75,12,12,91,level_6,"administration of justice__other expenditure__judicial academy, assam__grants-in-aid general (non-salary)",6,6,"Administration Of Justice - Other Expenditure - Judicial Academy, Assam - Grants-In-Aid General (Non-Salary)","other expenditure - judicial academy, assam"
justice,2019-20,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (non-salary)",2014__0__800__4709__0__32,21.01,91,91,92,level_6,"administration of justice__other expenditure__judicial academy, assam__grants-in-aid general (non-salary)",6,6,"Administration Of Justice - Other Expenditure - Judicial Academy, Assam - Grants-In-Aid General (Non-Salary)","other expenditure - judicial academy, assam"
justice,2020-21,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (non-salary)",2014__0__800__4709__0__32,91,92,92,94.12,level_6,"administration of justice__other expenditure__judicial academy, assam__grants-in-aid general (non-salary)",6,6,"Administration Of Justice - Other Expenditure - Judicial Academy, Assam - Grants-In-Aid General (Non-Salary)","other expenditure - judicial academy, assam"
justice,2021-22,"administration of justice__null__other expenditure__judicial academy, assam__null__grants-in-aid general (non-salary)",2014__0__800__4709__0__32,92,94.12,94.12,84.71,level_6,"administration of justice__other expenditure__judicial academy, assam__grants-in-aid general (non-salary)",6,6,"Administration Of Justice - Other Expenditure - Judicial Academy, Assam - Grants-In-Aid General (Non-Salary)","other expenditure - judicial academy, assam"
justice,2018-19,administration of justice__null__legal advisers and counsels__government advocate.__null__wages,2014__0__114__287__0__2,0.18,0.8,0.8,0.88,level_6,administration of justice__legal advisers and counsels__government advocate.__wages,6,6,Administration Of Justice - Legal Advisers And Counsels - Government Advocate. - Wages,legal advisers and counsels
justice,2019-20,administration of justice__null__legal advisers and counsels__government advocate.__null__wages,2014__0__114__287__0__2,0,0.88,0.88,0.88,level_6,administration of justice__legal advisers and counsels__government advocate.__wages,6,6,Administration Of Justice - Legal Advisers And Counsels - Government Advocate. - Wages,legal advisers and counsels
justice,2020-21,administration of justice__null__legal advisers and counsels__government advocate.__null__wages,2014__0__114__287__0__2,0.99,0.88,1.08,1.1,level_6,administration of justice__legal advisers and counsels__government advocate.__wages,6,6,Administration Of Justice - Legal Advisers And Counsels - Government Advocate. - Wages,legal advisers and counsels
justice,2021-22,administration of justice__null__legal advisers and counsels__government advocate.__null__wages,2014__0__114__287__0__2,1.08,1.1,1.1,1.21,level_6,administration of justice__legal advisers and counsels__government advocate.__wages,6,6,Administration Of Justice - Legal Advisers And Counsels - Government Advocate. - Wages,legal advisers and counsels
justice,2018-19,administration of justice__null__legal advisers and counsels__legal remembrances__null__wages,2014__0__114__307__0__2,0.75,0.8,0.8,1.1,level_6,administration of justice__legal advisers and counsels__legal remembrances__wages,6,6,Administration Of Justice - Legal Advisers And Counsels - Legal Remembrances - Wages,legal advisers and counsels
