budget_for,year,head_title,level_code,total_actuals,total_estimate_py,total_revised_py,total_estimate_cy,level_col,head_title_updated,level_num,min_level,ref_id,display_title,category,slug
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh",2230__1__101__265,0.7199000000000001,0.8689,0.8689,0.7026,level_4,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh",4,4,483,"Labour & Employment -> Labour -> Industrial Relations -> Industrial Tribunal, Dibrugarh",labour and employment - industrial tribunal,"labour_&_employment_labour_industrial_relations_industrial_tribunal,_dibrugarh"
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh",2230__1__101__265,0.6462,0.7026,0.9916,0.9241,level_4,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh",4,4,484,"Labour & Employment -> Labour -> Industrial Relations -> Industrial Tribunal, Dibrugarh",labour and employment - industrial tribunal,"labour_&_employment_labour_industrial_relations_industrial_tribunal,_dibrugarh"
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh",2230__1__101__265,0.8020999999999999,0.9241,0.9241,1.1324,level_4,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh",4,4,485,"Labour & Employment -> Labour -> Industrial Relations -> Industrial Tribunal, Dibrugarh",labour and employment - industrial tribunal,"labour_&_employment_labour_industrial_relations_industrial_tribunal,_dibrugarh"
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, cachar",2230__1__101__266,0.5367999999999999,0.7669,0.7669,0.617,level_4,"labour & employment__labour__industrial relations__industrial tribunal, cachar",4,4,486,"Labour & Employment -> Labour -> Industrial Relations -> Industrial Tribunal, Cachar",labour and employment - industrial tribunal,"labour_&_employment_labour_industrial_relations_industrial_tribunal,_cachar"
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, cachar",2230__1__101__266,0.5783999999999999,0.617,0.7423000000000001,0.8097,level_4,"labour & employment__labour__industrial relations__industrial tribunal, cachar",4,4,487,"Labour & Employment -> Labour -> Industrial Relations -> Industrial Tribunal, Cachar",labour and employment - industrial tribunal,"labour_&_employment_labour_industrial_relations_industrial_tribunal,_cachar"
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, cachar",2230__1__101__266,0.5951,0.8097,1.0577,0.8219999999999998,level_4,"labour & employment__labour__industrial relations__industrial tribunal, cachar",4,4,488,"Labour & Employment -> Labour -> Industrial Relations -> Industrial Tribunal, Cachar",labour and employment - industrial tribunal,"labour_&_employment_labour_industrial_relations_industrial_tribunal,_cachar"
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, cachar",2230__1__101__266,0.8134,0.8219999999999998,0.8219999999999998,0.9436,level_4,"labour & employment__labour__industrial relations__industrial tribunal, cachar",4,4,489,"Labour & Employment -> Labour -> Industrial Relations -> Industrial Tribunal, Cachar",labour and employment - industrial tribunal,"labour_&_employment_labour_industrial_relations_industrial_tribunal,_cachar"
justice,2018-19,"labour & employment__labour__industrial relations__labour court, guwahati",2230__1__101__899,0.619,1.2826,1.2826,0.981,level_4,"labour & employment__labour__industrial relations__labour court, guwahati",4,4,490,"Labour & Employment -> Labour -> Industrial Relations -> Labour Court, Guwahati",labour and employment - labour court,"labour_&_employment_labour_industrial_relations_labour_court,_guwahati"
justice,2019-20,"labour & employment__labour__industrial relations__labour court, guwahati",2230__1__101__899,0.6750999999999999,0.981,0.981,1.0067,level_4,"labour & employment__labour__industrial relations__labour court, guwahati",4,4,491,"Labour & Employment -> Labour -> Industrial Relations -> Labour Court, Guwahati",labour and employment - labour court,"labour_&_employment_labour_industrial_relations_labour_court,_guwahati"
justice,2020-21,"labour & employment__labour__industrial relations__labour court, guwahati",2230__1__101__899,0.8073999999999999,1.0067,1.0258,0.9571,level_4,"labour & employment__labour__industrial relations__labour court, guwahati",4,4,492,"Labour & Employment -> Labour -> Industrial Relations -> Labour Court, Guwahati",labour and employment - labour court,"labour_&_employment_labour_industrial_relations_labour_court,_guwahati"
justice,2021-22,"labour & employment__labour__industrial relations__labour court, guwahati",2230__1__101__899,0.7846,0.9571,0.9571,1.189,level_4,"labour & employment__labour__industrial relations__labour court, guwahati",4,4,493,"Labour & Employment -> Labour -> Industrial Relations -> Labour Court, Guwahati",labour and employment - labour court,"labour_&_employment_labour_industrial_relations_labour_court,_guwahati"
justice,2018-19,"labour & employment__labour__industrial relations__labour court, dibrugarh",2230__1__101__929,0.4272,0.7706999999999999,0.7706999999999999,0.8332999999999999,level_4,"labour & employment__labour__industrial relations__labour court, dibrugarh",4,4,494,"Labour & Employment -> Labour -> Industrial Relations -> Labour Court, Dibrugarh",labour and employment - labour court,"labour_&_employment_labour_industrial_relations_labour_court,_dibrugarh"
justice,2019-20,"labour & employment__labour__industrial relations__labour court, dibrugarh",2230__1__101__929,0.6801999999999999,0.8332999999999999,0.8332999999999999,0.8783,level_4,"labour & employment__labour__industrial relations__labour court, dibrugarh",4,4,495,"Labour & Employment -> Labour -> Industrial Relations -> Labour Court, Dibrugarh",labour and employment - labour court,"labour_&_employment_labour_industrial_relations_labour_court,_dibrugarh"
justice,2020-21,"labour & employment__labour__industrial relations__labour court, dibrugarh",2230__1__101__929,0.784,0.8783,0.8783,1.04,level_4,"labour & employment__labour__industrial relations__labour court, dibrugarh",4,4,496,"Labour & Employment -> Labour -> Industrial Relations -> Labour Court, Dibrugarh",labour and employment - labour court,"labour_&_employment_labour_industrial_relations_labour_court,_dibrugarh"
justice,2021-22,"labour & employment__labour__industrial relations__labour court, dibrugarh",2230__1__101__929,0.8205,1.04,1.043,1.0626,level_4,"labour & employment__labour__industrial relations__labour court, dibrugarh",4,4,497,"Labour & Employment -> Labour -> Industrial Relations -> Labour Court, Dibrugarh",labour and employment - labour court,"labour_&_employment_labour_industrial_relations_labour_court,_dibrugarh"
justice,2018-19,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department,4059__1__101__4153,0,38,46,54.2,level_4,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department,4,4,498,Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Judicial Department,capital outlay,capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_judicial_department
justice,2019-20,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department,4059__1__101__4153,25.0585,54.2,83.7217,42.2,level_4,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department,4,4,499,Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Judicial Department,capital outlay,capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_judicial_department
justice,2020-21,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department,4059__1__101__4153,42.224,42.2,42.2,0,level_4,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department,4,4,500,Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Judicial Department,capital outlay,capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_judicial_department
justice,2021-22,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department,4059__1__101__4153,6.4106000000000005,0,0,0,level_4,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department,4,4,501,Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Judicial Department,capital outlay,capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_judicial_department
justice,2018-19,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice),4059__80__101__1483,0,77,77,35,level_4,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice),4,4,502,Capital Outlay On Public Works -> General -> Construction - General Pool Accommodation -> Building (Administration Of Justice),capital outlay,capital_outlay_on_public_works_general_construction_-_general_pool_accommodation_building_(administration_of_justice)
justice,2019-20,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice),4059__80__101__1483,20.8022,35,35,35,level_4,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice),4,4,503,Capital Outlay On Public Works -> General -> Construction - General Pool Accommodation -> Building (Administration Of Justice),capital outlay,capital_outlay_on_public_works_general_construction_-_general_pool_accommodation_building_(administration_of_justice)
justice,2020-21,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice),4059__80__101__1483,23.6789,35,35,0,level_4,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice),4,4,504,Capital Outlay On Public Works -> General -> Construction - General Pool Accommodation -> Building (Administration Of Justice),capital outlay,capital_outlay_on_public_works_general_construction_-_general_pool_accommodation_building_(administration_of_justice)
justice,2021-22,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice),4059__80__101__1483,26.2584,0,0,0,level_4,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice),4,4,505,Capital Outlay On Public Works -> General -> Construction - General Pool Accommodation -> Building (Administration Of Justice),capital outlay,capital_outlay_on_public_works_general_construction_-_general_pool_accommodation_building_(administration_of_justice)
justice,2018-19,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4059__1__101__1483,0,35,35,25,level_4,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4,4,506,Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Building (Administration Of Justice),capital outlay,capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_building_(administration_of_justice)
justice,2019-20,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4059__1__101__1483,20.6761,25,25,25,level_4,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4,4,507,Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Building (Administration Of Justice),capital outlay,capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_building_(administration_of_justice)
justice,2020-21,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4059__1__101__1483,25.0026,25,25,0,level_4,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4,4,508,Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Building (Administration Of Justice),capital outlay,capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_building_(administration_of_justice)
justice,2021-22,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4059__1__101__1483,24.2898,0,0,0,level_4,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice),4,4,509,Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Building (Administration Of Justice),capital outlay,capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_building_(administration_of_justice)
justice,2018-19,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice,4216__1__700__1501,0,22,22,12,level_4,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice,4,4,510,Capital Outlay On Housing -> Government Residential Buildings -> Other Housing Programme (Gad) -> Administration Of Justice,capital outlay,capital_outlay_on_housing_government_residential_buildings_other_housing_programme_(gad)_administration_of_justice
justice,2019-20,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice,4216__1__700__1501,0.6319,12,12,12,level_4,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice,4,4,511,Capital Outlay On Housing -> Government Residential Buildings -> Other Housing Programme (Gad) -> Administration Of Justice,capital outlay,capital_outlay_on_housing_government_residential_buildings_other_housing_programme_(gad)_administration_of_justice
justice,2020-21,capital outlay on housing__government residential buildings__other housing programme__administration of justice,4216__1__700__1501,2.1062,12,12,9.855,level_4,capital outlay on housing__government residential buildings__other housing programme__administration of justice,4,4,512,Capital Outlay On Housing -> Government Residential Buildings -> Other Housing Programme -> Administration Of Justice,capital outlay,capital_outlay_on_housing_government_residential_buildings_other_housing_programme_administration_of_justice
justice,2021-22,capital outlay on housing__government residential buildings__other housing programme__administration of justice,4216__1__700__1501,5.211899999999999,9.855,9.855,8.7318,level_4,capital outlay on housing__government residential buildings__other housing programme__administration of justice,4,4,513,Capital Outlay On Housing -> Government Residential Buildings -> Other Housing Programme -> Administration Of Justice,capital outlay,capital_outlay_on_housing_government_residential_buildings_other_housing_programme_administration_of_justice
justice,2018-19,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4216__1__106__1501,0,10,10,16,level_4,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4,4,514,Capital Outlay On Housing -> Government Residential Buildings -> Construction General Pool Accomodation -> Administration Of Justice,capital outlay,capital_outlay_on_housing_government_residential_buildings_construction_general_pool_accomodation_administration_of_justice
justice,2019-20,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4216__1__106__1501,6.5887,16,16,23,level_4,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4,4,515,Capital Outlay On Housing -> Government Residential Buildings -> Construction General Pool Accomodation -> Administration Of Justice,capital outlay,capital_outlay_on_housing_government_residential_buildings_construction_general_pool_accomodation_administration_of_justice
justice,2020-21,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4216__1__106__1501,16.0668,23,23,21.85,level_4,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4,4,516,Capital Outlay On Housing -> Government Residential Buildings -> Construction General Pool Accomodation -> Administration Of Justice,capital outlay,capital_outlay_on_housing_government_residential_buildings_construction_general_pool_accomodation_administration_of_justice
justice,2021-22,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4216__1__106__1501,15.5715,21.85,21.85,15.4,level_4,capital outlay on housing__government residential buildings__construction general pool accomodation__administration of justice,4,4,517,Capital Outlay On Housing -> Government Residential Buildings -> Construction General Pool Accomodation -> Administration Of Justice,capital outlay,capital_outlay_on_housing_government_residential_buildings_construction_general_pool_accomodation_administration_of_justice
justice,2018-19,"administration of justice__null__other expenditure__judicial academy, assam__capacity building",2014__0__800__4709__47,0,2.286,2.286,2.286,level_5,"administration of justice__other expenditure__judicial academy, assam__capacity building",5,5,578,"Administration Of Justice -> Other Expenditure -> Judicial Academy, Assam -> Capacity Building","other expenditure - judicial academy, assam","administration_of_justice_other_expenditure_judicial_academy,_assam_capacity_building"
justice,2019-20,"administration of justice__null__other expenditure__judicial academy, assam__capacity building",2014__0__800__4709__47,0.9642,2.286,2.286,2.286,level_5,"administration of justice__other expenditure__judicial academy, assam__capacity building",5,5,579,"Administration Of Justice -> Other Expenditure -> Judicial Academy, Assam -> Capacity Building","other expenditure - judicial academy, assam","administration_of_justice_other_expenditure_judicial_academy,_assam_capacity_building"
justice,2020-21,"administration of justice__null__other expenditure__judicial academy, assam__capacity building",2014__0__800__4709__47,2.286,2.286,2.286,0,level_5,"administration of justice__other expenditure__judicial academy, assam__capacity building",5,5,580,"Administration Of Justice -> Other Expenditure -> Judicial Academy, Assam -> Capacity Building","other expenditure - judicial academy, assam","administration_of_justice_other_expenditure_judicial_academy,_assam_capacity_building"
justice,2021-22,"administration of justice__null__other expenditure__judicial academy, assam__capacity building",2014__0__800__4709__47,2.286,0,0,0,level_5,"administration of justice__other expenditure__judicial academy, assam__capacity building",5,5,581,"Administration Of Justice -> Other Expenditure -> Judicial Academy, Assam -> Capacity Building","other expenditure - judicial academy, assam","administration_of_justice_other_expenditure_judicial_academy,_assam_capacity_building"
justice,2018-19,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),4059__1__101__4153__986,0,20,20,8,level_5,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),5,5,622,Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Judicial Department -> Completion Of High Court Building (Construction Of Underpass),capital outlay,capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_judicial_department_completion_of_high_court_building_(construction_of_underpass)
justice,2019-20,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),4059__1__101__4153__986,7.91,8,8,3,level_5,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),5,5,623,Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Judicial Department -> Completion Of High Court Building (Construction Of Underpass),capital outlay,capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_judicial_department_completion_of_high_court_building_(construction_of_underpass)
justice,2020-21,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),4059__1__101__4153__986,7.9924,3,3,0,level_5,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),5,5,624,Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Judicial Department -> Completion Of High Court Building (Construction Of Underpass),capital outlay,capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_judicial_department_completion_of_high_court_building_(construction_of_underpass)
justice,2021-22,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),4059__1__101__4153__986,0.8379000000000001,0,0,0,level_5,capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__completion of high court building (construction of underpass),5,5,625,Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Judicial Department -> Completion Of High Court Building (Construction Of Underpass),capital outlay,capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_judicial_department_completion_of_high_court_building_(construction_of_underpass)
justice,2018-19,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",4059__1__101__4153__422,0,3,3,1,level_5,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",5,5,626,"Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Judicial Department -> Construction Of Family Court, Mact Court & Cbi Court In Assam",capital outlay,"capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_judicial_department_construction_of_family_court,_mact_court_&_cbi_court_in_assam"
justice,2019-20,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",4059__1__101__4153__422,0.885,1,1,1,level_5,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",5,5,627,"Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Judicial Department -> Construction Of Family Court, Mact Court & Cbi Court In Assam",capital outlay,"capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_judicial_department_construction_of_family_court,_mact_court_&_cbi_court_in_assam"
justice,2020-21,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",4059__1__101__4153__422,0.4522,1,1,0,level_5,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",5,5,628,"Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Judicial Department -> Construction Of Family Court, Mact Court & Cbi Court In Assam",capital outlay,"capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_judicial_department_construction_of_family_court,_mact_court_&_cbi_court_in_assam"
justice,2021-22,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",4059__1__101__4153__422,0.6092,0,0,0,level_5,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__construction of family court, mact court & cbi court in assam",5,5,629,"Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Judicial Department -> Construction Of Family Court, Mact Court & Cbi Court In Assam",capital outlay,"capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_judicial_department_construction_of_family_court,_mact_court_&_cbi_court_in_assam"
justice,2018-19,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),4059__80__101__1483__584,0,77,77,35,level_5,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),5,5,630,Capital Outlay On Public Works -> General -> Construction - General Pool Accommodation -> Building (Administration Of Justice) -> Works - Block Grant And C.a To S.p (Development Of Infrastructure Facility For Judiciary ),capital outlay,capital_outlay_on_public_works_general_construction_-_general_pool_accommodation_building_(administration_of_justice)_works_-_block_grant_and_c.a_to_s.p_(development_of_infrastructure_facility_for_judiciary_)
justice,2019-20,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),4059__80__101__1483__584,20.8022,35,35,35,level_5,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),5,5,631,Capital Outlay On Public Works -> General -> Construction - General Pool Accommodation -> Building (Administration Of Justice) -> Works - Block Grant And C.a To S.p (Development Of Infrastructure Facility For Judiciary ),capital outlay,capital_outlay_on_public_works_general_construction_-_general_pool_accommodation_building_(administration_of_justice)_works_-_block_grant_and_c.a_to_s.p_(development_of_infrastructure_facility_for_judiciary_)
justice,2020-21,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),4059__80__101__1483__584,23.6789,35,35,0,level_5,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),5,5,632,Capital Outlay On Public Works -> General -> Construction - General Pool Accommodation -> Building (Administration Of Justice) -> Works - Block Grant And C.a To S.p (Development Of Infrastructure Facility For Judiciary ),capital outlay,capital_outlay_on_public_works_general_construction_-_general_pool_accommodation_building_(administration_of_justice)_works_-_block_grant_and_c.a_to_s.p_(development_of_infrastructure_facility_for_judiciary_)
justice,2021-22,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),4059__80__101__1483__584,26.2584,0,0,0,level_5,capital outlay on public works__general__construction - general pool accommodation__building (administration of justice)__works - block grant and c.a to s.p (development of infrastructure facility for judiciary ),5,5,633,Capital Outlay On Public Works -> General -> Construction - General Pool Accommodation -> Building (Administration Of Justice) -> Works - Block Grant And C.a To S.p (Development Of Infrastructure Facility For Judiciary ),capital outlay,capital_outlay_on_public_works_general_construction_-_general_pool_accommodation_building_(administration_of_justice)_works_-_block_grant_and_c.a_to_s.p_(development_of_infrastructure_facility_for_judiciary_)
justice,2018-19,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,4059__1__101__1483__584,0,35,35,25,level_5,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,5,5,634,Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Building (Administration Of Justice) -> Works,capital outlay,capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_building_(administration_of_justice)_works
justice,2019-20,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,4059__1__101__1483__584,20.6761,25,25,25,level_5,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,5,5,635,Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Building (Administration Of Justice) -> Works,capital outlay,capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_building_(administration_of_justice)_works
justice,2020-21,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,4059__1__101__1483__584,25.0026,25,25,0,level_5,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,5,5,636,Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Building (Administration Of Justice) -> Works,capital outlay,capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_building_(administration_of_justice)_works
justice,2021-22,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,4059__1__101__1483__584,24.2898,0,0,0,level_5,capital outlay on public works__office buildings__construction - general pool accommodation__building (administration of justice)__works,5,5,637,Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Building (Administration Of Justice) -> Works,capital outlay,capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_building_(administration_of_justice)_works
justice,2018-19,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",4059__1__101__4153__999,0,8,16,16,level_5,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",5,5,638,"Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Judicial Department -> Establishment Of National Law College & Judicial Academy (For Interior Works, Landscape, Kitchen Equipment Etc.) Under State Specific Scheme",capital outlay,"capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_judicial_department_establishment_of_national_law_college_&_judicial_academy_(for_interior_works,_landscape,_kitchen_equipment_etc.)_under_state_specific_scheme"
justice,2019-20,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",4059__1__101__4153__999,15.3582,16,45.5217,5,level_5,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",5,5,639,"Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Judicial Department -> Establishment Of National Law College & Judicial Academy (For Interior Works, Landscape, Kitchen Equipment Etc.) Under State Specific Scheme",capital outlay,"capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_judicial_department_establishment_of_national_law_college_&_judicial_academy_(for_interior_works,_landscape,_kitchen_equipment_etc.)_under_state_specific_scheme"
justice,2020-21,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",4059__1__101__4153__999,33.456199999999995,5,5,0,level_5,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",5,5,640,"Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Judicial Department -> Establishment Of National Law College & Judicial Academy (For Interior Works, Landscape, Kitchen Equipment Etc.) Under State Specific Scheme",capital outlay,"capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_judicial_department_establishment_of_national_law_college_&_judicial_academy_(for_interior_works,_landscape,_kitchen_equipment_etc.)_under_state_specific_scheme"
justice,2021-22,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",4059__1__101__4153__999,4.9635,0,0,0,level_5,"capital outlay on public works__office buildings__construction - general pool accommodation__judicial department__establishment of national law college & judicial academy (for interior works, landscape, kitchen equipment etc.) under state specific scheme",5,5,641,"Capital Outlay On Public Works -> Office Buildings -> Construction - General Pool Accommodation -> Judicial Department -> Establishment Of National Law College & Judicial Academy (For Interior Works, Landscape, Kitchen Equipment Etc.) Under State Specific Scheme",capital outlay,"capital_outlay_on_public_works_office_buildings_construction_-_general_pool_accommodation_judicial_department_establishment_of_national_law_college_&_judicial_academy_(for_interior_works,_landscape,_kitchen_equipment_etc.)_under_state_specific_scheme"
justice,2018-19,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice__works,4216__1__700__1501__584,0,2,2,2,level_5,capital outlay on housing__government residential buildings__other housing programme (gad)__administration of justice__works,5,5,642,Capital Outlay On Housing -> Government Residential Buildings -> Other Housing Programme (Gad) -> Administration Of Justice -> Works,capital outlay,capital_outlay_on_housing_government_residential_buildings_other_housing_programme_(gad)_administration_of_justice_works
